table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
10705,r001,Institutions,Institutions,,,,,1,354,51.3,347,50.3,196,28.4
10705,r002,Schools,Schools,,,,,1,363,46.8,355,45.8,200,25.8
10705,r003,Units,Units,,,,,1,748,3.3,644,2.9,345,1.5
10705,r004,All graduate students,All graduate students,,,,,1,34387,100.0,20798,100.0,13589,100.0
10705,r005,All graduate students -> Male,All graduate students,Male,,,,2,21918,63.7,12393,59.6,9525,70.1
10705,r006,All graduate students -> Female,All graduate students,Female,,,,2,12469,36.3,8405,40.4,4064,29.9
10705,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,16331,47.5,9599,46.2,6732,49.5
10705,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,1926,5.6,1272,6.1,654,4.8
10705,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
10705,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,37,0.1,23,0.1,14,0.1
10705,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,2686,7.8,1719,8.3,967,7.1
10705,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,737,2.1,514,2.5,223,1.6
10705,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,12,0.05,8,0.05,4,0.05
10705,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,9472,27.5,5233,25.2,4239,31.2
10705,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,563,1.6,312,1.5,251,1.8
10705,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,898,2.6,518,2.5,380,2.8
10705,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,18056,52.5,11199,53.8,6857,50.5
10705,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,7789,22.7,6559,31.5,1230,9.1
10705,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,26598,77.3,14239,68.5,12359,90.9
10705,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,9608,27.9,7056,33.9,2552,18.8
10705,r021,All graduate students -> Primary source of support for full-time students<sup>b</sup>,All graduate students,Primary source of support for full-time students<sup>b</sup>,,,,2,,,,,,
10705,r022,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,,,3,1572,4.6,205,1.0,1367,10.1
10705,r023,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOD,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOD,,4,133,0.4,38,0.2,95,0.7
10705,r024,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOE,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOE,,4,36,0.1,2,0.05,34,0.3
10705,r025,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,,4,247,0.7,24,0.1,223,1.6
