table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2018,field_total_2019,field_total_2020,field_total_2021,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021
7948,r001,All institutions,All institutions,,1,-,"['79,173,538', '']","['83,642,841', '']","['86,444,902', '']","['89,872,007', '']","['41,934,743', '']","['44,539,670', '']","['46,196,287', '']","['49,228,127', '']"
7948,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['2,661,033', '']","['2,917,436', '']","['3,110,494', '']","['3,181,385', '']","['2,251,097', '']","['2,482,130', '']","['2,682,410', '']","['2,774,643', '']"
7948,r003,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,2,"['1,595,732', '']","['1,595,098', '']","['1,651,073', '']","['1,710,036', '']","['669,470', '']","['671,047', '']","['676,331', '']","['683,179', '']"
7948,r004,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,3,"['1,600,869', '']","['1,675,805', '']","['1,673,862', '']","['1,639,645', '']","['849,123', '']","['886,851', '']","['884,880', '']","['891,125', '']"
7948,r005,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,4,"['1,441,931', '']","['1,506,285', '']","['1,579,364', '']","['1,631,950', '']","['688,313', '']","['717,359', '']","['721,308', '']","['792,089', '']"
7948,r006,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,5,"['1,413,902', '']","['1,425,601', '']","['1,456,902', '']","['1,488,645', '']","['989,221', '']","['992,643', '']","['1,024,195', '']","['1,046,377', '']"
7948,r007,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,6,"['1,318,110', '']","['1,306,376', '']","['1,392,941', '']","['1,454,880', '']","['576,076', '']","['600,714', '']","['655,030', '']","['721,043', '']"
7948,r008,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,7,"['1,265,196', '']","['1,353,763', '']","['1,403,735', '']","['1,425,499', '']","['635,888', '']","['698,925', '']","['727,289', '']","['801,117', '']"
7948,r009,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,8,"['1,205,518', '']","['1,297,331', '']","['1,363,931', '']","['1,380,075', '']","['574,048', '']","['608,925', '']","['632,558', '']","['646,764', '']"
7948,r010,All institutions -> Stanford U.,All institutions,Stanford U.,2,9,"['1,157,597', '']","['1,204,116', '']","['1,203,950', '']","['1,274,483', '']","['711,443', '']","['738,957', '']","['751,414', '']","['811,183', '']"
7948,r011,All institutions -> Harvard U.,All institutions,Harvard U.,2,10,"['1,173,371', '']","['1,239,736', '']","['1,239,983', '']","['1,254,008', '']","['587,584', '']","['618,405', '']","['605,603', '']","['616,589', '']"
7948,r012,All institutions -> Duke U.,All institutions,Duke U.,2,11,"['1,167,611', '']","['1,226,517', '']","['1,196,638', '']","['1,237,686', '']","['645,259', '']","['709,705', '']","['707,746', '']","['776,632', '']"
7948,r013,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,12,"['875,014', '']","['929,250', '']","['968,260', '']","['1,236,111', '']","['474,994', '']","['497,651', '']","['539,359', '']","['559,797', '']"
7948,r014,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,13,"['1,136,158', '']","['1,153,773', '']","['1,159,725', '']","['1,205,883', '']","['701,169', '']","['720,613', '']","['706,145', '']","['747,895', '']"
7948,r015,All institutions -> Cornell U.,All institutions,Cornell U.,2,14,"['1,071,621', '']","['1,144,534', '']","['1,190,063', '']","['1,183,524', '']","['470,020', '']","['525,182', '']","['562,021', '']","['592,359', '']"
7948,r016,All institutions -> Yale U.,All institutions,Yale U.,2,15,"['990,399', '']","['1,072,309', '']","['1,094,135', '']","['1,165,148', '']","['552,242', '']","['576,776', '']","['585,170', '']","['647,656', '']"
7948,r017,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,16,"['922,178', '']","['952,156', '']","['1,130,803', '']","['1,147,720', '']","['333,768', '']","['359,609', '']","['517,489', '']","['528,057', '']"
7948,r018,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,17,"['na', '']","['1,096,600', '']","['1,103,062', '']","['1,142,264', '']","['na', '']","['696,880', '']","['689,125', '']","['713,283', '']"
7948,r019,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,18,"['1,006,513', '']","['1,080,951', '']","['1,105,532', '']","['1,135,416', '']","['649,166', '']","['677,559', '']","['689,273', '']","['724,993', '']"
