table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10176,r001,United States,United States,,,,1,"['81,137', '']","['4,773', '']","['6,304', '']","['29,625', '']","['2,161', '']","['14,069', '']","['1,684', '']","['4,652', '']","['1,322', '']","['5,269', '']","['11,278', '']"
10176,r002,United States -> Public,United States,Public,,,2,"['37,755', '']","['2,585', '']","['3,007', '']","['14,817', '']","['1,124', '']","['6,126', '']","['429', '']","['3,037', '']","['627', '']","['2,022', '']","['3,981', '']"
10176,r003,United States -> Private,United States,Private,,,2,"['43,382', '']","['2,188', '']","['3,297', '']","['14,808', '']","['1,037', '']","['7,943', '']","['1,255', '']","['1,615', '']","['695', '']","['3,247', '']","['7,297', '']"
10176,r004,United States -> Alabama,United States,Alabama,,,2,"['1,780', '']","['37', '']","['71', '']","['709', '']","['250', '']","['264', '']","['0', '']","['0', '']","['91', '']","['223', '']","['135', '']"
10176,r005,United States -> Alabama -> Public,United States,Alabama,Public,,3,"['1,417', '']","['37', '']","['71', '']","['654', '']","['250', '']","['264', '']","['0', '']","['0', '']","['0', '']","['6', '']","['135', '']"
10176,r006,"United States -> Alabama -> Public -> Auburn U., Montgomery",United States,Alabama,Public,"Auburn U., Montgomery",4,"['464', '']","['37', '']","['0', '']","['99', '']","['99', '']","['123', '']","['0', '']","['0', '']","['0', '']","['0', '']","['106', '']"
10176,r007,United States -> Alabama -> Public -> Jacksonville State U.,United States,Alabama,Public,Jacksonville State U.,4,"['113', '']","['0', '']","['71', '']","['35', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['1', '']"
10176,r008,United States -> Alabama -> Public -> U. North Alabama,United States,Alabama,Public,U. North Alabama,4,"['320', '']","['0', '']","['0', '']","['0', '']","['151', '']","['141', '']","['0', '']","['0', '']","['0', '']","['0', '']","['28', '']"
10176,r009,United States -> Alabama -> Public -> U. West Alabama,United States,Alabama,Public,U. West Alabama,4,"['520', '']","['0', '']","['0', '']","['520', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r010,United States -> Alabama -> Private,United States,Alabama,Private,,3,"['363', '']","['0', '']","['0', '']","['55', '']","['0', '']","['0', '']","['0', '']","['0', '']","['91', '']","['217', '']","['0', '']"
10176,r011,"United States -> Alabama -> Private -> Alabama C., Osteopathic Medicine",United States,Alabama,Private,"Alabama C., Osteopathic Medicine",4,"['34', '']","['0', '']","['0', '']","['34', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r012,United States -> Alabama -> Private -> Oakwood U.,United States,Alabama,Private,Oakwood U.,4,"['329', '']","['0', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['0', '']","['91', '']","['217', '']","['0', '']"
10176,r013,United States -> Arkansas,United States,Arkansas,,,2,"['1,834', '']","['0', '']","['0', '']","['537', '']","['52', '']","['604', '']","['0', '']","['342', '']","['0', '']","['231', '']","['68', '']"
10176,r014,United States -> Arkansas -> Public,United States,Arkansas,Public,,3,"['850', '']","['0', '']","['0', '']","['186', '']","['52', '']","['215', '']","['0', '']","['342', '']","['0', '']","['30', '']","['25', '']"
10176,r015,United States -> Arkansas -> Public -> Arkansas Tech U.,United States,Arkansas,Public,Arkansas Tech U.,4,"['737', '']","['0', '']","['0', '']","['186', '']","['52', '']","['132', '']","['0', '']","['342', '']","['0', '']","['0', '']","['25', '']"
10176,r016,United States -> Arkansas -> Public -> Southern Arkansas U.,United States,Arkansas,Public,Southern Arkansas U.,4,"['113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['83', '']","['0', '']","['0', '']","['0', '']","['30', '']","['0', '']"
10176,r017,United States -> Arkansas -> Private,United States,Arkansas,Private,,3,"['984', '']","['0', '']","['0', '']","['351', '']","['0', '']","['389', '']","['0', '']","['0', '']","['0', '']","['201', '']","['43', '']"
10176,r018,United States -> Arkansas -> Private -> Arkansas C. of Health Education,United States,Arkansas,Private,Arkansas C. of Health Education,4,"['46', '']","['0', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r019,United States -> Arkansas -> Private -> Hendrix C.,United States,Arkansas,Private,Hendrix C.,4,"['629', '']","['0', '']","['0', '']","['305', '']","['0', '']","['209', '']","['0', '']","['0', '']","['0', '']","['72', '']","['43', '']"
10176,r020,United States -> Arkansas -> Private -> Ouachita Baptist U.,United States,Arkansas,Private,Ouachita Baptist U.,4,"['309', '']","['0', '']","['0', '']","['0', '']","['0', '']","['180', '']","['0', '']","['0', '']","['0', '']","['129', '']","['0', '']"
10176,r021,United States -> California,United States,California,,,2,"['1,629', '']","['53', '']","['27', '']","['1,040', '']","['20', '']","['89', '']","['205', '']","['0', '']","['1', '']","['0', '']","['194', '']"
10176,r022,United States -> California -> Private,United States,California,Private,,3,"['1,629', '']","['53', '']","['27', '']","['1,040', '']","['20', '']","['89', '']","['205', '']","['0', '']","['1', '']","['0', '']","['194', '']"
10176,r023,United States -> California -> Private -> Dominican U. California,United States,California,Private,Dominican U. California,4,"['794', 'i']","['53', 'i']","['0', 'i']","['723', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1', 'i']","['0', 'i']","['17', 'i']"
10176,r024,United States -> California -> Private -> Life Chiropractic C.-West,United States,California,Private,Life Chiropractic C.-West,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r025,United States -> California -> Private -> Mills C.,United States,California,Private,Mills C.,4,"['224', '']","['0', '']","['27', '']","['0', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['177', '']"
10176,r026,United States -> California -> Private -> Palo Alto U.,United States,California,Private,Palo Alto U.,4,"['205', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['205', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r027,United States -> California -> Private -> Pitzer C.,United States,California,Private,Pitzer C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r028,United States -> California -> Private -> Point Loma Nazarene U.,United States,California,Private,Point Loma Nazarene U.,4,"['1', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r029,United States -> California -> Private -> Southern California U. of Health Sciences,United States,California,Private,Southern California U. of Health Sciences,4,"['204', '']","['0', '']","['0', '']","['204', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r030,United States -> California -> Private -> Westmont C.,United States,California,Private,Westmont C.,4,"['201', 'i']","['0', 'i']","['0', 'i']","['112', 'i']","['0', 'i']","['89', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10176,r031,United States -> California -> Private -> Whittier C.,United States,California,Private,Whittier C.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10176,r032,United States -> Colorado,United States,Colorado,,,2,"['1,947', '']","['3', '']","['33', '']","['1,350', '']","['56', '']","['303', '']","['0', '']","['49', '']","['0', '']","['0', '']","['153', '']"
10176,r033,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['1,453', '']","['0', '']","['33', '']","['923', '']","['56', '']","['239', '']","['0', '']","['49', '']","['0', '']","['0', '']","['153', '']"
10176,r034,United States -> Colorado -> Public -> Colorado Mesa U.,United States,Colorado,Public,Colorado Mesa U.,4,"['676', '']","['0', '']","['0', '']","['467', '']","['0', '']","['160', '']","['0', '']","['49', '']","['0', '']","['0', '']","['0', '']"
10176,r035,United States -> Colorado -> Public -> Metropolitan State U. of Denver,United States,Colorado,Public,Metropolitan State U. of Denver,4,"['261', '']","['0', '']","['0', '']","['6', '']","['56', '']","['79', '']","['0', '']","['0', '']","['0', '']","['0', '']","['120', '']"
10176,r036,United States -> Colorado -> Public -> Western Colorado U.,United States,Colorado,Public,Western Colorado U.,4,"['516', '']","['0', '']","['33', '']","['450', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['33', '']"
10176,r037,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['494', '']","['3', '']","['0', '']","['427', '']","['0', '']","['64', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r038,United States -> Colorado -> Private -> Regis U.,United States,Colorado,Private,Regis U.,4,"['494', '']","['3', '']","['0', '']","['427', '']","['0', '']","['64', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r039,United States -> Connecticut,United States,Connecticut,,,2,"['2,708', '']","['401', '']","['223', '']","['468', '']","['365', '']","['201', '']","['27', '']","['99', '']","['0', '']","['134', '']","['790', '']"
10176,r040,United States -> Connecticut -> Public,United States,Connecticut,Public,,3,"['1,119', '']","['320', '']","['129', '']","['221', '']","['255', '']","['0', '']","['0', '']","['86', '']","['0', '']","['108', '']","['0', '']"
10176,r041,United States -> Connecticut -> Public -> U.S. Coast Guard Academy,United States,Connecticut,Public,U.S. Coast Guard Academy,4,"['898', '']","['320', '']","['129', '']","['0', '']","['255', '']","['0', '']","['0', '']","['86', '']","['0', '']","['108', '']","['0', '']"
10176,r042,United States -> Connecticut -> Public -> Western Connecticut State U.,United States,Connecticut,Public,Western Connecticut State U.,4,"['221', '']","['0', '']","['0', '']","['221', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r043,United States -> Connecticut -> Private,United States,Connecticut,Private,,3,"['1,589', '']","['81', '']","['94', '']","['247', '']","['110', '']","['201', '']","['27', '']","['13', '']","['0', '']","['26', '']","['790', '']"
10176,r044,United States -> Connecticut -> Private -> Fairfield U.,United States,Connecticut,Private,Fairfield U.,4,"['197', '']","['6', '']","['0', '']","['0', '']","['91', '']","['99', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']"
10176,r045,United States -> Connecticut -> Private -> Hartford International U. for Religion and Peace,United States,Connecticut,Private,Hartford International U. for Religion and Peace,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r046,United States -> Connecticut -> Private -> Quinnipiac U.,United States,Connecticut,Private,Quinnipiac U.,4,"['530', 'i']","['21', 'i']","['31', 'i']","['247', 'i']","['19', 'i']","['102', 'i']","['27', 'i']","['13', 'i']","['0', 'i']","['25', 'i']","['45', 'i']"
10176,r047,United States -> Connecticut -> Private -> Sacred Heart U.,United States,Connecticut,Private,Sacred Heart U.,4,"['862', '']","['54', '']","['63', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['745', '']"
10176,r048,United States -> Florida,United States,Florida,,,2,"['1,807', '']","['0', '']","['656', '']","['356', '']","['29', '']","['533', '']","['0', '']","['146', '']","['18', '']","['0', '']","['69', '']"
10176,r049,United States -> Florida -> Public,United States,Florida,Public,,3,"['61', '']","['0', '']","['0', '']","['37', '']","['18', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r050,United States -> Florida -> Public -> New C. Florida,United States,Florida,Public,New C. Florida,4,"['61', '']","['0', '']","['0', '']","['37', '']","['18', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r051,United States -> Florida -> Private,United States,Florida,Private,,3,"['1,746', '']","['0', '']","['656', '']","['319', '']","['11', '']","['527', '']","['0', '']","['146', '']","['18', '']","['0', '']","['69', '']"
10176,r052,United States -> Florida -> Private -> Barry U.,United States,Florida,Private,Barry U.,4,"['65', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['65', '']"
10176,r053,United States -> Florida -> Private -> Bethune-Cookman U.,United States,Florida,Private,Bethune-Cookman U.,4,"['494', '']","['0', '']","['365', '']","['129', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r054,United States -> Florida -> Private -> Eckerd C.,United States,Florida,Private,Eckerd C.,4,"['201', '']","['0', '']","['109', '']","['65', '']","['11', '']","['8', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']"
10176,r055,United States -> Florida -> Private -> Jacksonville U.,United States,Florida,Private,Jacksonville U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r056,United States -> Florida -> Private -> Keiser U.,United States,Florida,Private,Keiser U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10176,r057,United States -> Florida -> Private -> Rollins C.,United States,Florida,Private,Rollins C.,4,"['189', '']","['0', '']","['0', '']","['28', '']","['0', '']","['101', '']","['0', '']","['42', '']","['18', '']","['0', '']","['0', '']"
10176,r058,United States -> Florida -> Private -> Stetson U.,United States,Florida,Private,Stetson U.,4,"['379', '']","['0', '']","['182', '']","['97', '']","['0', '']","['0', '']","['0', '']","['96', '']","['0', '']","['0', '']","['4', '']"
10176,r059,United States -> Florida -> Private -> U. Tampa,United States,Florida,Private,U. Tampa,4,"['418', '']","['0', '']","['0', '']","['0', '']","['0', '']","['418', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10176,r060,United States -> Georgia,United States,Georgia,,,2,"['2,588', '']","['301', '']","['268', '']","['694', '']","['231', '']","['377', '']","['141', '']","['251', '']","['72', '']","['4', '']","['249', '']"
