table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2017,field_total_2018,field_total_2019,field_total_2020,field_federally_financed_2017,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020
5433,r001,All institutions,All institutions,,1,-,"['1,244,640', '']","['1,258,635', '']","['1,326,304', '']","['1,357,081', '']","['764,737', '']","['759,524', '']","['789,562', '']","['808,565', '']"
5433,r002,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,1,"['52,050', '']","['48,298', '']","['46,808', '']","['41,741', '']","['31,115', '']","['29,044', '']","['27,887', '']","['23,840', '']"
5433,r003,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,2,"['27,175', '']","['30,520', '']","['38,984', '']","['40,599', '']","['19,283', '']","['19,907', '']","['28,216', '']","['26,894', '']"
5433,r004,All institutions -> Florida International U.,All institutions,Florida International U.,2,3,"['20,528', '']","['24,056', '']","['29,269', '']","['34,642', '']","['10,639', '']","['11,967', '']","['14,279', '']","['18,163', '']"
5433,r005,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,4,"['31,837', '']","['37,381', '']","['34,448', '']","['31,954', '']","['23,748', '']","['28,334', '']","['25,727', '']","['24,430', '']"
5433,r006,All institutions -> New York U.,All institutions,New York U.,2,5,"['25,636', '']","['25,145', '']","['30,002', '']","['28,468', '']","['22,040', '']","['21,216', '']","['24,420', '']","['22,886', '']"
5433,r007,All institutions -> U. Georgia,All institutions,U. Georgia,2,6,"['19,288', '']","['20,028', '']","['24,590', '']","['25,773', '']","['10,027', '']","['10,818', '']","['13,105', '']","['15,401', '']"
5433,r008,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,7,"['17,602', '']","['17,741', '']","['18,641', '']","['21,553', '']","['9,414', '']","['9,900', '']","['11,570', '']","['13,270', '']"
5433,r009,All institutions -> Boston U.,All institutions,Boston U.,2,8,"['18,863', '']","['21,097', '']","['21,872', '']","['20,413', '']","['11,826', '']","['13,174', '']","['14,224', '']","['12,411', '']"
5433,r010,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,8,"['21,636', '']","['19,865', '']","['19,157', '']","['20,413', '']","['8,815', '']","['6,500', '']","['6,704', '']","['6,479', '']"
5433,r011,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,10,"['12,865', '']","['12,943', '']","['14,071', '']","['20,222', '']","['8,736', '']","['8,752', '']","['9,047', '']","['13,516', '']"
5433,r012,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,11,"['17,837', '']","['20,042', '']","['18,932', '']","['20,113', '']","['13,506', '']","['13,691', '']","['12,280', '']","['13,624', '']"
5433,r013,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,12,"['18,976', '']","['18,313', '']","['20,152', '']","['19,670', '']","['18,201', '']","['17,668', '']","['19,428', '']","['19,256', '']"
5433,r014,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,13,"['14,019', '']","['18,004', '']","['17,955', '']","['19,329', '']","['6,988', '']","['7,773', '']","['8,122', '']","['9,515', '']"
5433,r015,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,14,"['17,453', '']","['17,611', '']","['17,044', '']","['19,087', '']","['10,922', '']","['12,437', '']","['11,104', '']","['13,035', '']"
5433,r016,All institutions -> Stanford U.,All institutions,Stanford U.,2,15,"['17,832', '']","['18,099', '']","['20,091', '']","['18,866', '']","['8,879', '']","['10,006', '']","['11,686', '']","['10,782', '']"
5433,r017,All institutions -> Florida State U.,All institutions,Florida State U.,2,16,"['24,068', '']","['15,647', '']","['15,866', '']","['17,715', '']","['13,760', '']","['9,241', '']","['9,145', '']","['9,763', '']"
5433,r018,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,17,"['21,224', '']","['15,475', '']","['14,154', '']","['17,680', '']","['19,209', '']","['13,351', '']","['11,591', '']","['14,586', '']"
5433,r019,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,18,"['18,374', '']","['19,187', '']","['18,986', '']","['17,645', '']","['11,661', '']","['11,266', '']","['10,145', '']","['9,253', '']"
5433,r020,All institutions -> U. Oregon,All institutions,U. Oregon,2,19,"['12,553', '']","['14,099', '']","['15,658', '']","['17,505', '']","['10,585', '']","['11,990', '']","['13,714', '']","['15,759', '']"
5433,r021,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,20,"['18,189', '']","['16,080', '']","['17,247', '']","['16,860', '']","['4,898', '']","['4,381', '']","['3,601', '']","['3,013', '']"
5433,r022,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,21,"['11,292', '']","['14,454', '']","['17,834', '']","['16,399', '']","['5,064', '']","['7,564', '']","['9,257', '']","['8,921', '']"
5433,r023,All institutions -> U. Kansas,All institutions,U. Kansas,2,22,"['7,040', '']","['15,843', '']","['17,811', '']","['16,106', '']","['4,156', '']","['5,394', '']","['6,360', '']","['5,579', '']"
5433,r024,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,23,"['16,169', '']","['14,814', '']","['14,473', '']","['16,086', '']","['8,718', '']","['7,817', '']","['8,307', '']","['10,020', '']"
5433,r025,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,24,"['21,397', '']","['18,872', '']","['14,222', '']","['15,854', '']","['11,641', '']","['10,032', '']","['7,085', '']","['9,563', '']"
5433,r026,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,25,"['14,313', '']","['15,501', '']","['15,490', '']","['15,682', '']","['7,000', '']","['7,743', '']","['8,303', '']","['7,496', '']"
5433,r027,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,26,"['10,859', '']","['14,303', '']","['15,915', '']","['14,507', '']","['9,697', '']","['11,143', '']","['12,178', '']","['12,455', '']"
5433,r028,All institutions -> U. Southern California,All institutions,U. Southern California,2,27,"['8,618', '']","['8,241', '']","['9,153', '']","['14,234', '']","['5,623', '']","['6,292', '']","['5,846', '']","['4,913', '']"
5433,r029,All institutions -> U. Houston,All institutions,U. Houston,2,28,"['13,951', '']","['14,948', '']","['12,218', '']","['13,999', '']","['8,826', '']","['9,627', '']","['9,647', '']","['9,765', '']"
5433,r030,All institutions -> U. Miami,All institutions,U. Miami,2,29,"['14,567', '']","['14,715', '']","['11,163', '']","['13,896', '']","['8,800', '']","['7,905', '']","['7,514', '']","['10,048', '']"
5433,r031,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,30,"['7,652', '']","['9,185', '']","['10,892', '']","['13,239', '']","['3,021', '']","['4,153', '']","['6,723', '']","['9,013', '']"
5433,r032,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,31,"['18,119', '']","['16,086', '']","['14,744', '']","['12,822', '']","['10,419', '']","['9,578', '']","['7,756', '']","['6,822', '']"
5433,r033,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,32,"['9,387', '']","['9,871', '']","['10,968', '']","['12,761', '']","['4,244', '']","['4,979', '']","['5,671', '']","['5,396', '']"
5433,r034,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,33,"['10,117', '']","['10,263', '']","['11,007', '']","['12,263', '']","['4,184', '']","['4,395', '']","['4,231', '']","['3,526', '']"
5433,r035,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,34,"['9,902', '']","['10,555', '']","['12,498', '']","['12,090', '']","['5,995', '']","['6,198', '']","['7,166', '']","['7,467', '']"
5433,r036,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,35,"['11,027', '']","['8,990', '']","['13,092', '']","['11,982', '']","['9,992', '']","['8,298', '']","['10,775', '']","['10,667', '']"
5433,r037,All institutions -> Cornell U.,All institutions,Cornell U.,2,36,"['11,558', '']","['11,245', '']","['12,682', '']","['11,516', '']","['4,380', '']","['4,312', '']","['5,101', '']","['4,826', '']"
5433,r038,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,37,"['9,362', '']","['9,386', '']","['10,601', '']","['11,507', '']","['7,362', '']","['8,180', '']","['9,163', '']","['9,841', '']"
5433,r039,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,38,"['4,576', '']","['6,983', '']","['8,961', '']","['11,448', '']","['1,805', '']","['2,381', '']","['2,623', '']","['2,909', '']"
5433,r040,All institutions -> Temple U.,All institutions,Temple U.,2,39,"['11,273', '']","['12,495', '']","['8,832', '']","['11,418', '']","['8,730', '']","['8,863', '']","['6,473', '']","['6,930', '']"
5433,r041,All institutions -> U. Utah,All institutions,U. Utah,2,40,"['4,640', '']","['5,683', 'i']","['18,431', 'i']","['11,198', 'i']","['2,986', '']","['3,596', '']","['9,100', '']","['4,900', '']"
5433,r042,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,41,"['3,289', '']","['4,867', '']","['5,230', '']","['10,968', '']","['1,739', '']","['1,314', '']","['2,320', '']","['7,631', '']"
5433,r043,All institutions -> U. Florida,All institutions,U. Florida,2,42,"['8,082', '']","['9,863', '']","['10,208', '']","['10,922', '']","['4,839', '']","['6,452', '']","['6,412', '']","['7,199', '']"
5433,r044,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,43,"['11,843', '']","['11,581', '']","['11,299', '']","['10,743', '']","['9,877', '']","['9,523', '']","['9,805', '']","['9,648', '']"
5433,r045,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,44,"['10,684', '']","['10,206', '']","['9,824', '']","['10,670', '']","['509', '']","['347', '']","['912', '']","['882', '']"
5433,r046,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,45,"['9,784', '']","['11,714', '']","['12,544', '']","['10,435', '']","['7,885', '']","['9,322', '']","['9,942', '']","['7,422', '']"
5433,r047,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,46,"['13,965', '']","['8,894', '']","['9,245', '']","['10,335', '']","['7,705', '']","['4,321', '']","['4,411', '']","['4,395', '']"
5433,r048,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,47,"['8,125', '']","['8,643', '']","['8,025', '']","['9,768', '']","['6,561', '']","['6,570', '']","['5,639', '']","['5,018', '']"
5433,r049,All institutions -> Yale U.,All institutions,Yale U.,2,48,"['12,115', '']","['11,953', '']","['13,211', '']","['9,684', '']","['7,321', '']","['6,973', '']","['6,775', '']","['5,983', '']"
5433,r050,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,49,"['na', '']","['na', '']","['9,617', '']","['9,288', '']","['na', '']","['na', '']","['7,917', '']","['7,725', '']"
5433,r051,All institutions -> Princeton U.,All institutions,Princeton U.,2,50,"['8,948', '']","['6,295', '']","['6,482', '']","['9,240', '']","['3,937', '']","['2,345', '']","['3,443', '']","['5,239', '']"
5433,r052,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,51,"['2,676', '']","['3,557', '']","['9,018', '']","['9,085', '']","['629', '']","['980', '']","['2,440', '']","['2,900', '']"
5433,r053,All institutions -> Duke U.,All institutions,Duke U.,2,52,"['6,777', '']","['9,647', '']","['11,226', '']","['8,953', '']","['4,638', '']","['7,396', '']","['8,855', '']","['6,104', '']"
5433,r054,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,53,"['8,171', '']","['8,848', '']","['7,333', '']","['8,952', '']","['3,325', '']","['3,112', '']","['2,741', '']","['4,236', '']"
5433,r055,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,54,"['5,733', '']","['7,239', '']","['7,738', '']","['8,863', '']","['4,391', '']","['5,763', '']","['6,361', '']","['6,922', '']"
5433,r056,All institutions -> U. Iowa,All institutions,U. Iowa,2,55,"['7,556', '']","['7,115', '']","['8,086', '']","['8,817', '']","['5,955', '']","['5,850', '']","['6,336', '']","['7,028', '']"
5433,r057,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,56,"['10,299', '']","['10,953', '']","['9,552', '']","['8,802', '']","['7,985', '']","['8,712', '']","['7,693', '']","['7,112', '']"
5433,r058,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,57,"['5,792', '']","['6,453', '']","['7,700', '']","['8,256', '']","['2,790', '']","['3,669', '']","['2,785', '']","['3,961', '']"
5433,r059,All institutions -> U. Chicago,All institutions,U. Chicago,2,58,"['8,229', '']","['8,360', '']","['7,744', '']","['8,006', '']","['6,306', '']","['6,574', '']","['5,466', '']","['5,959', '']"
5433,r060,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,59,"['8,234', '']","['10,169', '']","['8,771', '']","['7,898', '']","['6,921', '']","['8,870', '']","['7,321', '']","['6,323', '']"
5433,r061,All institutions -> Brown U.,All institutions,Brown U.,2,60,"['5,688', '']","['4,782', '']","['6,801', '']","['7,889', '']","['5,347', '']","['4,560', '']","['6,658', '']","['7,262', '']"
5433,r062,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,61,"['6,263', '']","['7,357', '']","['9,195', '']","['7,836', '']","['3,682', '']","['4,034', '']","['5,672', '']","['5,429', '']"
5433,r063,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,62,"['11,749', '']","['9,809', '']","['10,574', '']","['7,672', '']","['8,080', '']","['7,082', '']","['8,150', '']","['5,704', '']"
5433,r064,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,63,"['7,456', '']","['8,509', '']","['7,861', '']","['7,542', '']","['5,568', '']","['6,438', '']","['6,154', '']","['5,681', '']"
5433,r065,All institutions -> U. Delaware,All institutions,U. Delaware,2,64,"['4,553', '']","['4,409', '']","['5,486', '']","['7,485', '']","['3,462', '']","['3,554', '']","['4,086', '']","['5,755', '']"
5433,r066,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,65,"['6,289', '']","['6,545', '']","['6,192', '']","['7,176', '']","['4,019', '']","['4,176', '']","['4,017', '']","['4,932', '']"
5433,r067,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,66,"['8,856', '']","['8,793', '']","['6,938', '']","['6,827', '']","['6,165', '']","['6,444', '']","['5,079', '']","['5,505', '']"
5433,r068,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,67,"['5,603', '']","['5,578', '']","['6,129', '']","['6,052', '']","['3,795', '']","['4,284', '']","['5,167', '']","['4,887', '']"
5433,r069,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,68,"['3,753', 'i']","['3,702', 'i']","['4,995', 'i']","['5,918', 'i']","['2,791', '']","['2,943', '']","['4,191', '']","['5,066', '']"
5433,r070,All institutions -> U. Denver,All institutions,U. Denver,2,69,"['3,077', '']","['5,096', '']","['5,002', '']","['5,870', '']","['2,233', '']","['3,826', '']","['3,602', '']","['4,092', '']"
5433,r071,All institutions -> U. Rochester,All institutions,U. Rochester,2,70,"['7,042', '']","['6,526', '']","['5,573', '']","['5,576', '']","['5,862', '']","['5,742', '']","['4,610', '']","['4,341', '']"
