table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
10656,r001,1980,Graduate students,Total,,2,251265
10656,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,220903
10656,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,87.9
10656,r004,1980,Graduate students,Temporary visa holders,Number,3,30362
10656,r005,1980,Graduate students,Temporary visa holders,Percent,3,12.1
10656,r006,1980,Postdoctoral appointees,Total,,2,13042
10656,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,8307
10656,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,63.7
10656,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,4735
10656,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,36.3
10656,r011,1981,Graduate students,Total,,2,252404
10656,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,219762
10656,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,87.1
10656,r014,1981,Graduate students,Temporary visa holders,Number,3,32642
10656,r015,1981,Graduate students,Temporary visa holders,Percent,3,12.9
10656,r016,1981,Postdoctoral appointees,Total,,2,13731
10656,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,8504
10656,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,61.9
10656,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,5227
10656,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,38.1
10656,r021,1982,Graduate students,Total,,2,255146
10656,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,215397
10656,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,84.4
10656,r024,1982,Graduate students,Temporary visa holders,Number,3,39749
10656,r025,1982,Graduate students,Temporary visa holders,Percent,3,15.6
10656,r026,1982,Postdoctoral appointees,Total,,2,13698
10656,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,8393
10656,r028,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,61.3
10656,r029,1982,Postdoctoral appointees,Temporary visa holders,Number,3,5305
10656,r030,1982,Postdoctoral appointees,Temporary visa holders,Percent,3,38.7
10656,r031,1983,Graduate students,Total,,2,255820
10656,r032,1983,Graduate students,U.S. citizens and permanent residents,Number,3,213114
10656,r033,1983,Graduate students,U.S. citizens and permanent residents,Percent,3,83.3
10656,r034,1983,Graduate students,Temporary visa holders,Number,3,42706
10656,r035,1983,Graduate students,Temporary visa holders,Percent,3,16.7
10656,r036,1983,Postdoctoral appointees,Total,,2,14562
10656,r037,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9063
10656,r038,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,62.2
10656,r039,1983,Postdoctoral appointees,Temporary visa holders,Number,3,5499
10656,r040,1983,Postdoctoral appointees,Temporary visa holders,Percent,3,37.8
10656,r041,1984,Graduate students,Total,,2,256903
10656,r042,1984,Graduate students,U.S. citizens and permanent residents,Number,3,212717
10656,r043,1984,Graduate students,U.S. citizens and permanent residents,Percent,3,82.8
10656,r044,1984,Graduate students,Temporary visa holders,Number,3,44186
10656,r045,1984,Graduate students,Temporary visa holders,Percent,3,17.2
10656,r046,1984,Postdoctoral appointees,Total,,2,14979
10656,r047,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9248
10656,r048,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,61.7
10656,r049,1984,Postdoctoral appointees,Temporary visa holders,Number,3,5731
10656,r050,1984,Postdoctoral appointees,Temporary visa holders,Percent,3,38.3
10656,r051,1985,Graduate students,Total,,2,261973
10656,r052,1985,Graduate students,U.S. citizens and permanent residents,Number,3,214014
10656,r053,1985,Graduate students,U.S. citizens and permanent residents,Percent,3,81.7
10656,r054,1985,Graduate students,Temporary visa holders,Number,3,47959
10656,r055,1985,Graduate students,Temporary visa holders,Percent,3,18.3
10656,r056,1985,Postdoctoral appointees,Total,,2,15576
10656,r057,1985,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9300
10656,r058,1985,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,59.7
10656,r059,1985,Postdoctoral appointees,Temporary visa holders,Number,3,6276
10656,r060,1985,Postdoctoral appointees,Temporary visa holders,Percent,3,40.3
10656,r061,1986,Graduate students,Total,,2,266077
