table_id,row_id,time_period,longer_term_trends_level_1,longer_term_trends_level_2,longer_term_trends_hierarchy_depth,value
6301,r001,"Total R&D, all performers",Longer-term trends,1990–2000,2,5.8
6301,r002,"Total R&D, all performers",Longer-term trends,2000–10,2,4.3
6301,r003,"Total R&D, all performers",Longer-term trends,2010–19,2,5.7
6301,r004,"Total R&D, all performers",Most recent years,2010–11,2,4.8
6301,r005,"Total R&D, all performers",Most recent years,2011–12,2,1.8
6301,r006,"Total R&D, all performers",Most recent years,2012–13,2,4.7
6301,r007,"Total R&D, all performers",Most recent years,2013–14,2,4.8
6301,r008,"Total R&D, all performers",Most recent years,2014–15,2,3.9
6301,r009,"Total R&D, all performers",Most recent years,2015–16,2,5.5
6301,r010,"Total R&D, all performers",Most recent years,2016–17,2,6.2
6301,r011,"Total R&D, all performers",Most recent years,2017–18,2,9.2
6301,r012,"Total R&D, all performers",Most recent years,2018–19,2,10.3
6301,r013,"Total R&D, all performers",Most recent years,2019–20a,2,6.2
6301,r014,"Total R&D, all performers -> Business",Longer-term trends,1990–2000,2,6.4
6301,r015,"Total R&D, all performers -> Business",Longer-term trends,2000–10,2,3.4
6301,r016,"Total R&D, all performers -> Business",Longer-term trends,2010–19,2,6.7
6301,r017,"Total R&D, all performers -> Business",Most recent years,2010–11,2,5.4
6301,r018,"Total R&D, all performers -> Business",Most recent years,2011–12,2,2.8
6301,r019,"Total R&D, all performers -> Business",Most recent years,2012–13,2,6.7
6301,r020,"Total R&D, all performers -> Business",Most recent years,2013–14,2,5.6
6301,r021,"Total R&D, all performers -> Business",Most recent years,2014–15,2,4.4
6301,r022,"Total R&D, all performers -> Business",Most recent years,2015–16,2,6.7
6301,r023,"Total R&D, all performers -> Business",Most recent years,2016–17,2,6.9
6301,r024,"Total R&D, all performers -> Business",Most recent years,2017–18,2,9.8
6301,r025,"Total R&D, all performers -> Business",Most recent years,2018–19,2,11.8
6301,r026,"Total R&D, all performers -> Business",Most recent years,2019–20a,2,6.8
6301,r027,"Total R&D, all performers -> Federal government",Longer-term trends,1990–2000,2,1.9
6301,r028,"Total R&D, all performers -> Federal government",Longer-term trends,2000–10,2,5.9
6301,r029,"Total R&D, all performers -> Federal government",Longer-term trends,2010–19,2,2.4
6301,r030,"Total R&D, all performers -> Federal government",Most recent years,2010–11,2,5.4
6301,r031,"Total R&D, all performers -> Federal government",Most recent years,2011–12,2,-2.6
6301,r032,"Total R&D, all performers -> Federal government",Most recent years,2012–13,2,-2.0
6301,r033,"Total R&D, all performers -> Federal government",Most recent years,2013–14,2,3.1
6301,r034,"Total R&D, all performers -> Federal government",Most recent years,2014–15,2,0.3
6301,r035,"Total R&D, all performers -> Federal government",Most recent years,2015–16,2,-3.1
6301,r036,"Total R&D, all performers -> Federal government",Most recent years,2016–17,2,2.7
6301,r037,"Total R&D, all performers -> Federal government",Most recent years,2017–18,2,11.0
6301,r038,"Total R&D, all performers -> Federal government",Most recent years,2018–19,2,7.6
6301,r039,"Total R&D, all performers -> Federal government",Most recent years,2019–20a,2,4.6
6301,r040,"Total R&D, all performers -> Federal government -> Federal intramural",Longer-term trends,1990–2000,2,2.1
6301,r041,"Total R&D, all performers -> Federal government -> Federal intramural",Longer-term trends,2000–10,2,5.2
6301,r042,"Total R&D, all performers -> Federal government -> Federal intramural",Longer-term trends,2010–19,2,2.5
6301,r043,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2010–11,2,9.3
6301,r044,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2011–12,2,-2.7
6301,r045,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2012–13,2,-1.8
6301,r046,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2013–14,2,4.1
6301,r047,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2014–15,2,-1.7
6301,r048,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2015–16,2,-7.1
6301,r049,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2016–17,2,1.5
6301,r050,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2017–18,2,14.2
6301,r051,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2018–19,2,8.4
6301,r052,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2019–20a,2,5.2
6301,r053,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,1990–2000,2,1.7
6301,r054,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,2000–10,2,7.3
6301,r055,"Total R&D, all performers -> Federal government -> FFRDCs",Longer-term trends,2010–19,2,2.2
6301,r056,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2010–11,2,-1.4
6301,r057,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2011–12,2,-2.4
6301,r058,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2012–13,2,-2.5
6301,r059,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2013–14,2,1.3
6301,r060,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2014–15,2,4.2
6301,r061,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2015–16,2,4.2
6301,r062,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2016–17,2,4.6
6301,r063,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2017–18,2,6.1
6301,r064,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2018–19,2,6.3
6301,r065,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2019–20a,2,3.6
6301,r066,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,1990–2000,2,NA
6301,r067,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,2000–10,2,NA
6301,r068,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Longer-term trends,2010–19,2,-0.3
6301,r069,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2010–11,2,0.4
6301,r070,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2011–12,2,-4.2
6301,r071,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2012–13,2,-6.8
6301,r072,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2013–14,2,-5.9
6301,r073,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2014–15,2,2.0
6301,r074,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2015–16,2,4.3
6301,r075,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2016–17,2,1.9
6301,r076,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2017–18,2,1.7
6301,r077,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2018–19,2,5.0
6301,r078,"Total R&D, all performers -> Nonfederal government<sup>b</sup>",Most recent years,2019–20a,2,3.1
6301,r079,"Total R&D, all performers -> Higher education",Longer-term trends,1990–2000,2,5.9
6301,r080,"Total R&D, all performers -> Higher education",Longer-term trends,2000–10,2,6.9
6301,r081,"Total R&D, all performers -> Higher education",Longer-term trends,2010–19,2,3.4
6301,r082,"Total R&D, all performers -> Higher education",Most recent years,2010–11,2,3.4
6301,r083,"Total R&D, all performers -> Higher education",Most recent years,2011–12,2,1.3
6301,r084,"Total R&D, all performers -> Higher education",Most recent years,2012–13,2,1.1
6301,r085,"Total R&D, all performers -> Higher education",Most recent years,2013–14,2,1.3
6301,r086,"Total R&D, all performers -> Higher education",Most recent years,2014–15,2,3.7
6301,r087,"Total R&D, all performers -> Higher education",Most recent years,2015–16,2,4.9
6301,r088,"Total R&D, all performers -> Higher education",Most recent years,2016–17,2,4.9
6301,r089,"Total R&D, all performers -> Higher education",Most recent years,2017–18,2,5.3
6301,r090,"Total R&D, all performers -> Higher education",Most recent years,2018–19,2,4.4
6301,r091,"Total R&D, all performers -> Higher education",Most recent years,2019–20a,2,3.8
6301,r092,"Total R&D, all performers -> Nonprofit organizations<sup>c</sup>",Longer-term trends,1990–2000,2,8.8
