table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
10717,r001,Institutions,Institutions,,,,,1,65,9.4,65,9.4,50,7.2
10717,r002,Schools,Schools,,,,,1,65,8.4,65,8.4,50,6.5
10717,r003,Units,Units,,,,,1,73,0.3,71,0.3,52,0.2
10717,r004,All graduate students,All graduate students,,,,,1,8095,100.0,5263,100.0,2832,100.0
10717,r005,All graduate students -> Male,All graduate students,Male,,,,2,6532,80.7,4250,80.8,2282,80.6
10717,r006,All graduate students -> Female,All graduate students,Female,,,,2,1563,19.3,1013,19.2,550,19.4
10717,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,6119,75.6,4353,82.7,1766,62.4
10717,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,703,8.7,536,10.2,167,5.9
10717,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
10717,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,12,0.1,10,0.2,2,0.1
10717,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,868,10.7,632,12.0,236,8.3
10717,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,176,2.2,114,2.2,62,2.2
10717,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,10,0.1,8,0.2,2,0.1
10717,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,3894,48.1,2741,52.1,1153,40.7
10717,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,274,3.4,179,3.4,95,3.4
10717,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,182,2.2,133,2.5,49,1.7
10717,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,1976,24.4,910,17.3,1066,37.6
10717,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,2675,33.0,2326,44.2,349,12.3
10717,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,5420,67.0,2937,55.8,2483,87.7
10717,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,1691,20.9,1316,25.0,375,13.2
10717,r021,All graduate students -> Primary source of support for full-time students<sup>b</sup>,All graduate students,Primary source of support for full-time students<sup>b</sup>,,,,2,,,,,,
10717,r022,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,,,3,1244,15.4,404,7.7,840,29.7
10717,r023,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOD,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOD,,4,581,7.2,222,4.2,359,12.7
10717,r024,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOE,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOE,,4,65,0.8,17,0.3,48,1.7
10717,r025,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,,4,4,0.05,0,0.0,4,0.1
10717,r026,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS -> NIH,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,NIH,5,3,0.05,0,0.0,3,0.1
10717,r027,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS -> Other HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,Other HHS,5,1,0.05,0,0.0,1,0.05
10717,r028,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> NASA,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,NASA,,4,210,2.6,49,0.9,161,5.7
