table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
7295,r001,All institutions,All institutions,,1,-,6103419.1,6078922.4,6255256.5,5842266.8,6188822.7,7200673.1,7272418.5,8407530.5,8790870.7
7295,r002,All institutions -> Fred Hutchinson Cancer Research Center,All institutions,Fred Hutchinson Cancer Research Center,2,1,225882.3,182821.0,235417.0,232509.4,241704.3,280403.8,305891.2,304241.6,730941.7
7295,r003,All institutions -> Massachusetts General Hospital,All institutions,Massachusetts General Hospital,2,2,356354.1,325659.4,352639.1,348969.6,372724.8,394497.1,465108.7,515858.6,537823.5
7295,r004,All institutions -> Patient-Centered Outcomes Research Institute,All institutions,Patient-Centered Outcomes Research Institute,2,3,41116.2,334416.3,282616.9,152131.0,114887.7,883941.2,491714.8,578430.5,469730.1
7295,r005,All institutions -> Research Triangle Institute,All institutions,Research Triangle Institute,2,4,72759.9,74316.1,69130.7,76631.8,73817.3,64949.8,78500.9,134922.1,407545.3
7295,r006,All institutions -> Mayo Clinic,All institutions,Mayo Clinic,2,5,222194.7,215728.2,239171.5,238966.4,251014.5,300890.2,272132.5,317063.2,374769.0
7295,r007,All institutions -> Brigham and Women's Hospital,All institutions,Brigham and Women's Hospital,2,6,333283.5,316600.7,312197.0,320659.6,338274.5,371925.0,370959.2,342920.2,321962.4
7295,r008,All institutions -> Battelle Memorial Institute all locations,All institutions,Battelle Memorial Institute all locations,2,7,273121.7,190090.2,238735.1,213463.2,205602.0,279123.1,298469.2,265293.5,314911.7
7295,r009,All institutions -> Family Health International,All institutions,Family Health International,2,8,18412.6,9153.4,29972.4,26569.5,9200.7,41268.7,76955.2,42188.6,218364.4
7295,r010,All institutions -> Broad Institute,All institutions,Broad Institute,2,9,119683.8,98797.4,130457.6,101919.2,103907.3,103974.4,129143.2,143299.3,211732.1
7295,r011,All institutions -> Children's Hospital of Philadelphia,All institutions,Children's Hospital of Philadelphia,2,10,132066.2,111084.5,116908.9,117837.8,112638.1,126317.7,147880.1,190918.1,204657.4
7295,r012,All institutions -> Children's Hospital Corp.,All institutions,Children's Hospital Corp.,2,11,120150.5,124777.1,123988.7,133821.4,139416.9,150148.9,155955.7,210514.4,202216.5
7295,r013,All institutions -> Cincinnati Children's Hospital Medical Center,All institutions,Cincinnati Children's Hospital Medical Center,2,12,110522.3,109554.6,104820.0,99960.2,113238.4,128401.9,120625.0,163840.3,183815.9
7295,r014,All institutions -> SRI International,All institutions,SRI International,2,13,151730.1,179006.3,132427.8,157427.4,163154.4,162329.4,151484.9,177145.4,183029.7
7295,r015,All institutions -> Memorial Sloan Kettering Cancer Center,All institutions,Memorial Sloan Kettering Cancer Center,2,14,117598.2,106156.6,110526.6,106944.6,124048.0,133494.9,148730.4,172558.7,173257.3
7295,r016,All institutions -> Dana-Farber Cancer Institute,All institutions,Dana-Farber Cancer Institute,2,15,128363.3,118238.7,122453.8,123759.8,127299.7,139922.2,169423.0,166231.8,168326.5
7295,r017,All institutions -> Beth Israel Deaconess Medical Center,All institutions,Beth Israel Deaconess Medical Center,2,16,135903.4,121565.8,111028.2,110006.8,129908.2,128957.4,129259.9,130347.9,134487.6
7295,r018,All institutions -> Southwest Research Institute,All institutions,Southwest Research Institute,2,17,138182.1,82555.4,80761.6,84875.2,99829.0,113419.2,84308.1,43876.6,129210.1
7295,r019,All institutions -> Kaiser Permanente,All institutions,Kaiser Permanente,2,18,44930.5,41053.6,52879.2,55445.5,70878.5,78142.0,75931.0,99252.7,127645.7
7295,r020,All institutions -> St. Jude Children's Research Hospital,All institutions,St. Jude Children's Research Hospital,2,19,71311.4,66467.3,63834.6,64021.7,67564.4,74840.1,87901.0,100357.3,109573.3
7295,r021,"All institutions -> Seattle Children's Hospital, Research, and Foundation",All institutions,"Seattle Children's Hospital, Research, and Foundation",2,20,33034.0,29489.3,37787.0,37441.9,49207.7,44475.1,47845.5,91363.7,98521.2
7295,r022,All institutions -> Cedars-Sinai Medical Center,All institutions,Cedars-Sinai Medical Center,2,21,26976.5,27995.5,36588.4,43004.1,46810.0,55947.4,63158.4,95165.4,90032.8
