table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_level_5,_b_field_of_doctorate_b_hierarchy_depth,field_totala,field_male,field_female,field__female
7544,r011,"All fields -> Science and engineering -> Agricultural sciences and natural resources -> Agricultural, animal, plant, and veterinary sciences -> Agricultural, animal, plant, and veterinary sciences nec",All fields,Science and engineering,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences","Agricultural, animal, plant, and veterinary sciences nec",5,94,48,46,48.9
7544,r012,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,,4,416,198,218,52.4
7544,r013,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Environmental science,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Environmental science,5,117,54,63,53.8
7544,r014,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Environmental/ natural resources management and policy,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Environmental/ natural resources management and policy,5,78,39,39,50.0
7544,r015,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Forestry,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Forestry,5,74,38,36,48.6
7544,r016,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Natural resources conservation and research,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Natural resources conservation and research,5,74,25,49,66.2
7544,r017,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation -> Natural resources and conservation nec,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,Natural resources and conservation nec,5,73,42,31,42.5
7544,r018,All fields -> Science and engineering -> Biological and biomedical sciences,All fields,Science and engineering,Biological and biomedical sciences,,,3,8259,3946,4312,52.2
7544,r019,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",,4,1348,718,630,46.7
7544,r020,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biochemistry",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biochemistry,5,417,215,202,48.4
7544,r021,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biochemistry and molecular biology",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biochemistry and molecular biology,5,263,130,133,50.6
7544,r022,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biophysics",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Biophysics,5,206,143,63,30.6
7544,r023,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Molecular biology",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",Molecular biology,5,260,113,147,56.5
7544,r024,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology -> Biochemistry, biophysics, and molecular biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology","Biochemistry, biophysics, and molecular biology nec",5,202,117,85,42.1
7544,r025,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",,4,563,329,234,41.6
7544,r026,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Bioinformatics",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Bioinformatics,5,136,85,51,37.5
7544,r027,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Biostatistics",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Biostatistics,5,224,115,109,48.7
7544,r028,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Computational biology",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",Computational biology,5,106,67,39,36.8
7544,r029,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology -> Bioinformatics, biostatistics, and computational biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology","Bioinformatics, biostatistics, and computational biology nec",5,97,62,35,36.1
7544,r030,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,,4,657,311,346,52.7
7544,r031,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy -> Cell/ cellular and molecular biology,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular and molecular biology,5,482,233,249,51.7
7544,r032,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy -> Developmental biology and embryology,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Developmental biology and embryology,5,103,45,58,56.3
7544,r033,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy -> Cell/ cellular biology and anatomy nec,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,Cell/ cellular biology and anatomy nec,5,72,33,39,54.2
7544,r034,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",,4,984,395,589,59.9
7544,r035,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Ecology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Ecology,5,227,91,136,59.9
7544,r036,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Ecology and evolutionary biology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Ecology and evolutionary biology,5,243,115,128,52.7
7544,r037,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Epidemiology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Epidemiology,5,298,86,212,71.1
7544,r038,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Epidemiology and biostatistics",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Epidemiology and biostatistics,5,54,22,32,59.3
7544,r039,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Evolutionary biology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",Evolutionary biology,5,68,36,32,47.1
7544,r040,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology -> Ecology, evolutionary biology, and epidemiology nec",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology","Ecology, evolutionary biology, and epidemiology nec",5,94,45,49,52.1
7544,r041,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,,4,398,189,209,52.5
7544,r042,"All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Genetics, general",All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,"Genetics, general",5,121,52,69,57.0
7544,r043,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Genome sciences and genomics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Genome sciences and genomics,5,72,38,34,47.2
7544,r044,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Human/ medical genetics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Human/ medical genetics,5,62,25,37,59.7
7544,r045,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Molecular genetics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Molecular genetics,5,72,33,39,54.2
7544,r046,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics -> Genetics nec,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,Genetics nec,5,71,41,30,42.3
7544,r047,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,,4,974,425,549,56.4
7544,r048,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Immunology,5,303,141,162,53.5
7544,r049,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Microbiology and immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology,5,217,93,124,57.1
7544,r050,"All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Microbiology, general",All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,"Microbiology, general",5,257,105,152,59.1
7544,r051,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Virology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Virology,5,107,50,57,53.3
7544,r052,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology -> Microbiology and immunology nec,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,Microbiology and immunology nec,5,90,36,54,60.0
7544,r053,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,,4,1014,458,556,54.8
7544,r054,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Cognitive neuroscience,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Cognitive neuroscience,5,102,40,62,60.8
7544,r055,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Neurobiology and anatomy,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology and anatomy,5,94,38,56,59.6
7544,r056,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Neuroscience,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Neuroscience,5,686,309,377,55.0
7544,r057,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences -> Neurobiology and neurosciences nec,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,Neurobiology and neurosciences nec,5,132,71,61,46.2
7544,r058,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,,4,311,147,164,52.7
7544,r059,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology -> Pharmacology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology,5,131,67,64,48.9
7544,r060,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology -> Toxicology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,Toxicology,5,106,43,63,59.4
7544,r061,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology -> Pharmacology and toxicology nec,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,Pharmacology and toxicology nec,5,74,37,37,50.0
7544,r062,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology and cancer biology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology and cancer biology",,4,713,372,341,47.8
7544,r063,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology and cancer biology -> Biomechanics",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology and cancer biology",Biomechanics,5,77,48,29,37.7
7544,r064,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology and cancer biology -> Exercise physiology and kinesiology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology and cancer biology",Exercise physiology and kinesiology,5,76,48,28,36.8
7544,r065,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology and cancer biology -> Oncology and cancer biology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology and cancer biology",Oncology and cancer biology,5,315,148,167,53.0
7544,r066,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology and cancer biology -> Physiology, general",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology and cancer biology","Physiology, general",5,76,49,27,35.5
7544,r067,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology and cancer biology -> Physiology, oncology and cancer biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology and cancer biology","Physiology, oncology and cancer biology nec",5,169,79,90,53.3
7544,r068,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",,4,1297,602,694,53.5
7544,r069,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Biology/ biological sciences, general",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other","Biology/ biological sciences, general",5,331,148,182,55.0
7544,r070,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Biomedical sciences, general",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other","Biomedical sciences, general",5,331,147,184,55.6
7544,r071,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Botany and plant biology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Botany and plant biology,5,62,31,31,50.0
7544,r072,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Entomology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Entomology,5,114,57,57,50.0
7544,r073,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Plant physiology and biology nec",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant physiology and biology nec,5,60,29,31,51.7
7544,r074,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Plant pathology and phytopathology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Plant pathology and phytopathology,5,119,57,62,52.1
7544,r075,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Zoology and animal biology",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Zoology and animal biology,5,96,43,53,55.2
7544,r076,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other -> Biological and biomedical sciences nec",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",Biological and biomedical sciences nec,5,184,90,94,51.1
7544,r077,All fields -> Science and engineering -> Computer and information sciences,All fields,Science and engineering,Computer and information sciences,,,3,2195,1669,526,24.0
7544,r078,All fields -> Science and engineering -> Computer and information sciences -> Computer science,All fields,Science and engineering,Computer and information sciences,Computer science,,4,1545,1209,336,21.7
7544,r079,All fields -> Science and engineering -> Computer and information sciences -> Computer science -> Computer science,All fields,Science and engineering,Computer and information sciences,Computer science,Computer science,5,1545,1209,336,21.7
7544,r080,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",,4,650,460,190,29.2
7544,r081,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Artificial intelligence",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Artificial intelligence,5,167,140,27,16.2
7544,r082,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Computer and information sciences, general",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other","Computer and information sciences, general",5,110,81,29,26.4
7544,r083,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Computer systems networking and telecommunications",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Computer systems networking and telecommunications,5,113,87,26,23.0
7544,r084,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Informatics and information technology ",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Informatics and information technology ,5,88,53,35,39.8
7544,r085,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Information science/ studies",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Information science/ studies,5,103,53,50,48.5
7544,r086,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other -> Computer and information sciences nec",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",Computer and information sciences nec,5,69,46,23,33.3
7544,r087,All fields -> Science and engineering -> Engineering,All fields,Science and engineering,Engineering,,,3,9563,7050,2511,26.3
7544,r088,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",,4,1071,636,434,40.5
7544,r089,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering -> Bioengineering and biomedical engineering",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",Bioengineering and biomedical engineering,5,978,573,404,41.3
7544,r090,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering -> Biological/ biosystems engineering and biomedical technology",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",Biological/ biosystems engineering and biomedical technology,5,93,63,30,32.3
7544,r091,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,,4,1292,912,380,29.4
7544,r092,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Chemical and biomolecular engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Chemical and biomolecular engineering,5,189,122,67,35.4
7544,r093,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Chemical engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Chemical engineering,5,803,556,247,30.8
7544,r094,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Petroleum engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Petroleum engineering,5,132,114,18,13.6
7544,r095,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering -> Chemical and petroleum engineering nec,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,Chemical and petroleum engineering nec,5,168,120,48,28.6
7544,r096,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",,4,1020,703,317,31.1
7544,r097,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Civil engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Civil engineering,5,571,391,180,31.5
7544,r098,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Environmental/ environmental health engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Environmental/ environmental health engineering,5,93,53,40,43.0
7544,r099,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Geotechnical and geoenvironmental engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Geotechnical and geoenvironmental engineering,5,76,54,22,28.9
7544,r100,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Structural engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Structural engineering,5,135,105,30,22.2
7544,r101,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Transportation and highway engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",Transportation and highway engineering,5,76,58,18,23.7
7544,r102,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering -> Civil, environmental, and transportation engineering nec",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering","Civil, environmental, and transportation engineering nec",5,69,42,27,39.1
7544,r103,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,,4,2047,1681,366,17.9
7544,r104,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,Computer engineering,5,264,208,56,21.2
7544,r105,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and computer engineering,5,1205,1000,205,17.0
7544,r106,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and electronics engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and electronics engineering,5,512,420,92,18.0
7544,r107,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering -> Electrical and computer engineering nec,All fields,Science and engineering,Engineering,Electrical and computer engineering,Electrical and computer engineering nec,5,66,53,13,19.7
7544,r108,All fields -> Science and engineering -> Engineering -> Engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,,4,452,322,130,28.8
7544,r109,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Electrical and electronic engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,Electrical and electronic engineering technologies,5,80,67,13,16.3
7544,r110,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Electromechanical technologies,All fields,Science and engineering,Engineering,Engineering technologies,Electromechanical technologies,5,59,47,12,20.3
7544,r111,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Environmental control technologies,All fields,Science and engineering,Engineering,Engineering technologies,Environmental control technologies,5,148,75,73,49.3
7544,r112,All fields -> Science and engineering -> Engineering -> Engineering technologies -> Engineering technologies nec,All fields,Science and engineering,Engineering,Engineering technologies,Engineering technologies nec,5,165,133,32,19.4
7544,r113,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,,4,604,434,170,28.1
7544,r114,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Industrial engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Industrial engineering,5,325,218,107,32.9
7544,r115,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Operations research,5,160,123,37,23.1
7544,r116,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research -> Systems and manufacturing engineering,All fields,Science and engineering,Engineering,Industrial engineering and operations research,Systems and manufacturing engineering,5,119,93,26,21.8
7544,r117,All fields -> Science and engineering -> Engineering -> Materials and mining engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,,4,672,459,212,31.5
7544,r118,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials engineering,5,194,141,52,26.8
7544,r119,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials science and engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials science and engineering,5,429,286,143,33.3
7544,r120,All fields -> Science and engineering -> Engineering -> Materials and mining engineering -> Materials and mining engineering nec,All fields,Science and engineering,Engineering,Materials and mining engineering,Materials and mining engineering nec,5,49,32,17,34.7
7544,r121,All fields -> Science and engineering -> Engineering -> Mechanical engineering,All fields,Science and engineering,Engineering,Mechanical engineering,,4,1413,1154,259,18.3
7544,r122,"All fields -> Science and engineering -> Engineering -> Mechanical engineering -> Mechanical engineering, general",All fields,Science and engineering,Engineering,Mechanical engineering,"Mechanical engineering, general",5,1413,1154,259,18.3
7544,r123,"All fields -> Science and engineering -> Engineering -> Engineering, other",All fields,Science and engineering,Engineering,"Engineering, other",,4,992,749,243,24.5
7544,r124,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Aerospace, aeronautical, astronautical, and space engineering",All fields,Science and engineering,Engineering,"Engineering, other","Aerospace, aeronautical, astronautical, and space engineering",5,350,294,56,16.0
7544,r125,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Engineering mechanics, physics, and science",All fields,Science and engineering,Engineering,"Engineering, other","Engineering mechanics, physics, and science",5,111,78,33,29.7
7544,r126,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Nanotechnology",All fields,Science and engineering,Engineering,"Engineering, other",Nanotechnology,5,61,41,20,32.8
7544,r127,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Nuclear engineering",All fields,Science and engineering,Engineering,"Engineering, other",Nuclear engineering,5,156,137,19,12.2
7544,r128,"All fields -> Science and engineering -> Engineering -> Engineering, other -> Engineering nec",All fields,Science and engineering,Engineering,"Engineering, other",Engineering nec,5,314,199,115,36.6
