table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5381,r001,United States,United States,,,,1,"['76,425', '']","['4,224', '']","['5,258', '']","['24,408', '']","['1,763', '']","['12,224', '']","['1,697', '']","['13,766', '']","['1,518', '']","['3,576', '']","['7,991', '']"
5381,r002,United States -> Public,United States,Public,,,2,"['34,983', '']","['2,013', '']","['2,774', '']","['11,071', '']","['658', '']","['4,462', '']","['521', '']","['7,527', '']","['447', '']","['2,288', '']","['3,222', '']"
5381,r003,United States -> Private,United States,Private,,,2,"['41,442', '']","['2,211', '']","['2,484', '']","['13,337', '']","['1,105', '']","['7,762', '']","['1,176', '']","['6,239', '']","['1,071', '']","['1,288', '']","['4,769', '']"
5381,r004,United States -> Alabama,United States,Alabama,,,2,"['1,009', '']","['0', '']","['0', '']","['761', '']","['135', '']","['113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r005,United States -> Alabama -> Public,United States,Alabama,Public,,3,"['593', '']","['0', '']","['0', '']","['504', '']","['89', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r006,"United States -> Alabama -> Public -> Auburn U., Montgomery",United States,Alabama,Public,"Auburn U., Montgomery",4,"['192', '']","['0', '']","['0', '']","['103', '']","['89', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r007,United States -> Alabama -> Public -> U. West Alabama,United States,Alabama,Public,U. West Alabama,4,"['401', '']","['0', '']","['0', '']","['401', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r008,United States -> Alabama -> Private,United States,Alabama,Private,,3,"['416', '']","['0', '']","['0', '']","['257', '']","['46', '']","['113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r009,"United States -> Alabama -> Private -> Alabama C., Osteopathic Medicine",United States,Alabama,Private,"Alabama C., Osteopathic Medicine",4,"['41', '']","['0', '']","['0', '']","['41', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r010,United States -> Alabama -> Private -> Oakwood U.,United States,Alabama,Private,Oakwood U.,4,"['375', '']","['0', '']","['0', '']","['216', '']","['46', '']","['113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r011,United States -> Arkansas,United States,Arkansas,,,2,"['1,789', '']","['0', '']","['10', '']","['893', '']","['166', '']","['251', '']","['210', '']","['0', '']","['44', '']","['211', '']","['4', '']"
5381,r012,United States -> Arkansas -> Public,United States,Arkansas,Public,,3,"['426', '']","['0', '']","['0', '']","['89', '']","['0', '']","['114', '']","['210', '']","['0', '']","['2', '']","['11', '']","['0', '']"
5381,r013,United States -> Arkansas -> Public -> Arkansas Tech U.,United States,Arkansas,Public,Arkansas Tech U.,4,"['382', '']","['0', '']","['0', '']","['89', '']","['0', '']","['70', '']","['210', '']","['0', '']","['2', '']","['11', '']","['0', '']"
5381,r014,United States -> Arkansas -> Public -> Southern Arkansas U.,United States,Arkansas,Public,Southern Arkansas U.,4,"['44', '']","['0', '']","['0', '']","['0', '']","['0', '']","['44', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r015,United States -> Arkansas -> Private,United States,Arkansas,Private,,3,"['1,363', '']","['0', '']","['10', '']","['804', '']","['166', '']","['137', '']","['0', '']","['0', '']","['42', '']","['200', '']","['4', '']"
5381,r016,United States -> Arkansas -> Private -> Arkansas C. of Health Education,United States,Arkansas,Private,Arkansas C. of Health Education,4,"['350', '']","['0', '']","['0', '']","['350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r017,United States -> Arkansas -> Private -> Hendrix C.,United States,Arkansas,Private,Hendrix C.,4,"['563', '']","['0', '']","['0', '']","['299', '']","['0', '']","['137', '']","['0', '']","['0', '']","['0', '']","['123', '']","['4', '']"
5381,r018,United States -> Arkansas -> Private -> Ouachita Baptist U.,United States,Arkansas,Private,Ouachita Baptist U.,4,"['242', 'i']","['0', 'i']","['10', 'i']","['155', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['77', 'i']","['0', 'i']"
5381,r019,United States -> Arkansas -> Private -> Philander Smith C.,United States,Arkansas,Private,Philander Smith C.,4,"['208', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['166', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['42', 'i']","['0', 'i']","['0', 'i']"
5381,r020,United States -> California,United States,California,,,2,"['2,121', '']","['162', '']","['0', '']","['730', '']","['0', '']","['134', '']","['179', '']","['906', '']","['0', '']","['10', '']","['0', '']"
5381,r021,United States -> California -> Private,United States,California,Private,,3,"['2,121', '']","['162', '']","['0', '']","['730', '']","['0', '']","['134', '']","['179', '']","['906', '']","['0', '']","['10', '']","['0', '']"
5381,r022,United States -> California -> Private -> Claremont School of Theology,United States,California,Private,Claremont School of Theology,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5381,r023,United States -> California -> Private -> Dominican U. California,United States,California,Private,Dominican U. California,4,"['677', 'i']","['0', 'i']","['0', 'i']","['677', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5381,r024,United States -> California -> Private -> Fielding Graduate U.,United States,California,Private,Fielding Graduate U.,4,"['906', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['906', '']","['0', '']","['0', '']","['0', '']"
5381,r025,United States -> California -> Private -> International Technological U.,United States,California,Private,International Technological U.,4,"['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']"
5381,r026,United States -> California -> Private -> Palo Alto U.,United States,California,Private,Palo Alto U.,4,"['179', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['179', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r027,United States -> California -> Private -> Pitzer C.,United States,California,Private,Pitzer C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r028,United States -> California -> Private -> Point Loma Nazarene U.,United States,California,Private,Point Loma Nazarene U.,4,"['162', '']","['162', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r029,United States -> California -> Private -> Westmont C.,United States,California,Private,Westmont C.,4,"['174', '']","['0', '']","['0', '']","['40', '']","['0', '']","['134', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r030,United States -> California -> Private -> Whittier C.,United States,California,Private,Whittier C.,4,"['13', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r031,United States -> Colorado,United States,Colorado,,,2,"['1,091', '']","['16', '']","['0', '']","['685', '']","['27', '']","['140', '']","['0', '']","['39', '']","['0', '']","['0', '']","['184', '']"
5381,r032,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['935', '']","['16', '']","['0', '']","['575', '']","['27', '']","['94', '']","['0', '']","['39', '']","['0', '']","['0', '']","['184', '']"
5381,r033,United States -> Colorado -> Public -> Colorado Mesa U.,United States,Colorado,Public,Colorado Mesa U.,4,"['228', '']","['16', '']","['0', '']","['183', '']","['0', '']","['0', '']","['0', '']","['29', '']","['0', '']","['0', '']","['0', '']"
5381,r034,United States -> Colorado -> Public -> Metropolitan State U. of Denver,United States,Colorado,Public,Metropolitan State U. of Denver,4,"['304', '']","['0', '']","['0', '']","['10', '']","['27', '']","['83', '']","['0', '']","['0', '']","['0', '']","['0', '']","['184', '']"
5381,r035,United States -> Colorado -> Public -> Western Colorado U.,United States,Colorado,Public,Western Colorado U.,4,"['403', '']","['0', '']","['0', '']","['382', '']","['0', '']","['11', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']"
5381,r036,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['156', '']","['0', '']","['0', '']","['110', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r037,United States -> Colorado -> Private -> Regis U.,United States,Colorado,Private,Regis U.,4,"['156', '']","['0', '']","['0', '']","['110', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5381,r038,United States -> Connecticut,United States,Connecticut,,,2,"['1,847', '']","['53', '']","['0', '']","['554', '']","['21', '']","['247', '']","['18', '']","['61', '']","['11', '']","['75', '']","['807', '']"
