table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_total,field_male,field_female
7390,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['381', '&nbsp;']","['308', '&nbsp;']","['73', '&nbsp;']"
7390,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['61', '&nbsp;']","['57', '&nbsp;']","['4', 'r']"
7390,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['27', 'r']","['19', 'r']","['8', 'r']"
7390,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['8', 'r']","['8', 'r']","['0', '&nbsp;']"
7390,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['72', 'r']","['72', 'r']","['0', '&nbsp;']"
7390,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['240', '&nbsp;']","['216', '&nbsp;']","['24', '&nbsp;']"
7390,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['1,623', '&nbsp;']","['1,415', '&nbsp;']","['208', '&nbsp;']"
7390,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['269', '&nbsp;']","['221', '&nbsp;']","['48', '&nbsp;']"
7390,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['1,142', '&nbsp;']","['991', '&nbsp;']","['151', '&nbsp;']"
7390,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['212', '&nbsp;']","['204', '&nbsp;']","['8', '&nbsp;']"
7390,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['146', '&nbsp;']","['127', '&nbsp;']","['20', 'r']"
7390,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['189', '&nbsp;']","['179', '&nbsp;']","['11', '&nbsp;']"
7390,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['145', '&nbsp;']","['141', '&nbsp;']","['4', '&nbsp;']"
7390,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['45', '&nbsp;']","['37', '&nbsp;']","['7', '&nbsp;']"
7390,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7390,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['568', '&nbsp;']","['491', '&nbsp;']","['77', 'r']"
7390,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['33,882', '&nbsp;']","['27,387', '&nbsp;']","['6,494', '&nbsp;']"
7390,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['1,049', '&nbsp;']","['866', '&nbsp;']","['183', 'r']"
7390,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['5,644', '&nbsp;']","['4,754', '&nbsp;']","['891', '&nbsp;']"
7390,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['3,296', '&nbsp;']","['2,768', '&nbsp;']","['529', '&nbsp;']"
7390,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['2,348', '&nbsp;']","['1,986', '&nbsp;']","['362', '&nbsp;']"
7390,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['3,931', '&nbsp;']","['3,304', '&nbsp;']","['628', '&nbsp;']"
7390,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['13,026', '&nbsp;']","['11,280', '&nbsp;']","['1,745', '&nbsp;']"
7390,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['10,231', '&nbsp;']","['7,184', '&nbsp;']","['3,047', '&nbsp;']"
7390,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['1,006', '&nbsp;']","['732', '&nbsp;']","['275', '&nbsp;']"
7390,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['3,053', '&nbsp;']","['1,972', '&nbsp;']","['1,081', '&nbsp;']"
7390,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['5,961', '&nbsp;']","['4,371', '&nbsp;']","['1,590', '&nbsp;']"
7390,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['192', '&nbsp;']","['102', '&nbsp;']","['90', '&nbsp;']"
