table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
8336,r001,Institutions,Institutions,,,,1,120,17.2,50,7.2
8336,r002,Schools,Schools,,,,1,123,15.6,51,6.5
8336,r003,Units,Units,,,,1,186,0.9,72,0.3
8336,r004,All individuals,All individuals,,,,1,1112,100.0,235,100.0
8336,r005,All individuals -> Male,All individuals,Male,,,2,833,74.9,159,67.7
8336,r006,All individuals -> Female,All individuals,Female,,,2,279,25.1,76,32.3
8336,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,561,50.4,na,na
8336,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,23,2.1,na,na
8336,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
8336,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,2,0.2,na,na
8336,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,95,8.5,na,na
8336,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,12,1.1,na,na
8336,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,1,0.1,na,na
8336,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,338,30.4,na,na
8336,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,20,1.8,na,na
8336,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,70,6.3,na,na
8336,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,551,49.6,na,na
8336,r018,Primary source of support,Primary source of support,,,,1,,,,
8336,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,333,29.9,na,na
8336,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,662,59.5,na,na
8336,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,9,0.8,na,na
8336,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,108,9.7,na,na
8336,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
8336,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,178,16.0,na,na
8336,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,428,38.5,na,na
8336,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,73,6.6,na,na
8336,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,433,38.9,na,na
8336,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
8336,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,959,86.2,205,87.2
8336,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,2,0.2,17,7.2
8336,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,9,0.8,0,0.0
8336,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,142,12.8,13,5.5
8336,r033,Degree origin,Degree origin,,,,1,,,,
8336,r034,Degree origin -> United States,Degree origin,United States,,,2,488,43.9,na,na
8336,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,179,16.1,na,na
8336,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,445,40.0,na,na
