table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total,field_science,field_engineering,field_health
6049,r001,All institutions<sup>a</sup>,All institutions<sup>a</sup>,,1,-,65681,38741,8462,18478
6049,r002,All institutions<sup>a</sup> -> Harvard U.,All institutions<sup>a</sup>,Harvard U.,2,1,5787,2262,214,3311
6049,r003,All institutions<sup>a</sup> -> Stanford U.,All institutions<sup>a</sup>,Stanford U.,2,2,2446,1174,357,915
6049,r004,All institutions<sup>a</sup> -> Johns Hopkins U.,All institutions<sup>a</sup>,Johns Hopkins U.,2,3,1723,685,123,915
6049,r005,All institutions<sup>a</sup> -> Columbia U. in the City of New York,All institutions<sup>a</sup>,Columbia U. in the City of New York,2,4,1369,528,114,727
6049,r006,All institutions<sup>a</sup> -> Massachusetts Institute of Technology,All institutions<sup>a</sup>,Massachusetts Institute of Technology,2,5,1344,752,592,0
6049,r007,All institutions<sup>a</sup> -> U. Michigan,All institutions<sup>a</sup>,U. Michigan,2,6,1316,719,204,393
6049,r008,All institutions<sup>a</sup> -> U. Minnesota,All institutions<sup>a</sup>,U. Minnesota,2,7,1312,737,134,441
6049,r009,"All institutions<sup>a</sup> -> U. California, Berkeley",All institutions<sup>a</sup>,"U. California, Berkeley",2,8,1233,907,291,35
6049,r010,All institutions<sup>a</sup> -> Yale U.,All institutions<sup>a</sup>,Yale U.,2,9,1213,646,90,477
6049,r011,"All institutions<sup>a</sup> -> U. California, Davis",All institutions<sup>a</sup>,"U. California, Davis",2,10,1193,868,152,173
6049,r012,"All institutions<sup>a</sup> -> U. California, San Diego",All institutions<sup>a</sup>,"U. California, San Diego",2,11,1183,558,169,456
6049,r013,"All institutions<sup>a</sup> -> U. California, San Francisco",All institutions<sup>a</sup>,"U. California, San Francisco",2,12,1143,253,57,833
6049,r014,All institutions<sup>a</sup> -> U. Pennsylvania,All institutions<sup>a</sup>,U. Pennsylvania,2,13,1065,536,122,407
6049,r015,All institutions<sup>a</sup> -> Cornell U.,All institutions<sup>a</sup>,Cornell U.,2,14,1009,559,136,314
6049,r016,All institutions<sup>a</sup> -> U. Washington,All institutions<sup>a</sup>,U. Washington,2,15,991,570,118,303
6049,r017,All institutions<sup>a</sup> -> Northwestern U.,All institutions<sup>a</sup>,Northwestern U.,2,16,939,482,165,292
6049,r018,"All institutions<sup>a</sup> -> U. California, Los Angeles",All institutions<sup>a</sup>,"U. California, Los Angeles",2,17,911,565,115,231
6049,r019,All institutions<sup>a</sup> -> New York U.,All institutions<sup>a</sup>,New York U.,2,18,834,599,22,213
6049,r020,All institutions<sup>a</sup> -> U. Pittsburgh,All institutions<sup>a</sup>,U. Pittsburgh,2,19,754,256,53,445
6049,r021,All institutions<sup>a</sup> -> U. Wisconsin-Madison,All institutions<sup>a</sup>,U. Wisconsin-Madison,2,20,752,438,93,221
6049,r022,"All institutions<sup>a</sup> -> Washington U., Saint Louis",All institutions<sup>a</sup>,"Washington U., Saint Louis",2,21,751,343,44,364
6049,r023,"All institutions<sup>a</sup> -> U. North Carolina, Chapel Hill",All institutions<sup>a</sup>,"U. North Carolina, Chapel Hill",2,22,750,409,9,332
6049,r024,All institutions<sup>a</sup> -> U. Colorado,All institutions<sup>a</sup>,U. Colorado,2,23,709,408,95,206
6049,r025,All institutions<sup>a</sup> -> Duke U.,All institutions<sup>a</sup>,Duke U.,2,24,685,424,119,142
6049,r026,All institutions<sup>a</sup> -> U. Florida,All institutions<sup>a</sup>,U. Florida,2,25,671,375,75,221
6049,r027,All institutions<sup>a</sup> -> Ohio State U.,All institutions<sup>a</sup>,Ohio State U.,2,26,668,273,104,291
6049,r028,All institutions<sup>a</sup> -> Princeton U.,All institutions<sup>a</sup>,Princeton U.,2,27,665,496,169,0
6049,r029,"All institutions<sup>a</sup> -> Mayo Clinic, Mayo Graduate School",All institutions<sup>a</sup>,"Mayo Clinic, Mayo Graduate School",2,28,650,121,24,505
6049,r030,All institutions<sup>a</sup> -> Texas A&M U.,All institutions<sup>a</sup>,Texas A&M U.,2,29,610,429,129,52
6049,r031,All institutions<sup>a</sup> -> U. Chicago,All institutions<sup>a</sup>,U. Chicago,2,30,609,516,0,93
6049,r032,All institutions<sup>a</sup> -> Michigan State U.,All institutions<sup>a</sup>,Michigan State U.,2,31,602,525,40,37
6049,r033,All institutions<sup>a</sup> -> North Carolina State U.,All institutions<sup>a</sup>,North Carolina State U.,2,32,581,309,196,76
6049,r034,All institutions<sup>a</sup> -> Pennsylvania State U.,All institutions<sup>a</sup>,Pennsylvania State U.,2,33,574,450,74,50
6049,r035,All institutions<sup>a</sup> -> California Institute of Technology,All institutions<sup>a</sup>,California Institute of Technology,2,34,555,446,109,0
6049,r036,All institutions<sup>a</sup> -> U. Texas Southwestern Medical Center,All institutions<sup>a</sup>,U. Texas Southwestern Medical Center,2,35,552,308,0,244
6049,r037,All institutions<sup>a</sup> -> U. Texas M. D. Anderson Cancer Center,All institutions<sup>a</sup>,U. Texas M. D. Anderson Cancer Center,2,36,550,92,0,458
6049,r038,All institutions<sup>a</sup> -> Scripps Research Institute,All institutions<sup>a</sup>,Scripps Research Institute,2,37,541,541,0,0
