table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
10702,r001,Institutions,Institutions,,,,1,128,18.6,92,13.3
10702,r002,Schools,Schools,,,,1,133,17.2,96,12.4
10702,r003,Units,Units,,,,1,192,0.9,167,0.7
10702,r004,All individuals,All individuals,,,,1,859,100.0,507,100.0
10702,r005,All individuals -> Male,All individuals,Male,,,2,625,72.8,365,72.0
10702,r006,All individuals -> Female,All individuals,Female,,,2,234,27.2,142,28.0
10702,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,340,39.6,na,na
10702,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,18,2.1,na,na
10702,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
10702,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,0,0.0,na,na
10702,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,74,8.6,na,na
10702,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,12,1.4,na,na
10702,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,0,0.0,na,na
10702,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,188,21.9,na,na
10702,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,6,0.7,na,na
10702,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,42,4.9,na,na
10702,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,519,60.4,na,na
10702,r018,Primary source of support,Primary source of support,,,,1,,,,
10702,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,385,44.8,na,na
10702,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,416,48.4,na,na
10702,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,12,1.4,na,na
10702,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,46,5.4,na,na
10702,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
10702,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,75,8.7,na,na
10702,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,584,68.0,na,na
10702,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,24,2.8,na,na
10702,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,176,20.5,na,na
10702,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
10702,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,673,78.3,390,76.9
10702,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,17,2.0,8,1.6
10702,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,6,0.7,2,0.4
10702,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,163,19.0,107,21.1
10702,r033,Degree origin,Degree origin,,,,1,,,,
10702,r034,Degree origin -> United States,Degree origin,United States,,,2,387,45.1,na,na
10702,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,202,23.5,na,na
10702,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,270,31.4,na,na
