table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2016,field_2017,field_2018,field_2019_all_physical_sciences,field_2019_astronomy_and_astrophysics,field_2019_chemistry,field_2019_materials_science,field_2019_physics,field_2019_physical_sciences_nec
3165,r001,All institutions,All institutions,,1,-,"['3,285,958', '']","['3,378,325', '']","['3,466,556', '']","['3,691,334', '']","['514,432', '']","['1,182,806', '']","['165,880', '']","['1,657,419', '']","['170,797', '']"
3165,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['172,102', '']","['177,702', '']","['229,887', '']","['306,572', '']","['76,411', '']","['22,678', '']","['3,898', '']","['176,299', '']","['27,286', '']"
3165,r003,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,2,"['156,093', '']","['159,408', '']","['155,495', '']","['156,658', '']","['42,956', '']","['28,469', '']","['12,451', '']","['72,782', '']","['0', '']"
3165,r004,All institutions -> U. Rochester,All institutions,U. Rochester,2,3,"['78,470', '']","['84,330', '']","['88,080', '']","['106,520', '']","['0', '']","['4,115', '']","['0', '']","['102,405', '']","['0', '']"
3165,r005,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,4,"['64,641', '']","['67,778', '']","['78,424', '']","['99,527', '']","['24,765', '']","['6,877', '']","['0', '']","['62,321', '']","['5,564', '']"
3165,r006,All institutions -> Cornell U.,All institutions,Cornell U.,2,5,"['81,565', '']","['83,621', '']","['86,823', '']","['95,625', '']","['10,835', '']","['19,679', '']","['1,905', '']","['39,904', '']","['23,302', '']"
3165,r007,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,6,"['119,113', '']","['138,056', '']","['111,792', '']","['95,267', '']","['7', '']","['5,939', '']","['0', '']","['89,321', '']","['0', '']"
3165,r008,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,7,"['112,990', '']","['102,420', '']","['96,347', '']","['94,635', '']","['28,681', '']","['18,377', '']","['1,830', '']","['33,496', '']","['12,251', '']"
3165,r009,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,8,"['102,210', '']","['90,916', '']","['81,410', '']","['86,349', '']","['50,022', '']","['15,560', '']","['0', '']","['17,665', '']","['3,102', '']"
3165,r010,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,9,"['na', '']","['na', '']","['na', '']","['82,395', '']","['31,617', '']","['7,246', '']","['8', '']","['34,664', '']","['8,860', '']"
3165,r011,All institutions -> U. Arizona,All institutions,U. Arizona,2,10,"['65,684', '']","['66,693', '']","['68,086', '']","['74,823', '']","['60,020', '']","['7,735', '']","['1,714', '']","['5,354', '']","['0', '']"
3165,r012,All institutions -> Stanford U.,All institutions,Stanford U.,2,11,"['76,895', '']","['70,448', '']","['63,318', '']","['71,817', '']","['2,757', '']","['22,382', '']","['8,209', '']","['35,992', '']","['2,477', '']"
3165,r013,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,12,"['42,884', '']","['51,848', '']","['53,057', '']","['56,943', '']","['11,704', '']","['11,300', '']","['15,590', '']","['18,349', '']","['0', '']"
