table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
8373,r001,1977,Graduate students,Total,,2,242932
8373,r002,1977,Graduate students,Male,Number,3,168724
8373,r003,1977,Graduate students,Male,Percent,3,69.5
8373,r004,1977,Graduate students,Female,Number,3,74208
8373,r005,1977,Graduate students,Female,Percent,3,30.5
8373,r006,1977,Postdoctoral appointees,Total,,2,na
8373,r007,1977,Postdoctoral appointees,Male,Number,3,na
8373,r008,1977,Postdoctoral appointees,Male,Percent,3,na
8373,r009,1977,Postdoctoral appointees,Female,Number,3,na
8373,r010,1977,Postdoctoral appointees,Female,Percent,3,na
8373,r011,1977,Doctorate-holding nonfaculty researchers,Total,,2,na
8373,r012,1977,Doctorate-holding nonfaculty researchers,Male,Number,3,na
8373,r013,1977,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
8373,r014,1977,Doctorate-holding nonfaculty researchers,Female,Number,3,na
8373,r015,1977,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
8373,r016,1978,Graduate students,Total,,2,236465
8373,r017,1978,Graduate students,Male,Number,3,NA
8373,r018,1978,Graduate students,Male,Percent,3,NA
8373,r019,1978,Graduate students,Female,Number,3,NA
8373,r020,1978,Graduate students,Female,Percent,3,NA
8373,r021,1978,Postdoctoral appointees,Total,,2,na
8373,r022,1978,Postdoctoral appointees,Male,Number,3,na
8373,r023,1978,Postdoctoral appointees,Male,Percent,3,na
8373,r024,1978,Postdoctoral appointees,Female,Number,3,na
8373,r025,1978,Postdoctoral appointees,Female,Percent,3,na
8373,r026,1978,Doctorate-holding nonfaculty researchers,Total,,2,na
8373,r027,1978,Doctorate-holding nonfaculty researchers,Male,Number,3,na
8373,r028,1978,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
8373,r029,1978,Doctorate-holding nonfaculty researchers,Female,Number,3,na
8373,r030,1978,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
8373,r031,1979,Graduate students,Total,,2,247235
8373,r032,1979,Graduate students,Male,Number,3,163845
8373,r033,1979,Graduate students,Male,Percent,3,66.3
8373,r034,1979,Graduate students,Female,Number,3,83390
8373,r035,1979,Graduate students,Female,Percent,3,33.7
8373,r036,1979,Postdoctoral appointees,Total,,2,12519
8373,r037,1979,Postdoctoral appointees,Male,Number,3,10045
8373,r038,1979,Postdoctoral appointees,Male,Percent,3,80.2
8373,r039,1979,Postdoctoral appointees,Female,Number,3,2474
8373,r040,1979,Postdoctoral appointees,Female,Percent,3,19.8
8373,r041,1979,Doctorate-holding nonfaculty researchers,Total,,2,1915
8373,r042,1979,Doctorate-holding nonfaculty researchers,Male,Number,3,1448
8373,r043,1979,Doctorate-holding nonfaculty researchers,Male,Percent,3,75.6
8373,r044,1979,Doctorate-holding nonfaculty researchers,Female,Number,3,467
8373,r045,1979,Doctorate-holding nonfaculty researchers,Female,Percent,3,24.4
8373,r046,1980,Graduate students,Total,,2,251265
8373,r047,1980,Graduate students,Male,Number,3,163212
8373,r048,1980,Graduate students,Male,Percent,3,65.0
8373,r049,1980,Graduate students,Female,Number,3,88053
8373,r050,1980,Graduate students,Female,Percent,3,35.0
8373,r051,1980,Postdoctoral appointees,Total,,2,13042
8373,r052,1980,Postdoctoral appointees,Male,Number,3,10427
8373,r053,1980,Postdoctoral appointees,Male,Percent,3,79.9
8373,r054,1980,Postdoctoral appointees,Female,Number,3,2615
8373,r055,1980,Postdoctoral appointees,Female,Percent,3,20.1
8373,r056,1980,Doctorate-holding nonfaculty researchers,Total,,2,2184
8373,r057,1980,Doctorate-holding nonfaculty researchers,Male,Number,3,1662
8373,r058,1980,Doctorate-holding nonfaculty researchers,Male,Percent,3,76.1
8373,r059,1980,Doctorate-holding nonfaculty researchers,Female,Number,3,522
