table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_1998_uspto_patents,field_1998_patent_families,field_1999_uspto_patents,field_1999_patent_families,field_2000_uspto_patents,field_2000_patent_families,field_2001_uspto_patents,field_2001_patent_families,field_2002_uspto_patents,field_2002_patent_families,field_2003_uspto_patents,field_2003_patent_families,field_2004_uspto_patents,field_2004_patent_families,field_2005_uspto_patents,field_2005_patent_families,field_2006_uspto_patents,field_2006_patent_families,field_2007_uspto_patents,field_2007_patent_families,field_2008_uspto_patents,field_2008_patent_families,field_2009_uspto_patents,field_2009_patent_families,field_2010_uspto_patents,field_2010_patent_families,field_2011_uspto_patents,field_2011_patent_families,field_2012_uspto_patents,field_2012_patent_families,field_2013_uspto_patents,field_2013_patent_families,field_2014_uspto_patents,field_2014_patent_families,field_2015_uspto_patents,field_2015_patent_families,field_2016_uspto_patents,field_2016_patent_families,field_2017_uspto_patents,field_2017_patent_families,field_2018_uspto_patents,field_2018_patent_families
1940,r001,World,World,,,,1,3562,6751,3958,8217,3673,6640,3533,5903,3327,5469,2953,6210,2891,6651,2401,7180,2675,7898,2457,8428,2409,7044,2330,7409,3175,7537,3089,9267,3446,11252,3688,9754,3899,9603,4062,9393,4280,11316,4573,11426,4575,11893
1940,r002,World -> North America,World,North America,,,2,2321,1911,2584,2031,2411,1817,2191,1596,2033,1365,1831,1195,1793,1139,1506,874,1626,987,1477,894,1382,760,1358,744,1897,933,1756,853,2029,943,2141,948,2296,908,2481,974,2605,989,2674,954,2753,969
1940,r003,World -> North America -> Canada,World,North America,Canada,,3,77,69,93,82,102,82,86,61,79,59,81,54,86,60,47,52,50,50,59,53,49,46,46,52,68,47,59,45,81,45,86,60,91,62,90,46,104,52,103,57,94,47
1940,r004,World -> North America -> Mexico,World,North America,Mexico,,3,2,2,3,1,2,1,4,3,9,3,5,3,3,3,4,1,2,2,2,0,1,0,1,0,3,1,5,1,3,1,5,3,7,1,5,2,11,16,6,11,8,9
1940,r005,World -> North America -> Puerto Rico,World,North America,Puerto Rico,,3,2,1,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,2,0,2,0
1940,r006,World -> North America -> United States,World,North America,United States,,3,2241,1839,2488,1947,2304,1733,2100,1532,1944,1302,1744,1139,1704,1076,1455,821,1574,935,1414,841,1330,714,1312,693,1825,884,1692,806,1942,897,2050,885,2196,845,2386,926,2491,921,2563,886,2649,912
1940,r007,World -> North America -> All others,World,North America,All others,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,r008,World -> Central and South America,World,Central and South America,,,2,3,1,8,6,9,10,4,8,7,8,12,6,12,7,6,6,9,9,9,4,5,10,8,22,8,21,8,20,8,13,12,15,15,10,15,13,8,8,15,8,19,18
1940,r009,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,1,0,2,1,2,2,1,0,0,1,1,0,4,0,1,1,4,1,4,1,1,1,1,3,2,6,1,3,1,0,3,0,2,0,1,1,1,0,1,0,0,0
1940,r010,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,1,1,4,1,3,5,1,3,6,6,8,3,4,4,2,3,5,7,3,3,1,6,4,17,5,15,3,15,4,11,8,14,12,10,13,11,4,7,10,7,14,16
1940,r011,World -> Central and South America -> All others,World,Central and South America,All others,,3,1,0,2,3,4,4,3,5,1,2,4,2,5,2,3,2,1,1,3,1,3,3,3,3,2,1,4,2,4,2,1,1,0,1,1,1,3,1,3,1,4,2
1940,r012,World -> Europe,World,Europe,,,2,471,1665,479,1596,538,1639,574,1466,517,1392,435,1485,436,1847,345,1644,388,1520,362,1500,356,1300,337,1486,470,1262,515,1712,572,2851,648,1173,668,1268,616,1298,660,1536,728,1645,726,1637
1940,r013,World -> Europe -> EU,World,Europe,EU,,3,438,1333,449,1342,499,1418,525,1221,489,1189,399,1243,409,1520,322,1354,354,1237,333,1088,325,1014,311,893,422,998,471,1043,518,1102,591,984,608,1035,547,1070,603,1123,640,1395,633,1367
1940,r014,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,12,30,14,32,21,27,21,43,19,47,14,31,9,31,5,22,14,53,12,22,16,44,4,27,15,30,13,47,15,40,19,42,19,22,18,42,27,40,27,42,23,34
1940,r015,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,8,4,11,5,6,5,7,6,10,9,4,4,9,4,11,4,6,6,5,4,3,3,4,7,9,6,14,15,10,9,12,9,16,7,13,7,20,8,17,18,18,36
1940,r016,World -> Europe -> EU -> Denmark,World,Europe,EU,Denmark,4,7,2,9,3,5,5,3,3,4,4,4,11,4,6,5,6,5,5,2,6,5,7,4,4,4,6,4,3,8,5,13,8,8,7,11,7,7,6,10,5,8,3
1940,r017,World -> Europe -> EU -> Finland,World,Europe,EU,Finland,4,4,16,5,12,3,8,4,11,7,16,4,13,6,9,3,15,8,14,7,12,6,11,4,9,7,4,4,6,6,10,7,12,7,10,6,13,11,13,15,8,12,13
1940,r018,World -> Europe -> EU -> France,World,Europe,EU,France,4,94,372,127,350,110,334,108,308,99,286,78,325,72,354,66,327,81,386,60,392,76,303,53,237,78,269,96,311,83,337,87,265,114,352,78,386,91,340,95,305,99,350
1940,r019,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,130,289,125,258,142,280,175,261,168,328,135,301,156,277,100,312,114,368,123,282,101,255,116,222,156,250,174,188,201,235,215,240,220,259,190,249,201,295,180,303,196,279
1940,r020,World -> Europe -> EU -> Hungary,World,Europe,EU,Hungary,4,0,3,0,2,0,3,1,1,0,3,1,4,1,3,1,4,0,2,0,0,0,1,0,1,0,4,1,0,0,1,0,2,0,0,1,2,1,3,1,1,0,0
