table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10121,r001,All institutions,All institutions,,1,-,"['5,701,656', '']","['164,698', '']","['90,513', '']","['3,840,001', '']","['12,774', '']","['176,315', '']","['16,385', '']","['43,081', '']","['32,785', '']","['1,184,067', '']","['141,037', '']"
10121,r002,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,1,"['241,850', '']","['0', '']","['0', '']","['240,608', '']","['171', '']","['981', '']","['7', '']","['83', '']","['0', '']","['0', '']","['0', '']"
10121,r003,All institutions -> Duke U.,All institutions,Duke U.,2,2,"['208,132', '']","['253', '']","['121', '']","['200,158', '']","['141', '']","['374', '']","['0', '']","['869', '']","['0', '']","['3,355', '']","['2,861', '']"
10121,r004,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,3,"['204,216', '']","['951', '']","['0', '']","['197,407', '']","['0', '']","['1,461', '']","['323', '']","['880', '']","['0', '']","['2,936', '']","['258', '']"
10121,r005,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,4,"['169,101', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['169,101', '']","['0', '']"
10121,r006,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,5,"['165,200', '']","['26,525', '']","['3,573', '']","['10,759', '']","['979', '']","['20,834', '']","['0', '']","['3,284', '']","['9,786', '']","['67,752', '']","['21,708', '']"
10121,r007,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,6,"['141,894', '']","['831', '']","['26', '']","['83,362', '']","['0', '']","['2,087', '']","['46', '']","['694', '']","['318', '']","['53,919', '']","['611', '']"
10121,r008,All institutions -> Stanford U.,All institutions,Stanford U.,2,7,"['138,118', '']","['4,547', '']","['4,738', '']","['104,302', '']","['232', '']","['6,572', '']","['204', '']","['645', '']","['0', '']","['16,224', '']","['654', '']"
10121,r009,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,8,"['128,983', '']","['0', '']","['0', '']","['123,953', '']","['0', '']","['5,030', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10121,r010,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,9,"['121,140', '']","['74', '']","['0', '']","['119,110', '']","['0', '']","['187', '']","['4', '']","['0', '']","['0', '']","['47', '']","['1,718', '']"
