table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
6039,r001,Institutions,Institutions,,,,,1,255,35.8,252,35.4,108,15.2
6039,r002,Schools,Schools,,,,,1,271,33.6,266,33.0,115,14.3
6039,r003,Units,Units,,,,,1,538,2.5,473,2.2,195,0.9
6039,r004,All graduate students,All graduate students,,,,,1,34544,100.0,29748,100.0,4796,100.0
6039,r005,All graduate students -> Male,All graduate students,Male,,,,2,8467,24.5,7071,23.8,1396,29.1
6039,r006,All graduate students -> Female,All graduate students,Female,,,,2,26077,75.5,22677,76.2,3400,70.9
6039,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,31239,90.4,27391,92.1,3848,80.2
6039,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,4614,13.4,4132,13.9,482,10.1
6039,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
6039,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,224,0.6,185,0.6,39,0.8
6039,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,3570,10.3,3181,10.7,389,8.1
6039,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,5126,14.8,4511,15.2,615,12.8
6039,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,69,0.2,57,0.2,12,0.3
6039,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,14675,42.5,12672,42.6,2003,41.8
6039,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,1143,3.3,991,3.3,152,3.2
6039,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,1818,5.3,1662,5.6,156,3.3
6039,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,3305,9.6,2357,7.9,948,19.8
6039,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,14016,40.6,12562,42.2,1454,30.3
6039,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,20528,59.4,17186,57.8,3342,69.7
6039,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,8911,25.8,8213,27.6,698,14.6
6039,r021,All graduate students -> Primary source of support for full-time students<sup>b</sup>,All graduate students,Primary source of support for full-time students<sup>b</sup>,,,,2,,,,,,
6039,r022,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,,,3,1410,4.1,715,2.4,695,14.5
6039,r023,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOD,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOD,,4,31,0.1,20,0.1,11,0.2
6039,r024,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOE,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOE,,4,3,0.05,0,0.0,3,0.1
6039,r025,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,,4,842,2.4,299,1.0,543,11.3
6039,r026,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS -> NIH,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,NIH,5,546,1.6,155,0.5,391,8.2
6039,r027,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS -> Other HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,Other HHS,5,296,0.9,144,0.5,152,3.2
6039,r028,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> NASA,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,NASA,,4,1,0.05,1,0.05,0,0.0
6039,r029,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> NSF,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,NSF,,4,35,0.1,15,0.1,20,0.4
6039,r030,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> USDA,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,USDA,,4,15,0.05,9,0.05,6,0.1
6039,r031,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> Other,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,Other,,4,483,1.4,371,1.2,112,2.3
6039,r032,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Nonfederal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Nonfederal,,,3,5302,15.3,3471,11.7,1831,38.2
6039,r033,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Nonfederal -> Institutional,All graduate students,Primary source of support for full-time students<sup>b</sup>,Nonfederal,Institutional,,4,4737,13.7,3160,10.6,1577,32.9
6039,r034,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Nonfederal -> Domestic,All graduate students,Primary source of support for full-time students<sup>b</sup>,Nonfederal,Domestic,,4,506,1.5,295,1.0,211,4.4
6039,r035,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Nonfederal -> Foreign,All graduate students,Primary source of support for full-time students<sup>b</sup>,Nonfederal,Foreign,,4,59,0.2,16,0.1,43,0.9
6039,r036,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Self-support,All graduate students,Primary source of support for full-time students<sup>b</sup>,Self-support,,,3,13816,40.0,13000,43.7,816,17.0
6039,r037,All graduate students -> Primary mechanism of support for full-time students<sup>b</sup>,All graduate students,Primary mechanism of support for full-time students<sup>b</sup>,,,,2,,,,,,
6039,r038,All graduate students -> Primary mechanism of support for full-time students<sup>b</sup> -> Fellowships,All graduate students,Primary mechanism of support for full-time students<sup>b</sup>,Fellowships,,,3,733,2.1,456,1.5,277,5.8
6039,r039,All graduate students -> Primary mechanism of support for full-time students<sup>b</sup> -> Research assistantships,All graduate students,Primary mechanism of support for full-time students<sup>b</sup>,Research assistantships,,,3,1864,5.4,799,2.7,1065,22.2
6039,r040,All graduate students -> Primary mechanism of support for full-time students<sup>b</sup> -> Teaching assistantships,All graduate students,Primary mechanism of support for full-time students<sup>b</sup>,Teaching assistantships,,,3,1021,3.0,573,1.9,448,9.3
6039,r041,All graduate students -> Primary mechanism of support for full-time students<sup>b</sup> -> Traineeships,All graduate students,Primary mechanism of support for full-time students<sup>b</sup>,Traineeships,,,3,786,2.3,431,1.4,355,7.4
6039,r042,All graduate students -> Primary mechanism of support for full-time students<sup>b</sup> -> Other types of support,All graduate students,Primary mechanism of support for full-time students<sup>b</sup>,Other types of support,,,3,16124,46.7,14927,50.2,1197,25.0
6039,r043,All graduate students -> Primary mechanism of support for full-time students<sup>b</sup> -> Other types of support -> Self-support,All graduate students,Primary mechanism of support for full-time students<sup>b</sup>,Other types of support,Self-support,,4,13816,40.0,13000,43.7,816,17.0
6039,r044,All graduate students -> Primary mechanism of support for full-time students<sup>b</sup> -> Other types of support -> Other,All graduate students,Primary mechanism of support for full-time students<sup>b</sup>,Other types of support,Other,,4,2308,6.7,1927,6.5,381,7.9
