table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_anthropology,field_economics,field_political_science,field_sociology,field_other_social_sciences
3940,r001,All agencies surveyed,All agencies surveyed,,,,,1,115801.9,36.1,45838.8,0.0,15050.5,54876.4
3940,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,,
3940,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,58488.8,0.0,42409.8,0.0,15050.5,1028.5
3940,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,122.2,0.0,122.2,0.0,0.0,0.0
3940,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Economic Research Service,All agencies surveyed,Departments,Department of Agriculture,Economic Research Service,,4,3680.9,0.0,3680.9,0.0,0.0,0.0
3940,r006,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,2450.5,0.0,1080.4,0.0,341.6,1028.5
3940,r007,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,51122.7,0.0,36413.7,0.0,14709.0,0.0
3940,r008,All agencies surveyed -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies surveyed,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,1112.5,0.0,1112.5,0.0,0.0,0.0
3940,r009,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,,3,54847.0,36.1,3429.1,0.0,0.0,51381.8
3940,r010,All agencies surveyed -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies surveyed,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,10152.3,36.1,3429.1,0.0,0.0,6687.1
3940,r011,All agencies surveyed -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies surveyed,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,2265.5,0.0,0.0,0.0,0.0,2265.5
3940,r012,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,,4,40283.5,0.0,0.0,0.0,0.0,40283.5
3940,r013,All agencies surveyed -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,2145.7,0.0,0.0,0.0,0.0,2145.7
3940,r014,All agencies surveyed -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies surveyed,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,2145.7,0.0,0.0,0.0,0.0,2145.7
3940,r015,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,,2,,,,,,
3940,r016,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,,3,2466.0,0.0,0.0,0.0,0.0,2466.0
