table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2019,field_total_2020,field_total_2021,field_total_2022,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021,field_federally_financed_2022
10099,r001,All institutions,All institutions,,1,-,"['83,643,490', '']","['86,440,252', '']","['89,833,640', '']","['97,842,057', '']","['44,538,541', '']","['46,182,051', '']","['49,190,892', '']","['54,052,605', '']"
10099,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['2,917,436', '']","['3,110,494', '']","['3,181,385', '']","['3,420,312', '']","['2,482,130', '']","['2,682,410', '']","['2,774,643', '']","['2,971,816', '']"
10099,r003,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,2,"['1,595,098', '']","['1,651,073', '']","['1,710,036', '']","['1,805,950', '']","['671,047', '']","['676,331', '']","['683,179', '']","['780,318', '']"
10099,r004,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,3,"['1,506,285', '']","['1,579,364', '']","['1,631,950', '']","['1,791,311', '']","['717,359', '']","['721,308', '']","['792,089', '']","['873,318', '']"
10099,r005,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,4,"['1,675,805', '']","['1,673,862', '']","['1,639,645', '']","['1,770,708', '']","['886,851', '']","['884,880', '']","['891,125', '']","['970,636', '']"
10099,r006,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,5,"['1,425,601', '']","['1,456,902', '']","['1,488,645', '']","['1,559,708', '']","['992,643', '']","['1,024,195', '']","['1,046,377', '']","['1,083,090', '']"
10099,r007,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,6,"['1,306,376', '']","['1,392,941', '']","['1,454,880', '']","['1,536,197', '']","['600,714', '']","['655,030', '']","['721,043', '']","['848,138', '']"
10099,r008,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,7,"['1,353,763', '']","['1,403,735', '']","['1,425,499', '']","['1,533,357', '']","['698,925', '']","['727,289', '']","['801,117', '']","['970,696', '']"
10099,r009,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,8,"['1,297,331', '']","['1,363,931', '']","['1,380,075', '']","['1,523,513', '']","['608,925', '']","['632,558', '']","['646,764', '']","['740,854', '']"
10099,r010,All institutions -> Duke U.,All institutions,Duke U.,2,9,"['1,226,517', '']","['1,196,638', '']","['1,237,686', '']","['1,390,538', '']","['709,705', '']","['707,746', '']","['776,632', '']","['901,807', '']"
