table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
6057,r001,1980,Graduate students,Total,,2,251265
6057,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,220903
6057,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,87.9
6057,r004,1980,Graduate students,Temporary visa holders,Number,3,30362
6057,r005,1980,Graduate students,Temporary visa holders,Percent,3,12.1
6057,r006,1980,Postdoctoral appointees,Total,,2,13042
6057,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,8307
6057,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,63.7
6057,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,4735
6057,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,36.3
6057,r011,1981,Graduate students,Total,,2,252404
6057,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,219762
6057,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,87.1
6057,r014,1981,Graduate students,Temporary visa holders,Number,3,32642
6057,r015,1981,Graduate students,Temporary visa holders,Percent,3,12.9
6057,r016,1981,Postdoctoral appointees,Total,,2,13731
6057,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,8504
6057,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,61.9
6057,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,5227
6057,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,38.1
6057,r021,1982,Graduate students,Total,,2,255146
6057,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,215397
6057,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,84.4
6057,r024,1982,Graduate students,Temporary visa holders,Number,3,39749
6057,r025,1982,Graduate students,Temporary visa holders,Percent,3,15.6
6057,r026,1982,Postdoctoral appointees,Total,,2,13698
6057,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,8393
6057,r028,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,61.3
6057,r029,1982,Postdoctoral appointees,Temporary visa holders,Number,3,5305
6057,r030,1982,Postdoctoral appointees,Temporary visa holders,Percent,3,38.7
6057,r031,1983,Graduate students,Total,,2,255820
6057,r032,1983,Graduate students,U.S. citizens and permanent residents,Number,3,213114
6057,r033,1983,Graduate students,U.S. citizens and permanent residents,Percent,3,83.3
6057,r034,1983,Graduate students,Temporary visa holders,Number,3,42706
6057,r035,1983,Graduate students,Temporary visa holders,Percent,3,16.7
6057,r036,1983,Postdoctoral appointees,Total,,2,14562
6057,r037,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9063
6057,r038,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,62.2
6057,r039,1983,Postdoctoral appointees,Temporary visa holders,Number,3,5499
6057,r040,1983,Postdoctoral appointees,Temporary visa holders,Percent,3,37.8
6057,r041,1984,Graduate students,Total,,2,256903
6057,r042,1984,Graduate students,U.S. citizens and permanent residents,Number,3,212717
6057,r043,1984,Graduate students,U.S. citizens and permanent residents,Percent,3,82.8
6057,r044,1984,Graduate students,Temporary visa holders,Number,3,44186
6057,r045,1984,Graduate students,Temporary visa holders,Percent,3,17.2
6057,r046,1984,Postdoctoral appointees,Total,,2,14979
6057,r047,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9248
6057,r048,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,61.7
6057,r049,1984,Postdoctoral appointees,Temporary visa holders,Number,3,5731
6057,r050,1984,Postdoctoral appointees,Temporary visa holders,Percent,3,38.3
6057,r051,1985,Graduate students,Total,,2,261973
6057,r052,1985,Graduate students,U.S. citizens and permanent residents,Number,3,214014
6057,r053,1985,Graduate students,U.S. citizens and permanent residents,Percent,3,81.7
6057,r054,1985,Graduate students,Temporary visa holders,Number,3,47959
6057,r055,1985,Graduate students,Temporary visa holders,Percent,3,18.3
6057,r056,1985,Postdoctoral appointees,Total,,2,15576
6057,r057,1985,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9300
6057,r058,1985,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,59.7
6057,r059,1985,Postdoctoral appointees,Temporary visa holders,Number,3,6276
6057,r060,1985,Postdoctoral appointees,Temporary visa holders,Percent,3,40.3
6057,r061,1986,Graduate students,Total,,2,266077
6057,r062,1986,Graduate students,U.S. citizens and permanent residents,Number,3,214097
6057,r063,1986,Graduate students,U.S. citizens and permanent residents,Percent,3,80.5
6057,r064,1986,Graduate students,Temporary visa holders,Number,3,51980
6057,r065,1986,Graduate students,Temporary visa holders,Percent,3,19.5
6057,r066,1986,Postdoctoral appointees,Total,,2,16512
6057,r067,1986,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9660
6057,r068,1986,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,58.5
6057,r069,1986,Postdoctoral appointees,Temporary visa holders,Number,3,6852
6057,r070,1986,Postdoctoral appointees,Temporary visa holders,Percent,3,41.5
6057,r071,1987,Graduate students,Total,,2,269256
6057,r072,1987,Graduate students,U.S. citizens and permanent residents,Number,3,213882
6057,r073,1987,Graduate students,U.S. citizens and permanent residents,Percent,3,79.4
6057,r074,1987,Graduate students,Temporary visa holders,Number,3,55374
6057,r075,1987,Graduate students,Temporary visa holders,Percent,3,20.6
6057,r076,1987,Postdoctoral appointees,Total,,2,17369
6057,r077,1987,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9835
6057,r078,1987,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,56.6
6057,r079,1987,Postdoctoral appointees,Temporary visa holders,Number,3,7534
6057,r080,1987,Postdoctoral appointees,Temporary visa holders,Percent,3,43.4
6057,r081,1988,Graduate students,Total,,2,272309
6057,r082,1988,Graduate students,U.S. citizens and permanent residents,Number,3,213945
6057,r083,1988,Graduate students,U.S. citizens and permanent residents,Percent,3,78.6
6057,r084,1988,Graduate students,Temporary visa holders,Number,3,58364
6057,r085,1988,Graduate students,Temporary visa holders,Percent,3,21.4
6057,r086,1988,Postdoctoral appointees,Total,,2,18024
6057,r087,1988,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9856
6057,r088,1988,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,54.7
6057,r089,1988,Postdoctoral appointees,Temporary visa holders,Number,3,8168
6057,r090,1988,Postdoctoral appointees,Temporary visa holders,Percent,3,45.3
6057,r091,1989,Graduate students,Total,,2,278577
6057,r092,1989,Graduate students,U.S. citizens and permanent residents,Number,3,217211
6057,r093,1989,Graduate students,U.S. citizens and permanent residents,Percent,3,78.0
6057,r094,1989,Graduate students,Temporary visa holders,Number,3,61366
6057,r095,1989,Graduate students,Temporary visa holders,Percent,3,22.0
6057,r096,1989,Postdoctoral appointees,Total,,2,18978
6057,r097,1989,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,10028
6057,r098,1989,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,52.8
6057,r099,1989,Postdoctoral appointees,Temporary visa holders,Number,3,8950
6057,r100,1989,Postdoctoral appointees,Temporary visa holders,Percent,3,47.2
6057,r101,1990,Graduate students,Total,,2,289383
6057,r102,1990,Graduate students,U.S. citizens and permanent residents,Number,3,224792
6057,r103,1990,Graduate students,U.S. citizens and permanent residents,Percent,3,77.7
6057,r104,1990,Graduate students,Temporary visa holders,Number,3,64591
6057,r105,1990,Graduate students,Temporary visa holders,Percent,3,22.3
6057,r106,1990,Postdoctoral appointees,Total,,2,19853
6057,r107,1990,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,10056
6057,r108,1990,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,50.7
6057,r109,1990,Postdoctoral appointees,Temporary visa holders,Number,3,9797
6057,r110,1990,Postdoctoral appointees,Temporary visa holders,Percent,3,49.3
6057,r111,1991,Graduate students,Total,,2,299057
6057,r112,1991,Graduate students,U.S. citizens and permanent residents,Number,3,231803
6057,r113,1991,Graduate students,U.S. citizens and permanent residents,Percent,3,77.5
6057,r114,1991,Graduate students,Temporary visa holders,Number,3,67254
6057,r115,1991,Graduate students,Temporary visa holders,Percent,3,22.5
6057,r116,1991,Postdoctoral appointees,Total,,2,20595
6057,r117,1991,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,10152
6057,r118,1991,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,49.3
6057,r119,1991,Postdoctoral appointees,Temporary visa holders,Number,3,10443
6057,r120,1991,Postdoctoral appointees,Temporary visa holders,Percent,3,50.7
6057,r121,1992,Graduate students,Total,,2,312478
6057,r122,1992,Graduate students,U.S. citizens and permanent residents,Number,3,244514
6057,r123,1992,Graduate students,U.S. citizens and permanent residents,Percent,3,78.2
6057,r124,1992,Graduate students,Temporary visa holders,Number,3,67964
6057,r125,1992,Graduate students,Temporary visa holders,Percent,3,21.8
6057,r126,1992,Postdoctoral appointees,Total,,2,21514
6057,r127,1992,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,10417
6057,r128,1992,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,48.4
6057,r129,1992,Postdoctoral appointees,Temporary visa holders,Number,3,11097
6057,r130,1992,Postdoctoral appointees,Temporary visa holders,Percent,3,51.6
6057,r131,1993,Graduate students,Total,,2,318851
6057,r132,1993,Graduate students,U.S. citizens and permanent residents,Number,3,252480
6057,r133,1993,Graduate students,U.S. citizens and permanent residents,Percent,3,79.2
6057,r134,1993,Graduate students,Temporary visa holders,Number,3,66371
6057,r135,1993,Graduate students,Temporary visa holders,Percent,3,20.8
6057,r136,1993,Postdoctoral appointees,Total,,2,22219
6057,r137,1993,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,10792
6057,r138,1993,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,48.6
6057,r139,1993,Postdoctoral appointees,Temporary visa holders,Number,3,11427
6057,r140,1993,Postdoctoral appointees,Temporary visa holders,Percent,3,51.4
6057,r141,1994,Graduate students,Total,,2,318118
6057,r142,1994,Graduate students,U.S. citizens and permanent residents,Number,3,253008
6057,r143,1994,Graduate students,U.S. citizens and permanent residents,Percent,3,79.5
6057,r144,1994,Graduate students,Temporary visa holders,Number,3,65110
6057,r145,1994,Graduate students,Temporary visa holders,Percent,3,20.5
6057,r146,1994,Postdoctoral appointees,Total,,2,23181
6057,r147,1994,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,11451
6057,r148,1994,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,49.4
6057,r149,1994,Postdoctoral appointees,Temporary visa holders,Number,3,11730
6057,r150,1994,Postdoctoral appointees,Temporary visa holders,Percent,3,50.6
6057,r151,1995,Graduate students,Total,,2,315265
6057,r152,1995,Graduate students,U.S. citizens and permanent residents,Number,3,252245
6057,r153,1995,Graduate students,U.S. citizens and permanent residents,Percent,3,80.0
6057,r154,1995,Graduate students,Temporary visa holders,Number,3,63020
6057,r155,1995,Graduate students,Temporary visa holders,Percent,3,20.0
6057,r156,1995,Postdoctoral appointees,Total,,2,23512
6057,r157,1995,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,11824
6057,r158,1995,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,50.3
6057,r159,1995,Postdoctoral appointees,Temporary visa holders,Number,3,11688
6057,r160,1995,Postdoctoral appointees,Temporary visa holders,Percent,3,49.7
6057,r161,1996,Graduate students,Total,,2,311957
6057,r162,1996,Graduate students,U.S. citizens and permanent residents,Number,3,248907
6057,r163,1996,Graduate students,U.S. citizens and permanent residents,Percent,3,79.8
6057,r164,1996,Graduate students,Temporary visa holders,Number,3,63050
6057,r165,1996,Graduate students,Temporary visa holders,Percent,3,20.2
6057,r166,1996,Postdoctoral appointees,Total,,2,23892
6057,r167,1996,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,11880
6057,r168,1996,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,49.7
6057,r169,1996,Postdoctoral appointees,Temporary visa holders,Number,3,12012
6057,r170,1996,Postdoctoral appointees,Temporary visa holders,Percent,3,50.3
6057,r171,1997,Graduate students,Total,,2,306482
6057,r172,1997,Graduate students,U.S. citizens and permanent residents,Number,3,244026
6057,r173,1997,Graduate students,U.S. citizens and permanent residents,Percent,3,79.6
6057,r174,1997,Graduate students,Temporary visa holders,Number,3,62456
6057,r175,1997,Graduate students,Temporary visa holders,Percent,3,20.4
6057,r176,1997,Postdoctoral appointees,Total,,2,24293
6057,r177,1997,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,11746
6057,r178,1997,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,48.4
6057,r179,1997,Postdoctoral appointees,Temporary visa holders,Number,3,12547
6057,r180,1997,Postdoctoral appointees,Temporary visa holders,Percent,3,51.6
6057,r181,1998,Graduate students,Total,,2,304818
6057,r182,1998,Graduate students,U.S. citizens and permanent residents,Number,3,240630
6057,r183,1998,Graduate students,U.S. citizens and permanent residents,Percent,3,78.9
6057,r184,1998,Graduate students,Temporary visa holders,Number,3,64188
6057,r185,1998,Graduate students,Temporary visa holders,Percent,3,21.1
6057,r186,1998,Postdoctoral appointees,Total,,2,25023
6057,r187,1998,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,12016
6057,r188,1998,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,48.0
6057,r189,1998,Postdoctoral appointees,Temporary visa holders,Number,3,13007
6057,r190,1998,Postdoctoral appointees,Temporary visa holders,Percent,3,52.0
6057,r191,1999,Graduate students,Total,,2,309491
6057,r192,1999,Graduate students,U.S. citizens and permanent residents,Number,3,241066
6057,r193,1999,Graduate students,U.S. citizens and permanent residents,Percent,3,77.9
6057,r194,1999,Graduate students,Temporary visa holders,Number,3,68425
6057,r195,1999,Graduate students,Temporary visa holders,Percent,3,22.1
6057,r196,1999,Postdoctoral appointees,Total,,2,25784
6057,r197,1999,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,11707
6057,r198,1999,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,45.4
6057,r199,1999,Postdoctoral appointees,Temporary visa holders,Number,3,14077
6057,r200,1999,Postdoctoral appointees,Temporary visa holders,Percent,3,54.6
6057,r201,2000,Graduate students,Total,,2,309424
6057,r202,2000,Graduate students,U.S. citizens and permanent residents,Number,3,234000
6057,r203,2000,Graduate students,U.S. citizens and permanent residents,Percent,3,75.6
6057,r204,2000,Graduate students,Temporary visa holders,Number,3,75424
6057,r205,2000,Graduate students,Temporary visa holders,Percent,3,24.4
6057,r206,2000,Postdoctoral appointees,Total,,2,26911
6057,r207,2000,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,11558
6057,r208,2000,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,42.9
6057,r209,2000,Postdoctoral appointees,Temporary visa holders,Number,3,15353
6057,r210,2000,Postdoctoral appointees,Temporary visa holders,Percent,3,57.1
6057,r211,2001,Graduate students,Total,,2,319736
6057,r212,2001,Graduate students,U.S. citizens and permanent residents,Number,3,237718
6057,r213,2001,Graduate students,U.S. citizens and permanent residents,Percent,3,74.3
6057,r214,2001,Graduate students,Temporary visa holders,Number,3,82018
6057,r215,2001,Graduate students,Temporary visa holders,Percent,3,25.7
6057,r216,2001,Postdoctoral appointees,Total,,2,27044
6057,r217,2001,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,11108
6057,r218,2001,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,41.1
6057,r219,2001,Postdoctoral appointees,Temporary visa holders,Number,3,15936
6057,r220,2001,Postdoctoral appointees,Temporary visa holders,Percent,3,58.9
