table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
8344,r001,Institutions,Institutions,,,,1,150,21.5,114,16.3
8344,r002,Schools,Schools,,,,1,157,19.9,117,14.9
8344,r003,Units,Units,,,,1,246,1.2,172,0.8
8344,r004,All individuals,All individuals,,,,1,1325,100.0,803,100.0
8344,r005,All individuals -> Male,All individuals,Male,,,2,453,34.2,272,33.9
8344,r006,All individuals -> Female,All individuals,Female,,,2,872,65.8,531,66.1
8344,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,1017,76.8,na,na
8344,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,88,6.6,na,na
8344,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
8344,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,2,0.2,na,na
8344,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,94,7.1,na,na
8344,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,50,3.8,na,na
8344,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,1,0.1,na,na
8344,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,658,49.7,na,na
8344,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,21,1.6,na,na
8344,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,103,7.8,na,na
8344,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,308,23.2,na,na
8344,r018,Primary source of support,Primary source of support,,,,1,,,,
8344,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,711,53.7,na,na
8344,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,478,36.1,na,na
8344,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,21,1.6,na,na
8344,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,115,8.7,na,na
8344,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
8344,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,179,13.5,na,na
8344,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,766,57.8,na,na
8344,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,105,7.9,na,na
8344,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,275,20.8,na,na
8344,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
8344,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,1042,78.6,623,77.6
8344,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,46,3.5,38,4.7
8344,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,14,1.1,5,0.6
8344,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,223,16.8,137,17.1
8344,r033,Degree origin,Degree origin,,,,1,,,,
8344,r034,Degree origin -> United States,Degree origin,United States,,,2,760,57.4,na,na
8344,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,190,14.3,na,na
8344,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,375,28.3,na,na
