table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
11758,r001,All definite commitments (number) -> 1993,Totala,,,1,24480
11758,r002,All definite commitments (number) -> 1993,Sex,Male,,2,14919
11758,r003,All definite commitments (number) -> 1993,Sex,Female,,2,9559
11758,r004,All definite commitments (number) -> 1993,Citizenship status,U.S. citizen or permanent resident,,2,19176
11758,r005,All definite commitments (number) -> 1993,Citizenship status,Temporary visa holder,,2,5298
11758,r006,All definite commitments (number) -> 1993,U.S. citizens and permanent residents,Hispanic or Latino,,2,626
11758,r007,All definite commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,76
11758,r008,All definite commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1088
11758,r009,All definite commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,769
11758,r010,All definite commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,16501
11758,r011,All definite commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
11758,r012,All definite commitments (number) -> 1993,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,68
11758,r013,All definite commitments (number) -> 1993,U.S. citizens and permanent residents,Ethnicity not reported,,2,48
11758,r014,All definite commitments (number) -> 1998,Totala,,,1,26644
11758,r015,All definite commitments (number) -> 1998,Sex,Male,,2,15635
11758,r016,All definite commitments (number) -> 1998,Sex,Female,,2,10987
11758,r017,All definite commitments (number) -> 1998,Citizenship status,U.S. citizen or permanent resident,,2,20848
11758,r018,All definite commitments (number) -> 1998,Citizenship status,Temporary visa holder,,2,5762
11758,r019,All definite commitments (number) -> 1998,U.S. citizens and permanent residents,Hispanic or Latino,,2,852
11758,r020,All definite commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,108
11758,r021,All definite commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1708
11758,r022,All definite commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,975
11758,r023,All definite commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,16776
11758,r024,All definite commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,na
11758,r025,All definite commitments (number) -> 1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,245
11758,r026,All definite commitments (number) -> 1998,U.S. citizens and permanent residents,Ethnicity not reported,,2,184
11758,r027,All definite commitments (number) -> 2003,Totala,,,1,26299
11758,r028,All definite commitments (number) -> 2003,Sex,Male,,2,14595
11758,r029,All definite commitments (number) -> 2003,Sex,Female,,2,11704
11758,r030,All definite commitments (number) -> 2003,Citizenship status,U.S. citizen or permanent resident,,2,19449
11758,r031,All definite commitments (number) -> 2003,Citizenship status,Temporary visa holder,,2,6804
11758,r032,All definite commitments (number) -> 2003,U.S. citizens and permanent residents,Hispanic or Latino,,2,963
11758,r033,All definite commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,82
11758,r034,All definite commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1304
11758,r035,All definite commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1114
11758,r036,All definite commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,15281
11758,r037,All definite commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,256
11758,r038,All definite commitments (number) -> 2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,213
11758,r039,All definite commitments (number) -> 2003,U.S. citizens and permanent residents,Ethnicity not reported,,2,236
11758,r040,All definite commitments (number) -> 2008,Totala,,,1,30467
11758,r041,All definite commitments (number) -> 2008,Sex,Male,,2,16547
11758,r042,All definite commitments (number) -> 2008,Sex,Female,,2,13920
11758,r043,All definite commitments (number) -> 2008,Citizenship status,U.S. citizen or permanent resident,,2,20860
11758,r044,All definite commitments (number) -> 2008,Citizenship status,Temporary visa holder,,2,9552
11758,r045,All definite commitments (number) -> 2008,U.S. citizens and permanent residents,Hispanic or Latino,,2,1085
11758,r046,All definite commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,82
11758,r047,All definite commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1489
11758,r048,All definite commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1218
11758,r049,All definite commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,16182
11758,r050,All definite commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,337
11758,r051,All definite commitments (number) -> 2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,205
11758,r052,All definite commitments (number) -> 2008,U.S. citizens and permanent residents,Ethnicity not reported,,2,262
11758,r053,All definite commitments (number) -> 2013,Totala,,,1,29969
11758,r054,All definite commitments (number) -> 2013,Sex,Male,,2,16459
11758,r055,All definite commitments (number) -> 2013,Sex,Female,,2,13509
11758,r056,All definite commitments (number) -> 2013,Citizenship status,U.S. citizen or permanent resident,,2,20880
11758,r057,All definite commitments (number) -> 2013,Citizenship status,Temporary visa holder,,2,8994
11758,r058,All definite commitments (number) -> 2013,U.S. citizens and permanent residents,Hispanic or Latino,,2,1190
11758,r059,All definite commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,67
11758,r060,All definite commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Asianb,3,1565
11758,r061,All definite commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,1173
11758,r062,All definite commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,16075
11758,r063,All definite commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,3,515
11758,r064,All definite commitments (number) -> 2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Other race or race not reportedc,3,151
11758,r065,All definite commitments (number) -> 2013,U.S. citizens and permanent residents,Ethnicity not reported,,2,144
11758,r066,All definite commitments (number) -> 2018,Totala,,,1,34308
11758,r067,All definite commitments (number) -> 2018,Sex,Male,,2,18807
11758,r068,All definite commitments (number) -> 2018,Sex,Female,,2,15501
11758,r069,All definite commitments (number) -> 2018,Citizenship status,U.S. citizen or permanent resident,,2,22953
11758,r070,All definite commitments (number) -> 2018,Citizenship status,Temporary visa holder,,2,11238
11758,r071,All definite commitments (number) -> 2018,U.S. citizens and permanent residents,Hispanic or Latino,,2,1621
