table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_hierarchy_depth,field_2023_actual,field_2024_preliminarya,field_2025_proposed,field_2023_24_change_,field_2024_25_change_
12583,r001,R&D and R&D plant,R&D and R&D plant,,,,,1,106,90,90,-15.1,0.0
12583,r002,R&D and R&D plant -> Other income security (609),R&D and R&D plant,Other income security (609),,,,2,5,4,4,-20.0,0.0
12583,r003,R&D and R&D plant -> Other income security (609) -> Department of Health and Human Services,R&D and R&D plant,Other income security (609),Department of Health and Human Services,,,3,5,4,4,-20.0,0.0
12583,r004,R&D and R&D plant -> Other income security (609) -> Department of Health and Human Services -> Administration for Children and Families,R&D and R&D plant,Other income security (609),Department of Health and Human Services,Administration for Children and Families,,4,5,4,4,-20.0,0.0
12583,r005,R&D and R&D plant -> Other income security (609) -> Social Security Administration,R&D and R&D plant,Other income security (609),Social Security Administration,,,3,101,86,86,-14.9,0.0
12583,r006,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,,2,106,90,90,-15.1,0.0
12583,r007,R&D and R&D plant -> R&D -> Other income security (609),R&D and R&D plant,R&D,Other income security (609),,,3,5,4,4,-20.0,0.0
12583,r008,R&D and R&D plant -> R&D -> Other income security (609) -> Department of Health and Human Services,R&D and R&D plant,R&D,Other income security (609),Department of Health and Human Services,,4,5,4,4,-20.0,0.0
12583,r009,R&D and R&D plant -> R&D -> Other income security (609) -> Department of Health and Human Services -> Administration for Children and Families,R&D and R&D plant,R&D,Other income security (609),Department of Health and Human Services,Administration for Children and Families,5,5,4,4,-20.0,0.0
12583,r010,R&D and R&D plant -> R&D -> Other income security (609) -> Social Security Administration,R&D and R&D plant,R&D,Other income security (609),Social Security Administration,,4,101,86,86,-14.9,0.0
