table_id,row_id,citizenship_ethnicity_race_sex_and_enrollment_status_full_path,citizenship_ethnicity_race_sex_and_enrollment_status_level_1,citizenship_ethnicity_race_sex_and_enrollment_status_level_2,citizenship_ethnicity_race_sex_and_enrollment_status_level_3,citizenship_ethnicity_race_sex_and_enrollment_status_level_4,citizenship_ethnicity_race_sex_and_enrollment_status_level_5,citizenship_ethnicity_race_sex_and_enrollment_status_level_6,citizenship_ethnicity_race_sex_and_enrollment_status_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3243,r001,All enrolled,All enrolled,,,,,,1,9576094,10228617,10584063,10751445,10758071,10694746,10765539,10731813,10962192,10958533,11029168
3243,r002,All enrolled -> U.S. citizen and permanent resident,All enrolled,U.S. citizen and permanent resident,,,,,2,9320191,9953789,10286983,10425698,10402201,10304305,10332487,10271861,10486862,10473668,10550455
3243,r003,All enrolled -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,3,1018375,1125326,1218602,1330787,1407027,1471578,1540893,1599734,1760800,1814291,1925486
3243,r004,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,,,3,8301816,8828463,9068381,9094911,8995174,8832727,8791594,8672127,8726062,8659377,8624969
3243,r005,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,,,4,83621,90174,84988,83192,77684,72715,69298,66484,66645,65586,64553
3243,r006,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,,,4,na,na,na,571905,574472,587113,608346,626083,666330,689087,710327
3243,r007,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,,4,565894,586478,579872,na,na,na,na,na,na,na,na
3243,r008,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American,,,4,1139051,1273529,1339292,1381553,1362739,1332505,1325389,1292186,1276078,1267309,1254292
3243,r009,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,,4,na,na,na,31562,33332,32399,32474,31006,30826,30865,31151
3243,r010,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,,,4,5732738,5928497,6059167,6090532,6014941,5902334,5841446,5757797,5778866,5725855,5671019
3243,r011,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,,,4,na,na,na,219600,266734,299612,344752,359678,377638,400180,419628
3243,r012,All enrolled -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,,,4,780512,949785,1005062,716567,665272,606049,569889,538893,529679,480495,473999
3243,r013,All enrolled -> Temporary resident ,All enrolled,Temporary resident ,,,,,2,255903,274828,297080,325747,355870,390441,433052,459952,475330,484865,478713
3243,r014,All enrolled -> Female,All enrolled,Female,,,,,2,5373231,5754730,5937790,6029009,6010835,5954737,5995121,5970124,6108039,6115306,6187099
3243,r015,All enrolled -> Female -> U.S. citizen and permanent resident,All enrolled,Female,U.S. citizen and permanent resident,,,,3,5247603,5621012,5794936,5874449,5845953,5776273,5800056,5763307,5894079,5895755,5967785
3243,r016,All enrolled -> Female -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Female,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,596663,655181,704081,770361,814138,850690,890473,925697,1020098,1055811,1127642
3243,r017,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino  ,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,,,4,4650940,4965831,5090855,5104088,5031815,4925583,4909583,4837610,4873981,4839944,4840143
3243,r018,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,American Indian or Alaska Native,,5,49843,53713,50813,49907,46467,43486,41523,39828,40143,39723,39502
3243,r019,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian,,5,na,na,na,298704,299424,306582,318847,329282,351602,364414,376456
3243,r020,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup>,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup>,,5,300008,308995,303603,na,na,na,na,na,na,na,na
3243,r021,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Black or African American,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Black or African American,,5,721334,806349,842907,869585,851689,825855,820575,795896,786166,782116,778632
3243,r022,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander  ,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander  ,,5,na,na,na,17656,18732,18028,18085,17163,17122,17106,17341
3243,r023,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> White,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,White,,5,3127876,3236308,3305857,3331665,3287321,3219622,3191530,3146346,3164392,3140734,3124771
3243,r024,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,128106,153571,171785,198690,206615,215962,228854,240986
3243,r025,All enrolled -> Female -> U.S. citizen and permanent resident -> Not Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Female,U.S. citizen and permanent resident,Not Hispanic or Latino  ,Other or unknown race or ethnicity,,5,451879,560466,587675,408465,374611,340225,320333,302480,298594,266997,262455
3243,r026,All enrolled -> Female -> Temporary resident ,All enrolled,Female,Temporary resident ,,,,3,125628,133718,142854,154560,164882,178464,195065,206817,213960,219551,219314
