table_id,row_id,ethnicity_race_and_citizenship_status_full_path,ethnicity_race_and_citizenship_status_level_1,ethnicity_race_and_citizenship_status_level_2,ethnicity_race_and_citizenship_status_level_3,ethnicity_race_and_citizenship_status_level_4,ethnicity_race_and_citizenship_status_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
2818,r015,All doctorate recipients -> Not Hispanic or Latino -> Asian -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Asian,U.S. citizen or permanent resident,4,1220,1263,1312,1264,1243,1359,1432,1651,1561,1628
2818,r016,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Asian,Temporary visa holder,4,5687,6131,6405,6761,6842,6867,7081,6997,7315,7539
2818,r017,All doctorate recipients -> Not Hispanic or Latino -> Asian -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Asian,Unknown citizenship,4,12,13,13,13,6,9,25,16,25,25
2818,r018,All doctorate recipients -> Not Hispanic or Latino -> Black or African American,All doctorate recipients,Not Hispanic or Latino,Black or African American,,3,977,917,1047,1101,1151,1113,1205,1202,1324,1263
2818,r019,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Black or African American,U.S. citizen or permanent resident,4,697,666,741,801,821,807,863,847,923,893
2818,r020,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Black or African American,Temporary visa holder,4,274,248,303,297,329,306,341,347,398,367
2818,r021,All doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Black or African American,Unknown citizenship,4,6,3,3,3,1,0,1,8,3,3
2818,r022,All doctorate recipients -> Not Hispanic or Latino -> White,All doctorate recipients,Not Hispanic or Latino,White,,3,13439,13601,14041,14608,14624,15101,15155,14945,14979,14901
2818,r023,All doctorate recipients -> Not Hispanic or Latino -> White -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,White,U.S. citizen or permanent resident,4,11604,11737,12168,12582,12590,12978,13033,12662,12603,12377
2818,r024,All doctorate recipients -> Not Hispanic or Latino -> White -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,White,Temporary visa holder,4,1809,1838,1859,2005,2021,2101,2103,2246,2362,2480
2818,r025,All doctorate recipients -> Not Hispanic or Latino -> White -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,White,Unknown citizenship,4,26,26,14,21,13,22,19,37,14,44
2818,r026,All doctorate recipients -> Not Hispanic or Latino -> More than one race,All doctorate recipients,Not Hispanic or Latino,More than one race,,3,293,381,384,432,451,436,511,517,556,587
2818,r027,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,More than one race,U.S. citizen or permanent resident,4,263,346,347,388,411,394,455,462,485,495
2818,r028,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,More than one race,Temporary visa holder,4,28,35,37,44,40,42,56,,,
2818,r029,All doctorate recipients -> Not Hispanic or Latino -> More than one race -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,More than one race,Unknown citizenship,4,2,0,0,0,0,0,0,,,
2818,r030,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,,3,236,273,260,243,249,291,278,467,529,522
2818,r031,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,U.S. citizen or permanent resident,4,139,136,148,148,162,152,149,269,215,207
2818,r032,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Temporary visa holder,4,94,,,,,,118,191,306,299
2818,r033,All doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Unknown citizenship,4,3,,,,,,11,7,8,16
2818,r034,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,,3,2213,2059,2309,2319,2800,2534,2056,1432,1556,1615
2818,r035,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> U.S. citizen or permanent resident,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,U.S. citizen or permanent resident,4,479,305,367,406,385,351,407,460,282,320
2818,r036,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> Temporary visa holder,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,Temporary visa holder,4,307,189,243,290,305,320,336,130,192,297
2818,r037,All doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> Unknown citizenship,All doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,Unknown citizenship,4,1427,1565,1699,1623,2110,1863,1313,842,1082,998
