table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
6052,r001,1977,Graduate students,Total,,2,345374
6052,r002,1977,Graduate students,Male,Number,3,244924
6052,r003,1977,Graduate students,Male,Percent,3,70.9
6052,r004,1977,Graduate students,Female,Number,3,100450
6052,r005,1977,Graduate students,Female,Percent,3,29.1
6052,r006,1977,Postdoctoral appointees,Total,,2,na
6052,r007,1977,Postdoctoral appointees,Male,Number,3,na
6052,r008,1977,Postdoctoral appointees,Male,Percent,3,na
6052,r009,1977,Postdoctoral appointees,Female,Number,3,na
6052,r010,1977,Postdoctoral appointees,Female,Percent,3,na
6052,r011,1977,Doctorate-holding nonfaculty researchers,Total,,2,na
6052,r012,1977,Doctorate-holding nonfaculty researchers,Male,Number,3,na
6052,r013,1977,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
6052,r014,1977,Doctorate-holding nonfaculty researchers,Female,Number,3,na
6052,r015,1977,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
6052,r016,1978,Graduate students,Total,,2,339912
6052,r017,1978,Graduate students,Male,Number,3,NA
6052,r018,1978,Graduate students,Male,Percent,3,NA
6052,r019,1978,Graduate students,Female,Number,3,NA
6052,r020,1978,Graduate students,Female,Percent,3,NA
6052,r021,1978,Postdoctoral appointees,Total,,2,na
6052,r022,1978,Postdoctoral appointees,Male,Number,3,na
6052,r023,1978,Postdoctoral appointees,Male,Percent,3,na
6052,r024,1978,Postdoctoral appointees,Female,Number,3,na
6052,r025,1978,Postdoctoral appointees,Female,Percent,3,na
6052,r026,1978,Doctorate-holding nonfaculty researchers,Total,,2,na
6052,r027,1978,Doctorate-holding nonfaculty researchers,Male,Number,3,na
6052,r028,1978,Doctorate-holding nonfaculty researchers,Male,Percent,3,na
6052,r029,1978,Doctorate-holding nonfaculty researchers,Female,Number,3,na
6052,r030,1978,Doctorate-holding nonfaculty researchers,Female,Percent,3,na
6052,r031,1979,Graduate students,Total,,2,357578
6052,r032,1979,Graduate students,Male,Number,3,240839
6052,r033,1979,Graduate students,Male,Percent,3,67.4
6052,r034,1979,Graduate students,Female,Number,3,116739
6052,r035,1979,Graduate students,Female,Percent,3,32.6
6052,r036,1979,Postdoctoral appointees,Total,,2,18101
6052,r037,1979,Postdoctoral appointees,Male,Number,3,14761
6052,r038,1979,Postdoctoral appointees,Male,Percent,3,81.5
6052,r039,1979,Postdoctoral appointees,Female,Number,3,3340
6052,r040,1979,Postdoctoral appointees,Female,Percent,3,18.5
6052,r041,1979,Doctorate-holding nonfaculty researchers,Total,,2,2687
6052,r042,1979,Doctorate-holding nonfaculty researchers,Male,Number,3,2076
6052,r043,1979,Doctorate-holding nonfaculty researchers,Male,Percent,3,77.3
6052,r044,1979,Doctorate-holding nonfaculty researchers,Female,Number,3,611
6052,r045,1979,Doctorate-holding nonfaculty researchers,Female,Percent,3,22.7
6052,r046,1980,Graduate students,Total,,2,367078
6052,r047,1980,Graduate students,Male,Number,3,242956
6052,r048,1980,Graduate students,Male,Percent,3,66.2
6052,r049,1980,Graduate students,Female,Number,3,124122
6052,r050,1980,Graduate students,Female,Percent,3,33.8
6052,r051,1980,Postdoctoral appointees,Total,,2,18399
6052,r052,1980,Postdoctoral appointees,Male,Number,3,14856
6052,r053,1980,Postdoctoral appointees,Male,Percent,3,80.7
6052,r054,1980,Postdoctoral appointees,Female,Number,3,3543
6052,r055,1980,Postdoctoral appointees,Female,Percent,3,19.3
6052,r056,1980,Doctorate-holding nonfaculty researchers,Total,,2,3260
6052,r057,1980,Doctorate-holding nonfaculty researchers,Male,Number,3,2571
6052,r058,1980,Doctorate-holding nonfaculty researchers,Male,Percent,3,78.9
6052,r059,1980,Doctorate-holding nonfaculty researchers,Female,Number,3,689
6052,r060,1980,Doctorate-holding nonfaculty researchers,Female,Percent,3,21.1
6052,r061,1981,Graduate students,Total,,2,375130
6052,r062,1981,Graduate students,Male,Number,3,243558
6052,r063,1981,Graduate students,Male,Percent,3,64.9
6052,r064,1981,Graduate students,Female,Number,3,131572
6052,r065,1981,Graduate students,Female,Percent,3,35.1
6052,r066,1981,Postdoctoral appointees,Total,,2,19634
6052,r067,1981,Postdoctoral appointees,Male,Number,3,15554
6052,r068,1981,Postdoctoral appointees,Male,Percent,3,79.2
6052,r069,1981,Postdoctoral appointees,Female,Number,3,4080
6052,r070,1981,Postdoctoral appointees,Female,Percent,3,20.8
6052,r071,1981,Doctorate-holding nonfaculty researchers,Total,,2,3559
6052,r072,1981,Doctorate-holding nonfaculty researchers,Male,Number,3,2809
6052,r073,1981,Doctorate-holding nonfaculty researchers,Male,Percent,3,78.9
6052,r074,1981,Doctorate-holding nonfaculty researchers,Female,Number,3,750
6052,r075,1981,Doctorate-holding nonfaculty researchers,Female,Percent,3,21.1
6052,r076,1982,Graduate students,Total,,2,382291
6052,r077,1982,Graduate students,Male,Number,3,246298
6052,r078,1982,Graduate students,Male,Percent,3,64.4
6052,r079,1982,Graduate students,Female,Number,3,135993
6052,r080,1982,Graduate students,Female,Percent,3,35.6
6052,r081,1982,Postdoctoral appointees,Total,,2,19363
6052,r082,1982,Postdoctoral appointees,Male,Number,3,14992
6052,r083,1982,Postdoctoral appointees,Male,Percent,3,77.4
6052,r084,1982,Postdoctoral appointees,Female,Number,3,4371
6052,r085,1982,Postdoctoral appointees,Female,Percent,3,22.6
6052,r086,1982,Doctorate-holding nonfaculty researchers,Total,,2,4026
6052,r087,1982,Doctorate-holding nonfaculty researchers,Male,Number,3,3183
6052,r088,1982,Doctorate-holding nonfaculty researchers,Male,Percent,3,79.1
6052,r089,1982,Doctorate-holding nonfaculty researchers,Female,Number,3,843
6052,r090,1982,Doctorate-holding nonfaculty researchers,Female,Percent,3,20.9
6052,r091,1983,Graduate students,Total,,2,390432
6052,r092,1983,Graduate students,Male,Number,3,250928
6052,r093,1983,Graduate students,Male,Percent,3,64.3
6052,r094,1983,Graduate students,Female,Number,3,139504
6052,r095,1983,Graduate students,Female,Percent,3,35.7
6052,r096,1983,Postdoctoral appointees,Total,,2,20712
6052,r097,1983,Postdoctoral appointees,Male,Number,3,15919
6052,r098,1983,Postdoctoral appointees,Male,Percent,3,76.9
6052,r099,1983,Postdoctoral appointees,Female,Number,3,4793
6052,r100,1983,Postdoctoral appointees,Female,Percent,3,23.1
6052,r101,1983,Doctorate-holding nonfaculty researchers,Total,,2,4896
6052,r102,1983,Doctorate-holding nonfaculty researchers,Male,Number,3,3915
6052,r103,1983,Doctorate-holding nonfaculty researchers,Male,Percent,3,80.0
6052,r104,1983,Doctorate-holding nonfaculty researchers,Female,Number,3,981
6052,r105,1983,Doctorate-holding nonfaculty researchers,Female,Percent,3,20.0
6052,r106,1984,Graduate students,Total,,2,394670
6052,r107,1984,Graduate students,Male,Number,3,252653
6052,r108,1984,Graduate students,Male,Percent,3,64.0
6052,r109,1984,Graduate students,Female,Number,3,142017
6052,r110,1984,Graduate students,Female,Percent,3,36.0
6052,r111,1984,Postdoctoral appointees,Total,,2,21535
6052,r112,1984,Postdoctoral appointees,Male,Number,3,16494
6052,r113,1984,Postdoctoral appointees,Male,Percent,3,76.6
6052,r114,1984,Postdoctoral appointees,Female,Number,3,5041
6052,r115,1984,Postdoctoral appointees,Female,Percent,3,23.4
6052,r116,1984,Doctorate-holding nonfaculty researchers,Total,,2,5042
6052,r117,1984,Doctorate-holding nonfaculty researchers,Male,Number,3,3896
6052,r118,1984,Doctorate-holding nonfaculty researchers,Male,Percent,3,77.3
6052,r119,1984,Doctorate-holding nonfaculty researchers,Female,Number,3,1146
