table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
7973,r001,All HHE institutions,All HHE institutions,,1,-,"['8,769,616', '']","['4,008,704', '']","['967,419', '']","['2,457,671', '']","['514,138', '']","['411,184', '']","['410,500', '']"
7973,r002,"All HHE institutions -> Texas A&M U., College Station and Health Science Center",All HHE institutions,"Texas A&M U., College Station and Health Science Center",2,1,"['1,147,720', '']","['528,057', '']","['198,483', '']","['313,192', '']","['32,978', '']","['45,135', '']","['29,875', '']"
7973,r003,All HHE institutions -> U. Texas M. D. Anderson Cancer Center,All HHE institutions,U. Texas M. D. Anderson Cancer Center,2,2,"['1,124,971', '']","['217,073', '']","['293,325', '']","['233,279', '']","['211,849', '']","['32,741', '']","['136,704', '']"
7973,r004,"All HHE institutions -> U. Texas, Austin",All HHE institutions,"U. Texas, Austin",2,3,"['779,348', '']","['489,827', '']","['30,336', '']","['139,669', '']","['68,580', '']","['43,258', '']","['7,678', '']"
7973,r005,All HHE institutions -> U. Arizona,All HHE institutions,U. Arizona,2,4,"['770,031', '']","['353,117', '']","['28,604', '']","['234,514', '']","['24,601', '']","['31,045', '']","['98,150', '']"
7973,r006,"All HHE institutions -> U. California, Irvine",All HHE institutions,"U. California, Irvine",2,5,"['523,752', '']","['255,010', '']","['15,891', '']","['130,928', '']","['40,622', '']","['34,512', '']","['46,789', '']"
7973,r007,"All HHE institutions -> U. Illinois, Chicago",All HHE institutions,"U. Illinois, Chicago",2,6,"['429,585', '']","['237,949', '']","['8,027', '']","['137,227', '']","['13,998', '']","['25,065', '']","['7,319', '']"
7973,r008,All HHE institutions -> U. New Mexico,All HHE institutions,U. New Mexico,2,7,"['332,566', '']","['242,212', '']","['8,359', '']","['62,426', '']","['4,253', '']","['14,088', '']","['1,228', '']"
7973,r009,All HHE institutions -> Florida International U.,All HHE institutions,Florida International U.,2,8,"['246,075', '']","['105,309', '']","['19,445', '']","['111,950', '']","['2,311', '']","['6,437', '']","['623', '']"
7973,r010,"All HHE institutions -> U. Texas Health Science Center, San Antonio",All HHE institutions,"U. Texas Health Science Center, San Antonio",2,9,"['219,734', '']","['106,824', '']","['25,110', '']","['51,848', '']","['10,085', '']","['25,548', '']","['319', '']"
7973,r011,All HHE institutions -> U. Central Florida,All HHE institutions,U. Central Florida,2,10,"['218,596', '']","['109,310', '']","['11,703', '']","['76,091', '']","['11,489', '']","['5,025', '']","['4,978', '']"
7973,r012,All HHE institutions -> U. Houston,All HHE institutions,U. Houston,2,11,"['202,536', '']","['77,489', '']","['35,530', '']","['71,291', '']","['7,745', '']","['7,309', '']","['3,172', '']"
7973,r013,All HHE institutions -> Texas Tech U.,All HHE institutions,Texas Tech U.,2,12,"['197,739', '']","['33,938', '']","['27,357', '']","['108,999', '']","['12,221', '']","['14,929', '']","['295', '']"
7973,r014,"All HHE institutions -> U. California, Riverside",All HHE institutions,"U. California, Riverside",2,13,"['189,600', '']","['97,182', '']","['11,424', '']","['49,131', '']","['6,809', '']","['7,703', '']","['17,351', '']"
7973,r015,All HHE institutions -> U. Texas Medical Branch,All HHE institutions,U. Texas Medical Branch,2,14,"['185,759', '']","['117,915', '']","['7,739', '']","['39,565', '']","['8,424', '']","['12,116', '']","['0', '']"
7973,r016,"All HHE institutions -> U. California, Santa Cruz",All HHE institutions,"U. California, Santa Cruz",2,15,"['160,615', '']","['86,263', '']","['4,943', '']","['31,668', '']","['7,273', '']","['16,325', '']","['14,143', '']"
7973,r017,"All HHE institutions -> U. Texas, San Antonio",All HHE institutions,"U. Texas, San Antonio",2,16,"['145,362', '']","['42,952', '']","['17,629', '']","['67,130', '']","['5,196', '']","['9,854', '']","['2,601', '']"
7973,r018,"All HHE institutions -> U. Texas, Arlington",All HHE institutions,"U. Texas, Arlington",2,17,"['126,477', '']","['46,946', '']","['19,262', '']","['49,685', '']","['3,006', '']","['6,131', '']","['1,447', '']"
7973,r019,All HHE institutions -> New Mexico State U.,All HHE institutions,New Mexico State U.,2,18,"['110,580', '']","['64,699', '']","['22,094', '']","['13,581', '']","['2,562', '']","['1,982', '']","['5,662', '']"
