table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
11244,r001,All institutions,All institutions,,1,-,6255257,5842267,6188823,7200673,7272418,8407530,8790871,9880092,10023867
11244,r002,All institutions -> Massachusetts General Hospital,All institutions,Massachusetts General Hospital,2,1,352639,348970,372725,394497,465109,515859,537823,617160,591609
11244,r003,All institutions -> Patient-Centered Outcomes Research Institute,All institutions,Patient-Centered Outcomes Research Institute,2,2,282617,152131,114888,883941,491715,578430,469730,460331,521671
11244,r004,All institutions -> Fred Hutchinson Cancer Research Center,All institutions,Fred Hutchinson Cancer Research Center,2,3,235417,232509,241704,280404,305891,304242,730942,470226,496333
11244,r005,All institutions -> Brigham and Women's Hospital,All institutions,Brigham and Women's Hospital,2,4,312197,320660,338275,371925,370959,342920,321962,380675,387940
11244,r006,All institutions -> Research Triangle Institute,All institutions,Research Triangle Institute,2,5,69131,76632,73817,64950,78501,134922,407545,316666,362840
11244,r007,All institutions -> Mayo Clinic,All institutions,Mayo Clinic,2,6,239171,238966,251015,300890,272133,317063,374769,330084,337671
11244,r008,All institutions -> Memorial Sloan Kettering Cancer Center,All institutions,Memorial Sloan Kettering Cancer Center,2,7,110527,106945,124048,133495,148730,172559,173257,194922,271331
11244,r009,All institutions -> Henry M. Jackson Foundation for the Advancement of Military Medicine,All institutions,Henry M. Jackson Foundation for the Advancement of Military Medicine,2,8,129333,79950,105803,48204,223301,367818,24869,298954,266456
11244,r010,All institutions -> Advanced Technology International,All institutions,Advanced Technology International,2,9,0,6784,0,950,17001,17600,34233,232357,236757
11244,r011,All institutions -> Children's Hospital Corp.,All institutions,Children's Hospital Corp.,2,10,123989,133821,139417,150149,155956,210514,202217,225564,223691
11244,r012,All institutions -> Broad Institute,All institutions,Broad Institute,2,11,130458,101919,103907,103974,129143,143299,211732,176061,215922
11244,r013,All institutions -> Cincinnati Children's Hospital Medical Center,All institutions,Cincinnati Children's Hospital Medical Center,2,12,104820,99960,113238,128402,120625,163840,183816,175469,182610
11244,r014,All institutions -> Children's Hospital of Philadelphia,All institutions,Children's Hospital of Philadelphia,2,13,116909,117838,112638,126318,147880,190918,204657,143953,181542
11244,r015,All institutions -> Dana-Farber Cancer Institute,All institutions,Dana-Farber Cancer Institute,2,14,122454,123760,127300,139922,169423,166232,168327,179243,172289
11244,r016,All institutions -> Battelle Memorial Institute all locations,All institutions,Battelle Memorial Institute all locations,2,15,238735,213463,205602,279123,298469,265294,314912,145784,160836
11244,r017,All institutions -> Consortium Management Group Inc.,All institutions,Consortium Management Group Inc.,2,16,0,0,0,0,0,0,0,5685,158844
11244,r018,All institutions -> Beth Israel Deaconess Medical Center,All institutions,Beth Israel Deaconess Medical Center,2,17,111028,110007,129908,128957,129260,130348,134488,140800,133044
11244,r019,All institutions -> SRI International,All institutions,SRI International,2,18,132428,157427,163154,162329,151485,177145,183030,193016,129600
11244,r020,"All institutions -> Seattle Children's Hospital, Foundation, and Research",All institutions,"Seattle Children's Hospital, Foundation, and Research",2,19,37787,37442,49208,44475,47846,91364,98521,106414,117029
11244,r021,All institutions -> National Center for Manufacturing Sciences Inc.,All institutions,National Center for Manufacturing Sciences Inc.,2,20,2179,18553,0,0,4075,160241,0,4312,116108
11244,r022,All institutions -> Cedars-Sinai Medical Center,All institutions,Cedars-Sinai Medical Center,2,21,36588,43004,46810,55947,63158,95165,90033,104488,115543
11244,r023,All institutions -> Kaiser Permanente,All institutions,Kaiser Permanente,2,22,52879,55445,70879,78142,75931,99253,127646,152223,109589
11244,r024,All institutions -> St. Jude Children's Research Hospital,All institutions,St. Jude Children's Research Hospital,2,23,63835,64022,67564,74840,87901,100357,109573,102218,95629
11244,r025,All institutions -> Southwest Research Institute,All institutions,Southwest Research Institute,2,24,80762,84875,99829,113419,84308,43877,129210,72663,94753
11244,r026,All institutions -> HMH Hospitals Corp.,All institutions,HMH Hospitals Corp.,2,25,663,3583,510,740,4439,19022,21503,20797,85012
11244,r027,"All institutions -> City of Hope, Beckman Research Institute",All institutions,"City of Hope, Beckman Research Institute",2,26,43871,43971,41202,57498,58455,73066,71343,75562,80938
11244,r028,All institutions -> Salk Institute for Biological Studies,All institutions,Salk Institute for Biological Studies,2,27,39748,31325,30233,49454,52050,79275,63406,62106,79291
11244,r029,"All institutions -> Jackson Laboratory, The",All institutions,"Jackson Laboratory, The",2,28,52183,58652,54024,60101,69249,77755,70253,70840,76659
11244,r030,All institutions -> Universities Space Research Association,All institutions,Universities Space Research Association,2,29,93085,82272,117442,3431,101506,43541,242,29223,74382
