table_id,row_id,_b_citizenship_ethnicity_and_race_b_full_path,_b_citizenship_ethnicity_and_race_b_level_1,_b_citizenship_ethnicity_and_race_b_level_2,_b_citizenship_ethnicity_and_race_b_level_3,_b_citizenship_ethnicity_and_race_b_level_4,_b_citizenship_ethnicity_and_race_b_level_5,_b_citizenship_ethnicity_and_race_b_hierarchy_depth,field_part_time_total,field_part_time_male,field_part_time_female,field_full_time_total,field_full_time_male,field_full_time_female,field_full_time_first_time_total,field_full_time_first_time_male,field_full_time_first_time_female
6020,r001,"Doctoral students, imputation rate (%)","Doctoral students, imputation rate (%)",,,,,1,,,,,,,,,
6020,r002,"Doctoral students, imputation rate (%) -> All doctoral students","Doctoral students, imputation rate (%)",All doctoral students,,,,2,2.8,3.0,3.3,2.6,4.8,4.8,3.9,5.4,4.6
6020,r003,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup>","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,,,3,,,,,,,,,
6020,r004,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,4,2.6,2.3,2.8,3.7,4.2,4.3,4.0,4.2,4.0
6020,r005,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,4,,,,,,,,,
6020,r006,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,5,1.9,0.0,2.9,4.5,4.4,4.6,2.1,2.4,1.8
6020,r007,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,4.2,5.1,3.5,4.2,5.1,5.0,4.5,5.4,4.3
6020,r008,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,5.4,4.1,6.6,3.6,3.5,3.9,3.9,4.8,3.3
6020,r009,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,25.0,28.6,21.1,5.6,3.4,6.9,0.0,0.0,0.0
6020,r010,"Doctoral students, imputation rate (%) -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White","Doctoral students, imputation rate (%)",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,3.9,4.0,3.9,4.5,5.6,5.1,4.8,5.8,4.7
