table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
10706,r001,Institutions,Institutions,,,,1,131,19.0,57,8.3
10706,r002,Schools,Schools,,,,1,132,17.0,58,7.5
10706,r003,Units,Units,,,,1,200,0.9,81,0.4
10706,r004,All individuals,All individuals,,,,1,1110,100.0,251,100.0
10706,r005,All individuals -> Male,All individuals,Male,,,2,838,75.5,177,70.5
10706,r006,All individuals -> Female,All individuals,Female,,,2,272,24.5,74,29.5
10706,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,554,49.9,na,na
10706,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,32,2.9,na,na
10706,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
10706,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,3,0.3,na,na
10706,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,103,9.3,na,na
10706,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,21,1.9,na,na
10706,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,1,0.1,na,na
10706,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,323,29.1,na,na
10706,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,18,1.6,na,na
10706,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,53,4.8,na,na
10706,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,556,50.1,na,na
10706,r018,Primary source of support,Primary source of support,,,,1,,,,
10706,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,310,27.9,na,na
10706,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,701,63.2,na,na
10706,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,11,1.0,na,na
10706,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,88,7.9,na,na
10706,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
10706,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,140,12.6,na,na
10706,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,453,40.8,na,na
10706,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,82,7.4,na,na
10706,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,435,39.2,na,na
10706,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
10706,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,922,83.1,220,87.6
10706,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,17,1.5,15,6.0
10706,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,6,0.5,0,0.0
10706,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,165,14.9,16,6.4
10706,r033,Degree origin,Degree origin,,,,1,,,,
10706,r034,Degree origin -> United States,Degree origin,United States,,,2,537,48.4,na,na
10706,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,187,16.8,na,na
10706,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,386,34.8,na,na
