table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7974,r001,All HHE institutions,All HHE institutions,,1,-,"['8,769,616', '']","['313,102', '']","['413,175', '']","['4,464,246', '']","['105,010', '']","['728,365', '']","['224,644', '']","['245,513', '']","['79,110', '']","['1,503,110', '']","['693,341', '']"
7974,r002,"All HHE institutions -> Texas A&M U., College Station and Health Science Center",All HHE institutions,"Texas A&M U., College Station and Health Science Center",2,1,"['1,147,720', '']","['19,178', '']","['106,932', '']","['487,219', '']","['6,729', '']","['56,029', '']","['6,546', '']","['28,965', '']","['10,943', '']","['385,656', '']","['39,523', '']"
7974,r003,All HHE institutions -> U. Texas M. D. Anderson Cancer Center,All HHE institutions,U. Texas M. D. Anderson Cancer Center,2,2,"['1,124,971', '']","['0', '']","['0', '']","['1,056,727', '']","['18,914', '']","['17,572', '']","['17,939', '']","['13,819', '']","['0', '']","['0', '']","['0', '']"
7974,r004,"All HHE institutions -> U. Texas, Austin",All HHE institutions,"U. Texas, Austin",2,3,"['779,348', '']","['87,595', '']","['54,009', '']","['148,471', '']","['17,349', '']","['85,250', '']","['10,293', '']","['23,660', '']","['2,806', '']","['279,730', '']","['70,185', '']"
7974,r005,All HHE institutions -> U. Arizona,All HHE institutions,U. Arizona,2,4,"['770,031', '']","['16,503', '']","['32,088', '']","['447,584', '']","['3,347', '']","['140,655', '']","['4,255', '']","['18,628', '']","['6,158', '']","['72,158', '']","['28,655', '']"
7974,r006,"All HHE institutions -> U. California, Irvine",All HHE institutions,"U. California, Irvine",2,5,"['523,752', '']","['23,444', '']","['13,034', '']","['315,900', '']","['6,314', '']","['38,794', '']","['10,898', '']","['12,606', '']","['1,036', '']","['65,454', '']","['36,272', '']"
7974,r007,"All HHE institutions -> U. Illinois, Chicago",All HHE institutions,"U. Illinois, Chicago",2,6,"['429,585', '']","['12,103', '']","['943', '']","['324,053', '']","['4,021', '']","['17,718', '']","['2,928', '']","['8,351', '']","['6,112', '']","['35,675', '']","['17,681', '']"
7974,r008,All HHE institutions -> U. New Mexico,All HHE institutions,U. New Mexico,2,7,"['332,566', '']","['3,657', '']","['6,727', '']","['243,730', '']","['1,229', '']","['7,087', '']","['6,321', '']","['10,544', '']","['6,770', '']","['41,317', '']","['5,184', '']"
7974,r009,All HHE institutions -> Florida International U.,All HHE institutions,Florida International U.,2,8,"['246,075', '']","['16,708', '']","['16,584', '']","['55,462', '']","['1,915', '']","['27,997', '']","['34,345', '']","['19,172', '']","['1,950', '']","['41,740', '']","['30,202', '']"
7974,r010,"All HHE institutions -> U. Texas Health Science Center, San Antonio",All HHE institutions,"U. Texas Health Science Center, San Antonio",2,9,"['219,734', '']","['0', '']","['0', '']","['219,734', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7974,r011,All HHE institutions -> U. Central Florida,All HHE institutions,U. Central Florida,2,10,"['218,596', '']","['32,242', '']","['3,951', '']","['30,876', '']","['3,269', '']","['37,144', '']","['9,231', '']","['6,935', '']","['893', '']","['57,620', '']","['36,435', '']"
7974,r012,All HHE institutions -> U. Houston,All HHE institutions,U. Houston,2,11,"['202,536', '']","['4,352', '']","['9,292', '']","['34,322', '']","['3,497', '']","['52,230', '']","['13,601', '']","['2,404', '']","['1,590', '']","['56,555', '']","['24,693', '']"
7974,r013,All HHE institutions -> Texas Tech U.,All HHE institutions,Texas Tech U.,2,12,"['197,739', '']","['4,274', '']","['9,282', '']","['55,930', '']","['3,678', '']","['15,784', '']","['8,762', '']","['11,235', '']","['0', '']","['41,962', '']","['46,832', '']"
7974,r014,"All HHE institutions -> U. California, Riverside",All HHE institutions,"U. California, Riverside",2,13,"['189,600', '']","['8,295', '']","['10,303', '']","['98,539', '']","['1,994', '']","['17,559', '']","['3,791', '']","['5,224', '']","['2,821', '']","['34,888', '']","['6,186', '']"
7974,r015,All HHE institutions -> U. Texas Medical Branch,All HHE institutions,U. Texas Medical Branch,2,14,"['185,759', '']","['0', '']","['0', '']","['184,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,259', '']","['0', '']"
7974,r016,"All HHE institutions -> U. California, Santa Cruz",All HHE institutions,"U. California, Santa Cruz",2,15,"['160,615', '']","['5,128', '']","['31,217', '']","['28,302', '']","['156', '']","['35,606', '']","['868', '']","['5,411', '']","['575', '']","['49,576', '']","['3,776', '']"
7974,r017,"All HHE institutions -> U. Texas, San Antonio",All HHE institutions,"U. Texas, San Antonio",2,16,"['145,362', '']","['19,203', '']","['3,429', '']","['26,419', '']","['1,554', '']","['11,547', '']","['2,835', '']","['9,393', '']","['2,153', '']","['21,499', '']","['47,330', '']"
7974,r018,"All HHE institutions -> U. Texas, Arlington",All HHE institutions,"U. Texas, Arlington",2,17,"['126,477', '']","['6,865', '']","['867', '']","['19,246', '']","['2,350', '']","['16,864', '']","['1,568', '']","['79', '']","['0', '']","['58,154', '']","['20,484', '']"
7974,r019,All HHE institutions -> New Mexico State U.,All HHE institutions,New Mexico State U.,2,18,"['110,580', '']","['4,043', '']","['5,067', '']","['48,808', '']","['116', '']","['20,108', '']","['422', '']","['570', '']","['502', '']","['29,884', '']","['1,060', '']"
