table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
6077,r001,All surveyed fields,All surveyed fields,,,,,,1,697813,48.4,414478,51.2,283335,44.3,65681,41.8,29661,41.8
6077,r002,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,,,,,2,487051,53.0,314305,54.9,172746,49.5,29890,47.9,na,na
6077,r003,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,,3,62679,56.6,43750,58.7,18929,51.9,2027,52.2,na,na
6077,r004,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,,3,,,,,,,,,,
6077,r005,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,,4,2042,60.1,1284,60.1,758,60.0,72,65.3,na,na
6077,r006,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,,4,53094,48.5,35075,48.5,18019,48.7,5696,45.2,na,na
6077,r007,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,,4,41916,62.4,30842,63.0,11074,60.5,1081,61.4,na,na
6077,r008,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,4,778,57.7,578,56.9,200,60.0,52,57.7,na,na
6077,r009,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,,4,284055,51.5,175090,53.7,108965,48.1,17123,47.5,na,na
6077,r010,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,,4,17579,54.9,11069,56.4,6510,52.4,555,53.5,na,na
6077,r011,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,,3,24908,51.6,16617,54.4,8291,46.0,3284,45.9,na,na
6077,r012,All surveyed fields -> Temporary visa holders,All surveyed fields,Temporary visa holders,,,,,2,210762,37.9,100173,39.8,110589,36.2,35791,36.7,na,na
6077,r013,All surveyed fields -> Engineering,All surveyed fields,Engineering,,,,,2,157729,27.0,86450,26.5,71279,27.6,8462,24.8,3921,23.0
6077,r014,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,,,,3,84403,27.3,53643,25.6,30760,30.3,2793,30.4,na,na
6077,r015,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,4,9644,28.1,6704,26.6,2940,31.6,152,29.6,na,na
6077,r016,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,4,,,,,,,,,,
6077,r017,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,5,239,38.1,160,38.1,79,38.0,8,75.0,na,na
6077,r018,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,5,12020,30.8,7628,28.8,4392,34.1,708,29.7,na,na
6077,r019,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,5,4583,31.7,2952,29.6,1631,35.4,68,41.2,na,na
6077,r020,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,5,101,26.7,71,21.1,30,40.0,4,25.0,na,na
6077,r021,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,5,50847,25.6,31783,23.9,19064,28.5,1513,30.5,na,na
6077,r022,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,5,3143,31.8,1949,29.7,1194,35.3,59,32.2,na,na
6077,r023,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,4,3826,27.3,2396,26.0,1430,29.7,281,27.8,na,na
6077,r024,All surveyed fields -> Engineering -> Temporary visa holders,All surveyed fields,Engineering,Temporary visa holders,,,,3,73326,26.7,32807,28.1,40519,25.5,5669,22.1,na,na
6077,r025,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,,3,6971,17.9,4326,17.6,2645,18.6,233,15.5,149,16.8
6077,r026,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,,,4,5300,18.1,3752,17.6,1548,19.4,78,21.8,na,na
6077,r027,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,532,16.4,416,14.9,116,21.6,4,0.0,na,na
6077,r028,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
6077,r029,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,14,21.4,10,30.0,4,0.0,0,-,na,na
6077,r030,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,608,20.1,425,21.2,183,17.5,17,23.5,na,na
6077,r031,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,163,25.2,115,25.2,48,25.0,0,-,na,na
6077,r032,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,10,20.0,5,20.0,5,20.0,0,-,na,na
6077,r033,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,3552,17.6,2479,16.8,1073,19.5,46,21.7,na,na
6077,r034,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,233,19.7,158,21.5,75,16.0,1,0.0,na,na
6077,r035,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,188,18.6,144,17.4,44,22.7,10,30.0,na,na
6077,r036,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Temporary visa holders",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Temporary visa holders,,,4,1671,17.4,574,17.4,1097,17.3,155,12.3,na,na
6077,r037,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",,,,3,12775,45.0,4536,47.0,8239,43.9,1696,35.8,525,36.8
