table_id,row_id,time_period,longer_term_trends_level_1,longer_term_trends_level_2,longer_term_trends_hierarchy_depth,value
8112,r001,"Total R&D, all performers",Longer term trends,1990–2000,2,5.8
8112,r002,"Total R&D, all performers",Longer term trends,2000–10,2,4.3
8112,r003,"Total R&D, all performers",Longer term trends,2010–20,2,5.8
8112,r004,"Total R&D, all performers",Most recent years,2010–11,2,4.8
8112,r005,"Total R&D, all performers",Most recent years,2011–12,2,1.8
8112,r006,"Total R&D, all performers",Most recent years,2012–13,2,4.7
8112,r007,"Total R&D, all performers",Most recent years,2013–14,2,4.8
8112,r008,"Total R&D, all performers",Most recent years,2014–15,2,3.9
8112,r009,"Total R&D, all performers",Most recent years,2015–16,2,5.5
8112,r010,"Total R&D, all performers",Most recent years,2016–17,2,6.1
8112,r011,"Total R&D, all performers",Most recent years,2017–18,2,9.1
8112,r012,"Total R&D, all performers",Most recent years,2018–19,2,10.2
8112,r013,"Total R&D, all performers",Most recent years,2019–20a,2,7.6
8112,r014,"Total R&D, all performers",Most recent years,2020–21b,2,10.4
8112,r015,"Total R&D, all performers -> Business",Longer term trends,1990–2000,2,6.4
8112,r016,"Total R&D, all performers -> Business",Longer term trends,2000–10,2,3.4
8112,r017,"Total R&D, all performers -> Business",Longer term trends,2010–20,2,6.9
8112,r018,"Total R&D, all performers -> Business",Most recent years,2010–11,2,5.4
8112,r019,"Total R&D, all performers -> Business",Most recent years,2011–12,2,2.8
8112,r020,"Total R&D, all performers -> Business",Most recent years,2012–13,2,6.7
8112,r021,"Total R&D, all performers -> Business",Most recent years,2013–14,2,5.6
8112,r022,"Total R&D, all performers -> Business",Most recent years,2014–15,2,4.4
8112,r023,"Total R&D, all performers -> Business",Most recent years,2015–16,2,6.7
8112,r024,"Total R&D, all performers -> Business",Most recent years,2016–17,2,6.9
8112,r025,"Total R&D, all performers -> Business",Most recent years,2017–18,2,9.8
8112,r026,"Total R&D, all performers -> Business",Most recent years,2018–19,2,11.8
8112,r027,"Total R&D, all performers -> Business",Most recent years,2019–20a,2,9.0
8112,r028,"Total R&D, all performers -> Business",Most recent years,2020–21b,2,12.7
8112,r029,"Total R&D, all performers -> Federal government",Longer term trends,1990–2000,2,1.9
8112,r030,"Total R&D, all performers -> Federal government",Longer term trends,2000–10,2,5.9
8112,r031,"Total R&D, all performers -> Federal government",Longer term trends,2010–20,2,2.4
8112,r032,"Total R&D, all performers -> Federal government",Most recent years,2010–11,2,5.4
8112,r033,"Total R&D, all performers -> Federal government",Most recent years,2011–12,2,-2.6
8112,r034,"Total R&D, all performers -> Federal government",Most recent years,2012–13,2,-2.0
8112,r035,"Total R&D, all performers -> Federal government",Most recent years,2013–14,2,3.1
8112,r036,"Total R&D, all performers -> Federal government",Most recent years,2014–15,2,0.3
8112,r037,"Total R&D, all performers -> Federal government",Most recent years,2015–16,2,-3.1
8112,r038,"Total R&D, all performers -> Federal government",Most recent years,2016–17,2,2.7
8112,r039,"Total R&D, all performers -> Federal government",Most recent years,2017–18,2,11.0
8112,r040,"Total R&D, all performers -> Federal government",Most recent years,2018–19,2,7.6
8112,r041,"Total R&D, all performers -> Federal government",Most recent years,2019–20a,2,2.3
8112,r042,"Total R&D, all performers -> Federal government",Most recent years,2020–21b,2,1.5
8112,r043,"Total R&D, all performers -> Federal government -> Federal intramural",Longer term trends,1990–2000,2,2.1
8112,r044,"Total R&D, all performers -> Federal government -> Federal intramural",Longer term trends,2000–10,2,5.2
8112,r045,"Total R&D, all performers -> Federal government -> Federal intramural",Longer term trends,2010–20,2,2.4
8112,r046,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2010–11,2,9.3
8112,r047,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2011–12,2,-2.7
8112,r048,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2012–13,2,-1.8
8112,r049,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2013–14,2,4.1
8112,r050,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2014–15,2,-1.7
8112,r051,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2015–16,2,-7.1
8112,r052,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2016–17,2,1.5
8112,r053,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2017–18,2,14.2
8112,r054,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2018–19,2,8.4
8112,r055,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2019–20a,2,1.3
8112,r056,"Total R&D, all performers -> Federal government -> Federal intramural",Most recent years,2020–21b,2,-0.8
8112,r057,"Total R&D, all performers -> Federal government -> FFRDCs",Longer term trends,1990–2000,2,1.7
8112,r058,"Total R&D, all performers -> Federal government -> FFRDCs",Longer term trends,2000–10,2,7.3
8112,r059,"Total R&D, all performers -> Federal government -> FFRDCs",Longer term trends,2010–20,2,2.4
8112,r060,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2010–11,2,-1.4
8112,r061,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2011–12,2,-2.4
8112,r062,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2012–13,2,-2.5
8112,r063,"Total R&D, all performers -> Federal government -> FFRDCs",Most recent years,2013–14,2,1.3
