table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3136,r001,All institutions,All institutions,,1,-,"['83,496,348', '']","['2,639,334', '']","['3,185,089', '']","['48,230,138', '']","['769,722', '']","['5,551,281', '']","['1,322,793', '']","['2,805,477', '']","['915,083', '']","['13,214,359', '']","['4,863,072', '']"
3136,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['2,917,436', '']","['199,773', 'i']","['42,585', 'i']","['1,053,401', 'i']","['85,874', 'i']","['323,619', 'i']","['4,995', 'i']","['8,923', 'i']","['46,775', 'i']","['1,147,335', 'i']","['4,156', 'i']"
3136,r003,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,2,"['1,675,805', '']","['12,983', '']","['15,705', '']","['955,653', '']","['18,478', '']","['61,017', '']","['19,157', '']","['191,336', '']","['5,104', '']","['291,887', '']","['104,485', '']"
3136,r004,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,3,"['1,595,098', '']","['0', '']","['0', '']","['1,529,156', '']","['0', '']","['65,942', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3136,r005,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,4,"['1,506,285', '']","['26,968', '']","['2,455', '']","['1,125,634', '']","['7,432', '']","['60,150', '']","['14,222', '']","['49,088', '']","['4,444', '']","['78,444', '']","['137,448', '']"
3136,r006,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,5,"['1,425,601', '']","['24,969', '']","['123,301', '']","['954,062', '']","['6,102', '']","['58,166', '']","['9,552', '']","['16,437', '']","['2', '']","['155,076', '']","['77,934', '']"
3136,r007,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,6,"['1,353,763', '']","['28,302', '']","['180,626', '']","['819,167', '']","['5,466', '']","['85,322', '']","['18,932', '']","['20,178', '']","['13,273', '']","['172,919', '']","['9,578', '']"
3136,r008,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,7,"['1,306,376', '']","['15,867', '']","['38,106', '']","['925,447', '']","['13,118', '']","['60,067', '']","['17,044', '']","['58,050', '']","['26,039', '']","['95,797', '']","['56,841', '']"
3136,r009,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,8,"['1,297,331', '']","['20,372', '']","['58,701', '']","['814,119', '']","['6,405', '']","['75,231', '']","['12,498', '']","['48,019', '']","['47,292', '']","['126,587', '']","['88,107', '']"
3136,r010,All institutions -> Harvard U.,All institutions,Harvard U.,2,9,"['1,239,736', '']","['15,229', '']","['43,664', '']","['704,460', '']","['22,127', '']","['94,515', '']","['6,829', '']","['141,321', '']","['5,362', '']","['95,651', '']","['110,578', '']"
3136,r011,All institutions -> Duke U.,All institutions,Duke U.,2,10,"['1,226,517', '']","['5,845', '']","['11,077', '']","['1,018,199', '']","['10,319', '']","['21,176', '']","['11,226', '']","['34,532', '']","['175', '']","['100,379', '']","['13,589', '']"
3136,r012,All institutions -> Stanford U.,All institutions,Stanford U.,2,11,"['1,204,116', '']","['24,575', '']","['17,624', '']","['837,068', '']","['4,836', '']","['95,084', '']","['20,091', '']","['24,038', '']","['788', '']","['134,585', '']","['45,427', '']"
3136,r013,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,12,"['1,153,773', '']","['23,146', '']","['16,922', '']","['846,630', '']","['3,049', '']","['37,055', '']","['46,808', '']","['108,095', '']","['124', '']","['31,825', '']","['40,119', '']"
3136,r014,All institutions -> Cornell U.,All institutions,Cornell U.,2,13,"['1,144,534', '']","['29,330', '']","['6,531', '']","['789,230', '']","['3,341', '']","['122,968', '']","['12,682', '']","['29,183', '']","['0', '']","['110,545', '']","['40,724', '']"
3136,r015,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,14,"['1,096,600', '']","['47,841', '']","['52,823', '']","['601,632', '']","['4,685', '']","['102,720', '']","['9,617', '']","['66,691', '']","['2,453', '']","['158,814', '']","['49,324', '']"
3136,r016,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,15,"['1,080,951', '']","['9,734', '']","['13,185', '']","['935,756', '']","['4,442', '']","['30,196', '']","['14,154', '']","['4,662', '']","['10,542', '']","['46,075', '']","['12,205', '']"
3136,r017,All institutions -> Yale U.,All institutions,Yale U.,2,16,"['1,072,309', '']","['5,996', '']","['6,995', '']","['912,802', '']","['3,831', '']","['62,247', '']","['13,211', '']","['14,401', '']","['566', '']","['36,591', '']","['15,669', '']"
3136,r018,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,17,"['1,013,112', '']","['22,227', '']","['14,391', '']","['684,938', '']","['9,822', '']","['45,573', '']","['34,448', '']","['35,278', '']","['2,559', '']","['120,976', '']","['42,900', '']"
3136,r019,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,18,"['1,009,466', '']","['96,682', '']","['34,015', '']","['143,017', '']","['11,774', '']","['136,601', '']","['517', '']","['46,532', '']","['20,026', '']","['450,915', '']","['69,387', '']"
3136,r020,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,19,"['1,003,615', '']","['24,725', '']","['75,900', '']","['727,779', '']","['5,725', '']","['35,369', '']","['4,552', '']","['19,050', '']","['0', '']","['72,596', '']","['37,919', '']"
3136,r021,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,20,"['969,496', '']","['0', '']","['0', '']","['902,580', '']","['20,358', '']","['19,017', '']","['17,247', '']","['10,294', '']","['0', '']","['0', '']","['0', '']"
3136,r022,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,21,"['960,167', '']","['164,657', '']","['12,260', '']","['33,854', '']","['8,058', '']","['38,229', '']","['3,550', '']","['5,773', '']","['0', '']","['664,695', '']","['29,091', '']"
3136,r023,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,22,"['952,156', '']","['21,800', '']","['113,459', '']","['351,403', '']","['8,700', '']","['55,920', '']","['3,538', '']","['30,686', '']","['4,496', '']","['321,373', '']","['40,781', '']"
3136,r024,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,23,"['949,679', '']","['69,638', '']","['46,390', '']","['266,143', '']","['25,057', '']","['99,485', '']","['38,984', '']","['27,943', '']","['0', '']","['350,391', '']","['25,648', '']"
3136,r025,All institutions -> New York U.,All institutions,New York U.,2,24,"['934,720', '']","['14,607', '']","['434', '']","['630,246', '']","['12,002', '']","['26,098', '']","['30,002', '']","['31,003', '']","['1,146', '']","['99,711', '']","['89,471', '']"
3136,r026,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,25,"['929,250', '']","['23,393', '']","['9,030', '']","['550,461', '']","['6,415', '']","['46,223', '']","['7,861', '']","['17,776', '']","['37,725', '']","['177,518', '']","['52,848', '']"
3136,r027,All institutions -> U. Florida,All institutions,U. Florida,2,26,"['928,639', '']","['13,569', '']","['17,186', '']","['689,605', '']","['2,346', '']","['26,341', '']","['10,208', '']","['13,849', '']","['69', '']","['107,598', '']","['47,868', '']"
3136,r028,All institutions -> U. Southern California,All institutions,U. Southern California,2,27,"['909,683', '']","['124,944', '']","['16,850', '']","['568,194', '']","['1,500', '']","['20,109', '']","['9,153', '']","['52,212', '']","['0', '']","['76,180', '']","['40,541', '']"
3136,r029,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,28,"['887,088', '']","['5,504', '']","['5,676', '']","['796,337', '']","['639', '']","['24,852', '']","['6,129', '']","['1,259', '']","['2,992', '']","['23,090', '']","['20,610', '']"
3136,r030,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,29,"['857,069', '']","['3,035', '']","['1,547', '']","['604,875', '']","['2,461', '']","['82,072', '']","['4,157', '']","['16,211', '']","['32,836', '']","['80,413', '']","['29,462', '']"
3136,r031,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,30,"['804,282', '']","['7,562', '']","['29,166', '']","['593,628', '']","['4,162', '']","['26,589', '']","['2,740', '']","['27,167', '']","['7,893', '']","['92,277', '']","['13,098', '']"
3136,r032,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,31,"['802,931', '']","['12,125', '']","['9,429', '']","['239,459', '']","['8,177', '']","['130,895', '']","['17,955', '']","['61,374', '']","['72,048', '']","['200,122', '']","['51,347', '']"
3136,r033,All institutions -> Emory U.,All institutions,Emory U.,2,32,"['794,928', '']","['2,427', '']","['1,237', '']","['727,296', '']","['2,715', '']","['23,150', '']","['5,399', '']","['2,005', '']","['0', '']","['9,614', '']","['21,085', '']"
