table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
10884,r001,1967,Total,,,1,11898
10884,r002,1967,Intramural,Federal agenciesa,,2,1934
10884,r003,1967,Intramural,FFRDCs,,2,803
10884,r004,1967,Extramural,United States and U.S. territories,Businesses,3,8839
10884,r005,1967,Extramural,United States and U.S. territories,Higher educationb,3,142
10884,r006,1967,Extramural,United States and U.S. territories,Nonprofit organizations,3,151
10884,r007,1967,Extramural,United States and U.S. territories,State and local governments,3,10
10884,r008,1967,Extramural,Non-U.S. performers,,2,17
10884,r009,1968,Total,,,1,11140
10884,r010,1968,Intramural,Federal agenciesa,,2,1952
10884,r011,1968,Intramural,FFRDCs,,2,879
10884,r012,1968,Extramural,United States and U.S. territories,Businesses,3,7953
10884,r013,1968,Extramural,United States and U.S. territories,Higher educationb,3,186
10884,r014,1968,Extramural,United States and U.S. territories,Nonprofit organizations,3,143
10884,r015,1968,Extramural,United States and U.S. territories,State and local governments,3,18
10884,r016,1968,Extramural,Non-U.S. performers,,2,9
10884,r017,1969,Total,,,1,10996
10884,r018,1969,Intramural,Federal agenciesa,,2,1856
10884,r019,1969,Intramural,FFRDCs,,2,937
10884,r020,1969,Extramural,United States and U.S. territories,Businesses,3,7817
10884,r021,1969,Extramural,United States and U.S. territories,Higher educationb,3,207
10884,r022,1969,Extramural,United States and U.S. territories,Nonprofit organizations,3,143
10884,r023,1969,Extramural,United States and U.S. territories,State and local governments,3,27
10884,r024,1969,Extramural,Non-U.S. performers,,2,9
10884,r025,1970,Total,,,1,10438
10884,r026,1970,Intramural,Federal agenciesa,,2,2175
10884,r027,1970,Intramural,FFRDCs,,2,929
10884,r028,1970,Extramural,United States and U.S. territories,Businesses,3,6894
10884,r029,1970,Extramural,United States and U.S. territories,Higher educationb,3,199
10884,r030,1970,Extramural,United States and U.S. territories,Nonprofit organizations,3,214
10884,r031,1970,Extramural,United States and U.S. territories,State and local governments,3,16
10884,r032,1970,Extramural,Non-U.S. performers,,2,10
10884,r033,1971,Total,,,1,10419
10884,r034,1971,Intramural,Federal agenciesa,,2,2340
10884,r035,1971,Intramural,FFRDCs,,2,933
10884,r036,1971,Extramural,United States and U.S. territories,Businesses,3,6699
10884,r037,1971,Extramural,United States and U.S. territories,Higher educationb,3,214
10884,r038,1971,Extramural,United States and U.S. territories,Nonprofit organizations,3,177
10884,r039,1971,Extramural,United States and U.S. territories,State and local governments,3,45
10884,r040,1971,Extramural,Non-U.S. performers,,2,11
10884,r041,1972,Total,,,1,10948
10884,r042,1972,Intramural,Federal agenciesa,,2,2605
10884,r043,1972,Intramural,FFRDCs,,2,972
10884,r044,1972,Extramural,United States and U.S. territories,Businesses,3,6809
10884,r045,1972,Extramural,United States and U.S. territories,Higher educationb,3,261
10884,r046,1972,Extramural,United States and U.S. territories,Nonprofit organizations,3,173
10884,r047,1972,Extramural,United States and U.S. territories,State and local governments,3,113
10884,r048,1972,Extramural,Non-U.S. performers,,2,15
10884,r049,1973,Total,,,1,11219
10884,r050,1973,Intramural,Federal agenciesa,,2,2674
10884,r051,1973,Intramural,FFRDCs,,2,1017
10884,r052,1973,Extramural,United States and U.S. territories,Businesses,3,6844
