table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
3476,r001,2000,Total,,,,1,234000
3476,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,14185
3476,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.1
3476,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1394
3476,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
3476,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,16839
3476,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.2
3476,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,17857
3476,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.6
3476,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,945
3476,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
3476,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,166486
3476,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,71.1
3476,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,399
3476,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
3476,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,15895
3476,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.8
3476,r018,2001,Total,,,,1,237718
3476,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,14791
3476,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.2
3476,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1456
3476,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
3476,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,17698
3476,r024,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.4
3476,r025,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,18540
3476,r026,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.8
3476,r027,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,870
3476,r028,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.4
3476,r029,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,167559
3476,r030,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,70.5
3476,r031,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,429
3476,r032,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.2
3476,r033,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,16375
3476,r034,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,6.9
3476,r035,2002,Total,,,,1,247842
3476,r036,2002,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,16173
3476,r037,2002,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.5
3476,r038,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1490
3476,r039,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
3476,r040,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,19160
3476,r041,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.7
3476,r042,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,19594
3476,r043,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,7.9
3476,r044,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,770
3476,r045,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
3476,r046,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,172576
3476,r047,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,69.6
3476,r048,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,330
3476,r049,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
3476,r050,2002,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,17749
3476,r051,2002,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,7.2
3476,r052,2003,Total,,,,1,259871
3476,r053,2003,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,17262
3476,r054,2003,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,6.6
3476,r055,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,1575
3476,r056,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.6
3476,r057,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,20280
3476,r058,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,7.8
