table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5404,r001,All institutions,All institutions,,1,-,"['86,296,178', '']","['2,923,149', '']","['3,281,251', '']","['49,640,508', '']","['798,975', '']","['5,667,046', '']","['1,357,081', '']","['2,947,338', '']","['952,459', '']","['13,692,756', '']","['5,035,615', '']"
5404,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['3,110,494', '']","['226,696', 'i']","['65,556', 'i']","['1,047,668', 'i']","['105,774', 'i']","['390,245', 'i']","['5,918', 'i']","['6,221', 'i']","['50,959', 'i']","['1,205,632', 'i']","['5,825', 'i']"
5404,r003,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,2,"['1,673,862', '']","['15,180', '']","['14,928', '']","['967,660', '']","['18,648', '']","['60,824', '']","['20,413', '']","['187,421', '']","['4,528', '']","['283,329', '']","['100,931', '']"
5404,r004,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,3,"['1,651,073', '']","['0', '']","['0', '']","['1,581,411', '']","['0', '']","['69,662', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5404,r005,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,4,"['1,579,364', '']","['26,318', '']","['1,760', '']","['1,185,719', '']","['6,817', '']","['58,157', '']","['15,854', '']","['51,374', '']","['4,670', '']","['82,299', '']","['146,396', '']"
5404,r006,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,5,"['1,456,902', '']","['27,986', '']","['135,307', '']","['963,264', '']","['7,120', '']","['60,477', '']","['8,802', '']","['15,458', '']","['0', '']","['152,919', '']","['85,569', '']"
5404,r007,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,6,"['1,403,735', '']","['30,370', '']","['201,331', '']","['828,401', '']","['4,857', '']","['94,124', '']","['20,113', '']","['19,942', '']","['13,715', '']","['182,495', '']","['8,387', '']"
5404,r008,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,7,"['1,392,941', '']","['17,480', '']","['41,594', '']","['989,602', '']","['13,161', '']","['54,697', '']","['19,087', '']","['60,591', '']","['48,975', '']","['93,520', '']","['54,234', '']"
5404,r009,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,8,"['1,363,931', '']","['28,241', '']","['65,000', '']","['839,302', '']","['6,675', '']","['83,687', '']","['12,090', '']","['59,239', '']","['44,219', '']","['133,600', '']","['91,878', '']"
5404,r010,All institutions -> Harvard U.,All institutions,Harvard U.,2,9,"['1,239,983', '']","['15,250', '']","['43,505', '']","['684,127', '']","['20,038', '']","['100,654', '']","['5,099', '']","['142,484', '']","['7,303', '']","['97,884', '']","['123,639', '']"
5404,r011,All institutions -> Stanford U.,All institutions,Stanford U.,2,10,"['1,203,950', '']","['26,512', '']","['20,216', '']","['836,401', '']","['7,036', '']","['94,954', '']","['18,866', '']","['24,770', '']","['104', '']","['130,950', '']","['44,141', '']"
5404,r012,All institutions -> Duke U.,All institutions,Duke U.,2,11,"['1,196,638', '']","['6,019', '']","['9,675', '']","['990,897', '']","['9,842', '']","['22,396', '']","['8,953', '']","['36,760', '']","['10', '']","['95,657', '']","['16,429', '']"
