table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2017,field_total_2018,field_total_2019,field_total_2020,field_federally_financed_2017,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020
5426,r001,All institutions,All institutions,,1,-,"['13,722,803', '']","['14,516,633', '']","['15,392,567', '']","['15,761,876', '']","['8,179,596', '']","['8,572,870', '']","['9,263,466', '']","['9,339,917', '']"
5426,r002,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,1,"['692,343', '']","['727,296', '']","['743,835', '']","['780,497', '']","['366,337', '']","['373,564', '']","['390,906', '']","['390,309', '']"
5426,r003,All institutions -> Harvard U.,All institutions,Harvard U.,2,2,"['479,595', '']","['486,362', '']","['536,371', '']","['534,656', '']","['286,092', '']","['299,638', '']","['337,304', '']","['325,366', '']"
5426,r004,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,3,"['354,582', '']","['396,839', '']","['427,734', '']","['444,964', '']","['250,090', '']","['267,088', '']","['267,122', '']","['243,502', '']"
5426,r005,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,4,"['275,705', '']","['300,271', '']","['359,149', '']","['359,900', '']","['159,892', '']","['169,196', '']","['198,767', '']","['208,188', '']"
5426,r006,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,5,"['297,046', '']","['327,959', '']","['354,062', '']","['359,856', '']","['188,943', '']","['198,645', '']","['211,425', '']","['216,565', '']"
5426,r007,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,6,"['314,916', '']","['319,636', '']","['318,581', '']","['322,734', '']","['75,193', '']","['76,714', '']","['75,507', '']","['78,153', '']"
5426,r008,All institutions -> Cornell U.,All institutions,Cornell U.,2,7,"['299,232', '']","['298,172', '']","['314,443', '']","['311,954', '']","['127,657', '']","['128,421', '']","['146,718', '']","['153,222', '']"
5426,r009,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,8,"['319,076', '']","['309,943', '']","['298,881', '']","['311,546', '']","['191,895', '']","['189,614', '']","['171,688', '']","['166,676', '']"
5426,r010,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,9,"['289,980', 'i']","['288,079', 'i']","['326,327', 'i']","['311,295', 'i']","['201,514', '']","['194,395', '']","['228,297', '']","['221,384', '']"
5426,r011,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,10,"['309,987', '']","['283,074', '']","['289,848', '']","['304,198', '']","['71,042', '']","['72,068', '']","['74,738', '']","['64,702', '']"
5426,r012,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,11,"['255,233', '']","['279,951', '']","['294,582', '']","['294,183', '']","['176,416', '']","['185,759', '']","['189,292', '']","['189,410', '']"
5426,r013,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,12,"['194,360', '']","['220,658', '']","['261,715', '']","['277,654', '']","['111,331', '']","['138,453', '']","['161,268', '']","['162,347', '']"
5426,r014,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,13,"['216,493', '']","['230,944', '']","['258,013', '']","['266,507', '']","['149,399', '']","['154,781', '']","['176,626', '']","['180,703', '']"
5426,r015,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,14,"['255,654', '']","['288,723', '']","['257,677', '']","['260,831', '']","['164,641', '']","['177,908', '']","['152,127', '']","['153,375', '']"
5426,r016,All institutions -> New York U.,All institutions,New York U.,2,15,"['166,380', '']","['241,316', '']","['250,281', '']","['250,446', '']","['110,917', '']","['132,039', '']","['138,450', '']","['147,771', '']"
5426,r017,All institutions -> Duke U.,All institutions,Duke U.,2,16,"['207,819', '']","['221,378', '']","['237,097', '']","['245,327', '']","['161,533', '']","['172,875', '']","['189,808', '']","['195,787', '']"
5426,r018,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,17,"['105,312', '']","['199,462', '']","['212,843', '']","['230,231', '']","['67,457', '']","['104,569', '']","['118,802', '']","['128,995', '']"
5426,r019,All institutions -> Stanford U.,All institutions,Stanford U.,2,18,"['185,054', '']","['188,026', '']","['189,727', '']","['228,842', '']","['142,966', '']","['148,089', '']","['150,221', '']","['179,023', '']"
5426,r020,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,19,"['200,810', '']","['220,855', '']","['224,044', '']","['218,316', '']","['121,310', '']","['136,830', '']","['140,036', '']","['136,739', '']"
5426,r021,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,20,"['156,544', '']","['161,587', '']","['177,357', '']","['214,795', '']","['72,552', '']","['72,589', '']","['75,227', '']","['88,551', '']"
5426,r022,All institutions -> U. Arizona,All institutions,U. Arizona,2,21,"['147,594', '']","['174,310', '']","['200,691', '']","['212,741', '']","['66,908', '']","['72,873', '']","['96,689', '']","['101,105', '']"
