table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10117,r001,All institutions,All institutions,,1,-,"['53,971,468', '']","['2,184,767', '']","['2,478,702', '']","['30,958,717', '']","['537,322', '']","['4,212,405', '']","['875,330', '']","['1,075,470', '']","['463,625', '']","['9,694,378', '']","['1,490,752', '']"
10117,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['2,971,816', '']","['258,511', '']","['90,660', '']","['844,281', '']","['137,115', '']","['300,741', '']","['7,073', '']","['6,290', '']","['59,456', '']","['1,264,048', '']","['3,641', '']"
10117,r003,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,2,"['1,083,090', '']","['17,137', '']","['131,461', '']","['678,979', '']","['5,777', '']","['56,218', '']","['8,261', '']","['8,206', '']","['0', '']","['127,827', '']","['49,224', '']"
10117,r004,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,3,"['970,696', '']","['24,372', '']","['122,993', '']","['577,453', '']","['3,774', '']","['67,979', '']","['14,355', '']","['10,662', '']","['6,658', '']","['129,923', '']","['12,527', '']"
10117,r005,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,4,"['970,636', '']","['9,398', '']","['8,308', '']","['602,777', '']","['6,956', '']","['39,773', '']","['7,831', '']","['94,899', '']","['2,243', '']","['189,405', '']","['9,046', '']"
10117,r006,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,5,"['940,488', '']","['127,768', '']","['8,730', '']","['14,410', '']","['3,886', '']","['22,817', '']","['1,926', '']","['7,754', '']","['0', '']","['739,429', '']","['13,768', '']"
10117,r007,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,6,"['904,346', '']","['26,721', '']","['59,425', '']","['662,559', '']","['2,190', '']","['43,442', '']","['4,091', '']","['3,468', '']","['0', '']","['73,487', '']","['28,963', '']"
10117,r008,All institutions -> Duke U.,All institutions,Duke U.,2,7,"['901,807', '']","['7,363', '']","['5,542', '']","['752,563', '']","['6,171', '']","['20,898', '']","['4,671', '']","['22,646', '']","['10', '']","['80,356', '']","['1,587', '']"
10117,r009,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,8,"['873,318', '']","['16,990', '']","['542', '']","['707,840', '']","['3,991', '']","['46,353', '']","['8,545', '']","['14,697', '']","['121', '']","['54,427', '']","['19,812', '']"
10117,r010,All institutions -> Stanford U.,All institutions,Stanford U.,2,9,"['860,125', '']","['15,804', '']","['13,060', '']","['619,699', '']","['5,353', '']","['74,962', '']","['10,450', '']","['6,084', '']","['0', '']","['89,919', '']","['24,794', '']"
10117,r011,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,10,"['848,138', '']","['9,952', '']","['37,619', '']","['617,601', '']","['7,496', '']","['42,141', '']","['10,908', '']","['10,921', '']","['26,018', '']","['65,455', '']","['20,027', '']"
10117,r012,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,11,"['827,158', '']","['32,390', '']","['14,864', '']","['610,132', '']","['4,421', '']","['34,295', '']","['25,474', '']","['52,761', '']","['0', '']","['22,510', '']","['30,311', '']"
10117,r013,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,12,"['814,647', '']","['8,113', '']","['8,410', '']","['706,791', '']","['2,971', '']","['19,723', '']","['13,101', '']","['2,188', '']","['5,299', '']","['43,571', '']","['4,480', '']"
10117,r014,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,13,"['780,318', '']","['0', '']","['0', '']","['737,748', '']","['0', '']","['42,570', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10117,r015,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,14,"['750,447', '']","['38,622', '']","['68,050', '']","['368,394', '']","['3,340', '']","['86,830', '']","['8,513', '']","['30,603', '']","['22,059', '']","['104,247', '']","['19,789', '']"
10117,r016,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,15,"['740,854', '']","['19,278', '']","['38,120', '']","['451,388', '']","['4,515', '']","['65,819', '']","['4,589', '']","['24,878', '']","['26,848', '']","['85,549', '']","['19,870', '']"
10117,r017,All institutions -> Yale U.,All institutions,Yale U.,2,16,"['689,270', '']","['6,245', '']","['2,789', '']","['608,877', '']","['2,242', '']","['33,421', '']","['6,698', '']","['1,846', '']","['0', '']","['23,926', '']","['3,226', '']"
10117,r018,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,17,"['681,353', '']","['4,059', '']","['5,869', '']","['597,001', '']","['1,484', '']","['21,448', '']","['6,177', '']","['955', '']","['1,100', '']","['24,042', '']","['19,218', '']"
