table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2019,field_total_2020,field_total_2021,field_total_2022,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021,field_federally_financed_2022
10139,r001,All institutions,All institutions,,1,-,"['769,019', '']","['800,583', '']","['772,890', '']","['879,526', '']","['466,994', '']","['485,550', '']","['475,602', '']","['537,322', '']"
10139,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['85,874', 'i']","['105,774', 'i']","['117,429', 'i']","['141,477', 'i']","['83,057', '']","['102,890', '']","['113,772', '']","['137,115', '']"
10139,r003,All institutions -> Harvard U.,All institutions,Harvard U.,2,2,"['22,127', '']","['20,038', '']","['19,503', '']","['22,230', '']","['18,465', '']","['17,747', '']","['16,848', '']","['18,155', '']"
10139,r004,All institutions -> New York U.,All institutions,New York U.,2,3,"['12,002', '']","['13,465', '']","['16,998', '']","['20,916', '']","['7,105', '']","['8,861', '']","['10,981', '']","['12,236', '']"
10139,r005,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,4,"['20,358', '']","['21,622', '']","['18,914', '']","['20,403', '']","['7,403', '']","['8,853', '']","['7,789', '']","['9,497', '']"
10139,r006,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,5,"['18,478', '']","['18,648', '']","['17,937', '']","['20,129', '']","['5,874', '']","['5,771', '']","['5,490', '']","['6,956', '']"
10139,r007,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,6,"['16,551', '']","['17,062', '']","['16,101', '']","['19,927', '']","['7,940', '']","['10,785', '']","['9,537', '']","['12,540', '']"
10139,r008,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,7,"['17,222', '']","['20,290', '']","['17,349', '']","['18,319', '']","['7,122', '']","['8,882', '']","['5,691', '']","['6,055', '']"
10139,r009,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,8,"['20,296', '']","['20,164', '']","['20,392', '']","['17,531', '']","['12,331', '']","['11,947', '']","['11,908', '']","['11,484', '']"
10139,r010,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,9,"['25,057', '']","['17,706', '']","['14,090', '']","['17,140', '']","['16,418', '']","['13,702', '']","['12,668', '']","['15,402', '']"
10139,r011,All institutions -> Princeton U.,All institutions,Princeton U.,2,10,"['11,703', '']","['13,550', '']","['11,672', '']","['15,763', '']","['5,639', '']","['5,657', '']","['4,877', '']","['4,759', '']"
10139,r012,All institutions -> Brown U.,All institutions,Brown U.,2,11,"['13,225', '']","['12,204', '']","['10,903', '']","['14,835', '']","['9,615', '']","['9,117', '']","['8,558', '']","['10,971', '']"
10139,r013,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,12,"['12,385', '']","['12,000', '']","['12,464', '']","['14,435', '']","['3,402', '']","['3,183', '']","['3,452', '']","['5,305', '']"
10139,r014,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,13,"['5,031', '']","['6,776', '']","['8,107', '']","['12,917', '']","['2,355', '']","['3,308', '']","['4,368', '']","['6,692', '']"
10139,r015,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,14,"['11,394', '']","['12,494', '']","['11,152', '']","['11,990', '']","['5,481', '']","['5,790', '']","['5,596', '']","['6,732', '']"
10139,r016,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,15,"['9,036', '']","['9,493', '']","['9,673', '']","['10,013', '']","['7,363', '']","['6,214', '']","['6,239', '']","['5,645', '']"
10139,r017,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,16,"['11,774', '']","['10,434', '']","['9,015', '']","['9,676', '']","['6,786', '']","['5,091', '']","['5,009', '']","['4,873', '']"
10139,r018,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,17,"['13,118', '']","['13,161', '']","['12,110', '']","['9,537', '']","['10,515', '']","['10,440', '']","['9,562', '']","['7,496', '']"
10139,r019,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,18,"['8,177', '']","['8,263', '']","['8,067', '']","['9,474', '']","['5,689', '']","['6,251', '']","['6,122', '']","['6,868', '']"
10139,r020,All institutions -> Duke U.,All institutions,Duke U.,2,19,"['10,319', '']","['9,842', '']","['8,922', '']","['9,125', '']","['7,549', '']","['6,554', '']","['6,364', '']","['6,171', '']"
10139,r021,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,20,"['5,149', '']","['5,848', '']","['6,932', '']","['8,959', '']","['706', '']","['1,030', '']","['1,326', '']","['2,954', '']"
10139,r022,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,21,"['7,432', '']","['6,817', '']","['8,637', '']","['8,921', '']","['3,193', '']","['2,744', '']","['3,206', '']","['3,991', '']"
10139,r023,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,22,"['8,058', '']","['8,826', '']","['8,614', '']","['8,634', '']","['4,042', '']","['4,104', '']","['3,808', '']","['3,886', '']"
10139,r024,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,23,"['9,822', '']","['8,994', '']","['8,555', '']","['7,615', '']","['6,349', '']","['5,141', '']","['5,674', '']","['5,060', '']"
10139,r025,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,24,"['5,442', '']","['7,106', '']","['6,314', '']","['7,424', '']","['2,698', '']","['4,069', '']","['3,305', '']","['3,837', '']"
10139,r026,All institutions -> Florida State U.,All institutions,Florida State U.,2,25,"['6,202', '']","['7,128', '']","['6,567', '']","['7,277', '']","['1,515', '']","['2,096', '']","['1,894', '']","['2,385', '']"
