table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
3146,r001,All institutions,All institutions,,1,-,"['28,850,507', '']","['17,106,288', '']","['416,730', '']","['6,080,366', '']","['2,060,185', '']","['2,441,632', '']","['745,306', '']"
3146,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['2,917,436', '']","['2,482,130', '']","['7,526', '']","['152,043', '']","['105,805', '']","['166,571', '']","['3,361', '']"
3146,r003,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,2,"['1,506,285', '']","['717,359', '']","['16,182', '']","['491,734', '']","['158,554', '']","['119,464', '']","['2,992', '']"
3146,r004,All institutions -> Harvard U.,All institutions,Harvard U.,2,3,"['1,239,736', '']","['618,405', '']","['980', '']","['381,597', '']","['48,168', '']","['166,590', '']","['23,996', '']"
3146,r005,All institutions -> Duke U.,All institutions,Duke U.,2,4,"['1,226,517', '']","['709,705', '']","['498', '']","['154,081', '']","['236,292', '']","['105,775', '']","['20,166', '']"
3146,r006,All institutions -> Stanford U.,All institutions,Stanford U.,2,5,"['1,204,116', '']","['738,957', '']","['38,011', '']","['124,706', '']","['136,065', '']","['159,040', '']","['7,337', '']"
3146,r007,All institutions -> Cornell U.,All institutions,Cornell U.,2,6,"['1,144,534', '']","['525,182', '']","['92,698', '']","['227,319', '']","['56,461', '']","['118,002', '']","['124,872', '']"
3146,r008,All institutions -> Yale U.,All institutions,Yale U.,2,7,"['1,072,309', '']","['576,776', '']","['8,038', '']","['318,201', '']","['74,583', '']","['86,495', '']","['8,216', '']"
3146,r009,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,8,"['1,009,466', '']","['489,345', '']","['2,713', '']","['116,760', '']","['196,810', '']","['107,962', '']","['95,876', '']"
3146,r010,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,9,"['1,003,615', '']","['736,536', '']","['7,977', '']","['74,951', '']","['78,227', '']","['103,544', '']","['2,380', '']"
3146,r011,All institutions -> New York U.,All institutions,New York U.,2,10,"['934,720', '']","['436,850', '']","['22,939', '']","['229,172', '']","['50,280', '']","['80,137', '']","['115,342', '']"
3146,r012,All institutions -> U. Southern California,All institutions,U. Southern California,2,11,"['909,683', '']","['543,607', '']","['13,301', '']","['189,168', '']","['47,241', '']","['50,917', '']","['65,449', '']"
3146,r013,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,12,"['887,088', '']","['543,508', '']","['963', '']","['157,727', '']","['96,311', '']","['87,106', '']","['1,473', '']"
3146,r014,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,13,"['857,069', '']","['502,300', '']","['14', '']","['243,099', '']","['53,528', '']","['50,647', '']","['7,481', '']"
3146,r015,All institutions -> Emory U.,All institutions,Emory U.,2,14,"['794,928', '']","['424,461', '']","['5,392', '']","['239,403', '']","['50,408', '']","['72,787', '']","['2,477', '']"
3146,r016,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,15,"['776,937', '']","['492,808', '']","['1,268', '']","['184,711', '']","['60,971', '']","['34,258', '']","['2,921', '']"
3146,r017,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,16,"['722,241', '']","['443,745', '']","['9,191', '']","['134,825', '']","['69,816', '']","['56,296', '']","['8,368', '']"
3146,r018,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,17,"['651,920', '']","['309,354', '']","['32,232', '']","['193,449', '']","['31,149', '']","['85,736', '']","['0', '']"
3146,r019,All institutions -> Boston U.,All institutions,Boston U.,2,18,"['534,205', '']","['318,511', '']","['395', '']","['149,767', '']","['21,793', '']","['41,622', '']","['2,117', '']"
3146,r020,All institutions -> U. Chicago,All institutions,U. Chicago,2,19,"['459,171', '']","['332,776', '']","['87', '']","['44,762', '']","['40,457', '']","['40,694', '']","['395', '']"
3146,r021,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,20,"['438,994', '']","['357,549', '']","['1,771', '']","['44,093', '']","['8,363', '']","['23,865', '']","['3,353', '']"
3146,r022,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,21,"['427,734', '']","['267,122', '']","['4,347', '']","['76,306', '']","['39,161', '']","['40,798', '']","['0', '']"
3146,r023,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,22,"['399,931', '']","['287,198', '']","['1,367', '']","['42,683', '']","['15,052', '']","['29,267', '']","['24,364', '']"
3146,r024,All institutions -> U. Rochester,All institutions,U. Rochester,2,23,"['393,960', '']","['306,551', '']","['2,598', '']","['40,515', '']","['24,370', '']","['15,256', '']","['4,670', '']"
3146,r025,All institutions -> Princeton U.,All institutions,Princeton U.,2,24,"['385,739', '']","['193,453', '']","['704', '']","['80,414', '']","['17,701', '']","['55,994', '']","['37,473', '']"
3146,r026,All institutions -> U. Miami,All institutions,U. Miami,2,25,"['360,716', '']","['212,023', '']","['12,804', '']","['67,707', '']","['30,997', '']","['35,782', '']","['1,403', '']"
3146,r027,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,26,"['359,720', '']","['197,978', '']","['2,593', '']","['107,841', '']","['36,414', '']","['7,887', '']","['7,007', '']"
3146,r028,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,27,"['351,089', '']","['84,566', '']","['484', '']","['224,310', '']","['7,518', '']","['34,018', '']","['193', '']"
3146,r029,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,28,"['342,142', '']","['154,597', '']","['1,253', '']","['154,896', '']","['6,182', '']","['19,236', '']","['5,978', '']"
3146,r030,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,29,"['298,824', '']","['202,513', '']","['2,127', '']","['79,274', '']","['2,778', '']","['12,132', '']","['0', '']"
3146,r031,All institutions -> George Washington U.,All institutions,George Washington U.,2,30,"['269,799', '']","['155,697', '']","['1,159', '']","['64,471', '']","['4,123', '']","['33,776', '']","['10,573', '']"
3146,r032,All institutions -> Brown U.,All institutions,Brown U.,2,31,"['256,954', '']","['178,460', '']","['33', '']","['53,599', '']","['3,893', '']","['15,371', '']","['5,598', '']"
3146,r033,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,32,"['244,752', '']","['119,036', '']","['621', '']","['77,429', '']","['22,323', '']","['18,986', '']","['6,357', '']"
3146,r034,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,33,"['240,960', '']","['94,050', '']","['1,844', '']","['66,400', '']","['14,835', '']","['41,846', '']","['21,985', '']"
3146,r035,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,34,"['240,078', '']","['106,411', '']","['876', '']","['89,308', '']","['9,451', '']","['15,648', '']","['18,384', '']"
3146,r036,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,35,"['238,933', '']","['165,702', '']","['14,549', '']","['22,580', '']","['13,689', '']","['14,009', '']","['8,404', '']"
3146,r037,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,36,"['229,143', '']","['184,995', '']","['1,501', '']","['20,634', '']","['1,234', '']","['11,584', '']","['9,195', '']"
3146,r038,All institutions -> Tufts U.,All institutions,Tufts U.,2,37,"['213,285', '']","['146,630', '']","['1,944', '']","['22,548', '']","['11,123', '']","['27,005', '']","['4,035', '']"
3146,r039,All institutions -> Tulane U.,All institutions,Tulane U.,2,38,"['196,933', '']","['104,219', '']","['4,379', '']","['53,333', '']","['4,965', '']","['17,588', '']","['12,449', '']"
3146,r040,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,39,"['183,998', '']","['126,762', '']","['1,926', '']","['39,442', '']","['7,629', '']","['7,788', '']","['451', '']"
3146,r041,All institutions -> Rice U.,All institutions,Rice U.,2,40,"['182,564', '']","['83,584', '']","['6,013', '']","['53,316', '']","['10,814', '']","['23,426', '']","['5,411', '']"
3146,r042,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,41,"['170,458', '']","['74,816', '']","['3,010', '']","['56,965', '']","['18,910', '']","['9,041', '']","['7,716', '']"
3146,r043,All institutions -> U. Dayton,All institutions,U. Dayton,2,42,"['165,343', '']","['153,328', '']","['3,395', '']","['2,502', '']","['5,356', '']","['648', '']","['114', '']"
3146,r044,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,43,"['154,366', '']","['37,803', '']","['4,884', '']","['94,588', '']","['5,820', '']","['11,103', '']","['168', '']"
3146,r045,All institutions -> Drexel U.,All institutions,Drexel U.,2,44,"['149,481', '']","['85,278', '']","['5,287', '']","['40,179', '']","['3,888', '']","['8,949', '']","['5,900', '']"
3146,r046,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,45,"['126,773', '']","['73,854', '']","['152', '']","['32,823', '']","['1,527', '']","['18,417', '']","['0', '']"
3146,r047,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,46,"['103,739', '']","['50,448', '']","['5,091', '']","['29,674', '']","['14,189', '']","['4,337', '']","['0', '']"
3146,r048,All institutions -> Rush U.,All institutions,Rush U.,2,47,"['96,267', '']","['68,941', '']","['2,309', '']","['7,670', '']","['13,761', '']","['3,586', '']","['0', '']"
3146,r049,All institutions -> American U.,All institutions,American U.,2,48,"['71,053', '']","['15,229', '']","['394', '']","['43,492', '']","['241', '']","['11,152', '']","['545', '']"
3146,r050,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,49,"['66,103', '']","['34,275', '']","['1,466', '']","['17,838', '']","['4,885', '']","['6,173', '']","['1,466', '']"
3146,r051,All institutions -> Boston C.,All institutions,Boston C.,2,50,"['61,956', '']","['32,475', '']","['2,163', '']","['13,596', '']","['440', '']","['13,104', '']","['178', '']"
3146,r052,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,51,"['61,738', '']","['18,259', '']","['976', '']","['29,815', '']","['466', '']","['2,798', '']","['9,424', '']"
3146,r053,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,52,"['60,825', '']","['41,475', '']","['195', '']","['8,461', '']","['475', '']","['8,191', '']","['2,028', '']"
3146,r054,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,53,"['58,175', '']","['26,359', '']","['10,835', '']","['16,939', '']","['2,271', '']","['1,007', '']","['764', '']"
3146,r055,All institutions -> Howard U.,All institutions,Howard U.,2,54,"['44,163', '']","['29,978', '']","['1,478', '']","['8,386', '']","['3,685', '']","['636', '']","['0', '']"
3146,r056,All institutions -> Mercer U.,All institutions,Mercer U.,2,55,"['44,128', '']","['27,035', '']","['30', '']","['9,420', '']","['7,020', '']","['242', '']","['381', '']"
3146,r057,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,56,"['42,562', '']","['17,869', '']","['1,092', '']","['18,220', '']","['3,343', '']","['2,034', '']","['4', '']"
3146,r058,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,57,"['39,878', '']","['22,964', '']","['2,838', '']","['8,805', '']","['4,431', '']","['656', '']","['184', '']"
3146,r059,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,58,"['39,582', '']","['23,901', '']","['1,274', '']","['7,404', '']","['3,332', '']","['3,216', '']","['455', '']"
3146,r060,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,59,"['39,223', '']","['23,562', '']","['78', '']","['7,712', '']","['3,206', '']","['3,285', '']","['1,380', '']"
3146,r061,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,60,"['38,185', '']","['26,554', '']","['2,034', '']","['8,368', '']","['503', '']","['435', '']","['291', '']"
3146,r062,All institutions -> Marquette U.,All institutions,Marquette U.,2,61,"['37,777', '']","['12,792', '']","['362', '']","['15,153', '']","['811', '']","['2,942', '']","['5,717', '']"
3146,r063,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,62,"['36,695', '']","['28,342', '']","['1,127', '']","['4,963', '']","['1,568', '']","['654', '']","['41', '']"
3146,r064,All institutions -> U. Denver,All institutions,U. Denver,2,63,"['36,551', '']","['22,012', '']","['893', '']","['6,425', '']","['1,453', '']","['5,142', '']","['626', '']"
3146,r065,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,64,"['34,334', '']","['28,827', '']","['1', '']","['1,826', '']","['2,328', '']","['1,007', '']","['345', '']"
3146,r066,All institutions -> Baylor U.,All institutions,Baylor U.,2,65,"['33,304', '']","['6,955', '']","['1,157', '']","['19,443', '']","['1,152', '']","['2,955', '']","['1,642', '']"
3146,r067,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,66,"['31,289', '']","['22,461', '']","['457', '']","['6,555', '']","['0', '']","['1,816', '']","['0', '']"
3146,r068,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,67,"['24,865', '']","['8,054', '']","['161', '']","['NA', '']","['1,156', '']","['13,167', '']","['2,327', '']"
3146,r069,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,68,"['24,567', '']","['8,965', '']","['2,366', '']","['10,660', '']","['2,035', '']","['398', '']","['143', '']"
3146,r070,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,69,"['24,484', '']","['21,642', '']","['278', '']","['1,398', '']","['485', '']","['681', '']","['0', '']"
3146,r071,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,70,"['24,408', 'i']","['16,909', 'i']","['742', 'i']","['3,328', 'i']","['1,828', 'i']","['1,502', 'i']","['99', 'i']"
3146,r072,All institutions -> Creighton U.,All institutions,Creighton U.,2,71,"['24,039', '']","['8,265', '']","['5,312', '']","['7,078', '']","['1,554', '']","['827', '']","['1,003', '']"
3146,r073,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,72,"['23,028', '']","['11,827', '']","['0', '']","['4,294', '']","['4,413', '']","['1,355', '']","['1,139', '']"
3146,r074,All institutions -> Villanova U.,All institutions,Villanova U.,2,73,"['22,837', '']","['4,085', '']","['1,219', '']","['16,135', '']","['369', '']","['778', '']","['251', '']"
3146,r075,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,74,"['20,562', '']","['14,825', '']","['2,573', '']","['2,653', '']","['0', '']","['0', '']","['511', '']"
3146,r076,All institutions -> Fordham U.,All institutions,Fordham U.,2,75,"['20,287', '']","['4,218', '']","['70', '']","['13,774', '']","['149', '']","['1,246', '']","['830', '']"
3146,r077,All institutions -> Chapman U.,All institutions,Chapman U.,2,76,"['19,592', '']","['5,738', '']","['525', '']","['8,835', '']","['448', '']","['3,996', '']","['50', '']"
3146,r078,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,77,"['19,398', '']","['11,061', '']","['1,444', '']","['590', '']","['3,927', '']","['1,699', '']","['677', '']"
3146,r079,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,78,"['18,648', '']","['4,142', '']","['746', '']","['3,847', '']","['9,628', '']","['154', '']","['131', '']"
3146,r080,All institutions -> Meharry Medical C.,All institutions,Meharry Medical C.,2,79,"['18,286', '']","['16,443', '']","['0', '']","['921', '']","['50', '']","['872', '']","['0', '']"
3146,r081,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,80,"['17,876', '']","['10,352', '']","['1,218', '']","['4,854', '']","['453', '']","['579', '']","['420', '']"
3146,r082,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,81,"['17,147', '']","['8,551', '']","['1,292', '']","['5,140', '']","['1,196', '']","['845', '']","['123', '']"
3146,r083,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,82,"['16,947', '']","['4,552', '']","['812', '']","['9,191', '']","['266', '']","['2,118', '']","['8', '']"
3146,r084,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,83,"['16,126', '']","['8,865', '']","['45', '']","['4,788', '']","['1,500', '']","['922', '']","['6', '']"
3146,r085,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,84,"['13,739', '']","['10,427', '']","['455', '']","['2,622', '']","['0', '']","['235', '']","['0', '']"
3146,r086,All institutions -> Hampton U.,All institutions,Hampton U.,2,85,"['13,605', '']","['13,390', '']","['0', '']","['215', '']","['0', '']","['0', '']","['0', '']"
3146,r087,All institutions -> New School,All institutions,New School,2,86,"['13,421', '']","['1,819', '']","['466', '']","['3,459', '']","['211', '']","['6,091', '']","['1,375', '']"
3146,r088,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,87,"['12,478', '']","['8,970', '']","['0', '']","['1,001', '']","['1,187', '']","['132', '']","['1,188', '']"
