table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3150,r001,All HHE institutions,All HHE institutions,,1,-,"['6,390,308', '']","['183,963', '']","['266,944', '']","['3,455,259', '']","['79,437', '']","['612,522', '']","['206,206', '']","['192,585', '']","['65,538', '']","['830,425', '']","['497,429', '']"
3150,r002,All HHE institutions -> U. Texas M. D. Anderson Cancer Center,All HHE institutions,U. Texas M. D. Anderson Cancer Center,2,1,"['969,496', '']","['0', '']","['0', '']","['902,580', '']","['20,358', '']","['19,017', '']","['17,247', '']","['10,294', '']","['0', '']","['0', '']","['0', '']"
3150,r003,All HHE institutions -> U. Arizona,All HHE institutions,U. Arizona,2,2,"['734,270', '']","['12,370', '']","['31,075', '']","['426,393', '']","['2,449', '']","['139,315', '']","['2,670', '']","['19,450', '']","['6,013', '']","['75,555', '']","['18,980', '']"
3150,r004,"All HHE institutions -> U. California, Irvine",All HHE institutions,"U. California, Irvine",2,3,"['448,967', '']","['19,463', '']","['11,580', '']","['266,485', '']","['5,442', '']","['40,872', '']","['8,961', '']","['13,071', '']","['912', '']","['55,995', '']","['26,186', '']"
3150,r005,"All HHE institutions -> U. Illinois, Chicago",All HHE institutions,"U. Illinois, Chicago",2,4,"['382,949', '']","['10,522', '']","['701', '']","['289,366', '']","['4,386', '']","['14,456', '']","['4,352', '']","['6,741', '']","['6,659', '']","['28,226', '']","['17,540', '']"
3150,r006,"All HHE institutions -> U. Texas Health Science Center, Houston",All HHE institutions,"U. Texas Health Science Center, Houston",2,5,"['271,525', '']","['0', '']","['0', '']","['271,525', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3150,r007,"All HHE institutions -> U. California, Santa Barbara",All HHE institutions,"U. California, Santa Barbara",2,6,"['243,778', '']","['10,965', '']","['35,554', '']","['34,842', '']","['1,711', '']","['65,929', '']","['5,299', '']","['7,450', '']","['952', '']","['67,395', '']","['13,681', '']"
3150,r008,All HHE institutions -> U. New Mexico,All HHE institutions,U. New Mexico,2,7,"['239,696', '']","['3,649', '']","['7,329', '']","['148,618', '']","['1,638', '']","['7,148', '']","['6,938', '']","['10,707', '']","['9,333', '']","['37,950', '']","['6,386', '']"
3150,r009,All HHE institutions -> Florida International U.,All HHE institutions,Florida International U.,2,8,"['225,864', '']","['14,911', '']","['14,955', '']","['51,676', '']","['1,394', '']","['24,968', '']","['29,269', '']","['16,551', '']","['2,892', '']","['35,138', '']","['34,110', '']"
3150,r010,All HHE institutions -> U. Central Florida,All HHE institutions,U. Central Florida,2,9,"['225,085', '']","['29,865', '']","['4,486', '']","['34,043', '']","['3,144', '']","['30,415', '']","['5,230', '']","['13,274', '']","['3,158', '']","['62,258', '']","['39,212', '']"
