table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
10313,r001,1967,Total,,,1,4631
10313,r002,1967,Intramural,Federal agenciesa,,2,1461
10313,r003,1967,Intramural,FFRDCs,,2,472
10313,r004,1967,Extramural,United States and U.S. territories,Businesses,3,1039
10313,r005,1967,Extramural,United States and U.S. territories,Higher educationb,3,1312
10313,r006,1967,Extramural,United States and U.S. territories,Nonprofit organizations,3,249
10313,r007,1967,Extramural,United States and U.S. territories,State and local governments,3,53
10313,r008,1967,Extramural,Non-U.S. performers,,2,46
10313,r009,1968,Total,,,1,4781
10313,r010,1968,Intramural,Federal agenciesa,,2,1541
10313,r011,1968,Intramural,FFRDCs,,2,484
10313,r012,1968,Extramural,United States and U.S. territories,Businesses,3,1094
10313,r013,1968,Extramural,United States and U.S. territories,Higher educationb,3,1302
10313,r014,1968,Extramural,United States and U.S. territories,Nonprofit organizations,3,234
10313,r015,1968,Extramural,United States and U.S. territories,State and local governments,3,82
10313,r016,1968,Extramural,Non-U.S. performers,,2,45
10313,r017,1969,Total,,,1,4645
10313,r018,1969,Intramural,Federal agenciesa,,2,1645
10313,r019,1969,Intramural,FFRDCs,,2,453
10313,r020,1969,Extramural,United States and U.S. territories,Businesses,3,886
10313,r021,1969,Extramural,United States and U.S. territories,Higher educationb,3,1322
10313,r022,1969,Extramural,United States and U.S. territories,Nonprofit organizations,3,222
10313,r023,1969,Extramural,United States and U.S. territories,State and local governments,3,75
10313,r024,1969,Extramural,Non-U.S. performers,,2,42
10313,r025,1970,Total,,,1,4901
10313,r026,1970,Intramural,Federal agenciesa,,2,1904
10313,r027,1970,Intramural,FFRDCs,,2,500
10313,r028,1970,Extramural,United States and U.S. territories,Businesses,3,876
10313,r029,1970,Extramural,United States and U.S. territories,Higher educationb,3,1276
10313,r030,1970,Extramural,United States and U.S. territories,Nonprofit organizations,3,230
10313,r031,1970,Extramural,United States and U.S. territories,State and local governments,3,83
10313,r032,1970,Extramural,Non-U.S. performers,,2,30
10313,r033,1971,Total,,,1,5123
10313,r034,1971,Intramural,Federal agenciesa,,2,1888
10313,r035,1971,Intramural,FFRDCs,,2,487
10313,r036,1971,Extramural,United States and U.S. territories,Businesses,3,889
10313,r037,1971,Extramural,United States and U.S. territories,Higher educationb,3,1430
10313,r038,1971,Extramural,United States and U.S. territories,Nonprofit organizations,3,282
10313,r039,1971,Extramural,United States and U.S. territories,State and local governments,3,96
10313,r040,1971,Extramural,Non-U.S. performers,,2,52
10313,r041,1972,Total,,,1,5548
10313,r042,1972,Intramural,Federal agenciesa,,2,1984
10313,r043,1972,Intramural,FFRDCs,,2,534
10313,r044,1972,Extramural,United States and U.S. territories,Businesses,3,907
10313,r045,1972,Extramural,United States and U.S. territories,Higher educationb,3,1643
10313,r046,1972,Extramural,United States and U.S. territories,Nonprofit organizations,3,342
10313,r047,1972,Extramural,United States and U.S. territories,State and local governments,3,94
10313,r048,1972,Extramural,Non-U.S. performers,,2,45
10313,r049,1973,Total,,,1,5581
10313,r050,1973,Intramural,Federal agenciesa,,2,2088
10313,r051,1973,Intramural,FFRDCs,,2,474
10313,r052,1973,Extramural,United States and U.S. territories,Businesses,3,887
10313,r053,1973,Extramural,United States and U.S. territories,Higher educationb,3,1691
10313,r054,1973,Extramural,United States and U.S. territories,Nonprofit organizations,3,316
10313,r055,1973,Extramural,United States and U.S. territories,State and local governments,3,84
10313,r056,1973,Extramural,Non-U.S. performers,,2,40
10313,r057,1974,Total,,,1,6175
10313,r058,1974,Intramural,Federal agenciesa,,2,2270
10313,r059,1974,Intramural,FFRDCs,,2,523
10313,r060,1974,Extramural,United States and U.S. territories,Businesses,3,875
10313,r061,1974,Extramural,United States and U.S. territories,Higher educationb,3,1958
10313,r062,1974,Extramural,United States and U.S. territories,Nonprofit organizations,3,414
10313,r063,1974,Extramural,United States and U.S. territories,State and local governments,3,91
10313,r064,1974,Extramural,Non-U.S. performers,,2,44
10313,r065,1975,Total,,,1,6730
10313,r066,1975,Intramural,Federal agenciesa,,2,2464
10313,r067,1975,Intramural,FFRDCs,,2,626
10313,r068,1975,Extramural,United States and U.S. territories,Businesses,3,1010
10313,r069,1975,Extramural,United States and U.S. territories,Higher educationb,3,2079
10313,r070,1975,Extramural,United States and U.S. territories,Nonprofit organizations,3,395
10313,r071,1975,Extramural,United States and U.S. territories,State and local governments,3,112
10313,r072,1975,Extramural,Non-U.S. performers,,2,44
10313,r073,1976,Total,,,1,7619
10313,r074,1976,Intramural,Federal agenciesa,,2,2879
10313,r075,1976,Intramural,FFRDCs,,2,782
10313,r076,1976,Extramural,United States and U.S. territories,Businesses,3,1103
10313,r077,1976,Extramural,United States and U.S. territories,Higher educationb,3,2250
10313,r078,1976,Extramural,United States and U.S. territories,Nonprofit organizations,3,435
10313,r079,1976,Extramural,United States and U.S. territories,State and local governments,3,119
10313,r080,1976,Extramural,Non-U.S. performers,,2,50
10313,r081,1977,Total,,,1,8514
10313,r082,1977,Intramural,Federal agenciesa,,2,2958
10313,r083,1977,Intramural,FFRDCs,,2,918
10313,r084,1977,Extramural,United States and U.S. territories,Businesses,3,1367
10313,r085,1977,Extramural,United States and U.S. territories,Higher educationb,3,2584
10313,r086,1977,Extramural,United States and U.S. territories,Nonprofit organizations,3,512
10313,r087,1977,Extramural,United States and U.S. territories,State and local governments,3,115
10313,r088,1977,Extramural,Non-U.S. performers,,2,60
10313,r089,1978,Total,,,1,9607
10313,r090,1978,Intramural,Federal agenciesa,,2,3221
10313,r091,1978,Intramural,FFRDCs,,2,1017
10313,r092,1978,Extramural,United States and U.S. territories,Businesses,3,1651
10313,r093,1978,Extramural,United States and U.S. territories,Higher educationb,3,2928
10313,r094,1978,Extramural,United States and U.S. territories,Nonprofit organizations,3,591
10313,r095,1978,Extramural,United States and U.S. territories,State and local governments,3,129
10313,r096,1978,Extramural,Non-U.S. performers,,2,70
10313,r097,1979,Total,,,1,10535
10313,r098,1979,Intramural,Federal agenciesa,,2,3481
10313,r099,1979,Intramural,FFRDCs,,2,1119
10313,r100,1979,Extramural,United States and U.S. territories,Businesses,3,1762
10313,r101,1979,Extramural,United States and U.S. territories,Higher educationb,3,3333
10313,r102,1979,Extramural,United States and U.S. territories,Nonprofit organizations,3,623
10313,r103,1979,Extramural,United States and U.S. territories,State and local governments,3,139
10313,r104,1979,Extramural,Non-U.S. performers,,2,77
10313,r105,1980,Total,,,1,11597
10313,r106,1980,Intramural,Federal agenciesa,,2,3666
10313,r107,1980,Intramural,FFRDCs,,2,1234
10313,r108,1980,Extramural,United States and U.S. territories,Businesses,3,2078
10313,r109,1980,Extramural,United States and U.S. territories,Higher educationb,3,3699
10313,r110,1980,Extramural,United States and U.S. territories,Nonprofit organizations,3,678
10313,r111,1980,Extramural,United States and U.S. territories,State and local governments,3,151
10313,r112,1980,Extramural,Non-U.S. performers,,2,91
10313,r113,1981,Total,,,1,12213
10313,r114,1981,Intramural,Federal agenciesa,,2,4034
10313,r115,1981,Intramural,FFRDCs,,2,1360
10313,r116,1981,Extramural,United States and U.S. territories,Businesses,3,1958
10313,r117,1981,Extramural,United States and U.S. territories,Higher educationb,3,3920
10313,r118,1981,Extramural,United States and U.S. territories,Nonprofit organizations,3,705
10313,r119,1981,Extramural,United States and U.S. territories,State and local governments,3,129
10313,r120,1981,Extramural,Non-U.S. performers,,2,106
10313,r121,1982,Total,,,1,13022
10313,r122,1982,Intramural,Federal agenciesa,,2,4194
10313,r123,1982,Intramural,FFRDCs,,2,1648
10313,r124,1982,Extramural,United States and U.S. territories,Businesses,3,2157
10313,r125,1982,Extramural,United States and U.S. territories,Higher educationb,3,4045
10313,r126,1982,Extramural,United States and U.S. territories,Nonprofit organizations,3,744
10313,r127,1982,Extramural,United States and U.S. territories,State and local governments,3,126
10313,r128,1982,Extramural,Non-U.S. performers,,2,108
10313,r129,1983,Total,,,1,14254
10313,r130,1983,Intramural,Federal agenciesa,,2,4710
10313,r131,1983,Intramural,FFRDCs,,2,1858
10313,r132,1983,Extramural,United States and U.S. territories,Businesses,3,2114
10313,r133,1983,Extramural,United States and U.S. territories,Higher educationb,3,4468
10313,r134,1983,Extramural,United States and U.S. territories,Nonprofit organizations,3,837
10313,r135,1983,Extramural,United States and U.S. territories,State and local governments,3,137
10313,r136,1983,Extramural,Non-U.S. performers,,2,130
10313,r137,1984,Total,,,1,14979
10313,r138,1984,Intramural,Federal agenciesa,,2,4765
10313,r139,1984,Intramural,FFRDCs,,2,1920
10313,r140,1984,Extramural,United States and U.S. territories,Businesses,3,2137
10313,r141,1984,Extramural,United States and U.S. territories,Higher educationb,3,5030
10313,r142,1984,Extramural,United States and U.S. territories,Nonprofit organizations,3,923
10313,r143,1984,Extramural,United States and U.S. territories,State and local governments,3,88
10313,r144,1984,Extramural,Non-U.S. performers,,2,117
10313,r145,1985,Total,,,1,16133
10313,r146,1985,Intramural,Federal agenciesa,,2,5056
10313,r147,1985,Intramural,FFRDCs,,2,2004
10313,r148,1985,Extramural,United States and U.S. territories,Businesses,3,2074
10313,r149,1985,Extramural,United States and U.S. territories,Higher educationb,3,5726
10313,r150,1985,Extramural,United States and U.S. territories,Nonprofit organizations,3,1045
10313,r151,1985,Extramural,United States and U.S. territories,State and local governments,3,89
10313,r152,1985,Extramural,Non-U.S. performers,,2,138
10313,r153,1986,Total,,,1,16502
10313,r154,1986,Intramural,Federal agenciesa,,2,5160
10313,r155,1986,Intramural,FFRDCs,,2,1862
10313,r156,1986,Extramural,United States and U.S. territories,Businesses,3,2280
10313,r157,1986,Extramural,United States and U.S. territories,Higher educationb,3,5883
10313,r158,1986,Extramural,United States and U.S. territories,Nonprofit organizations,3,1063
10313,r159,1986,Extramural,United States and U.S. territories,State and local governments,3,91
10313,r160,1986,Extramural,Non-U.S. performers,,2,162
10313,r161,1987,Total,,,1,17941
10313,r162,1987,Intramural,Federal agenciesa,,2,5438
10313,r163,1987,Intramural,FFRDCs,,2,1994
10313,r164,1987,Extramural,United States and U.S. territories,Businesses,3,2449
10313,r165,1987,Extramural,United States and U.S. territories,Higher educationb,3,6640
10313,r166,1987,Extramural,United States and U.S. territories,Nonprofit organizations,3,1207
10313,r167,1987,Extramural,United States and U.S. territories,State and local governments,3,90
10313,r168,1987,Extramural,Non-U.S. performers,,2,122
10313,r169,1988,Total,,,1,18650
10313,r170,1988,Intramural,Federal agenciesa,,2,5338
10313,r171,1988,Intramural,FFRDCs,,2,2103
10313,r172,1988,Extramural,United States and U.S. territories,Businesses,3,2642
10313,r173,1988,Extramural,United States and U.S. territories,Higher educationb,3,7023
10313,r174,1988,Extramural,United States and U.S. territories,Nonprofit organizations,3,1300
10313,r175,1988,Extramural,United States and U.S. territories,State and local governments,3,103
10313,r176,1988,Extramural,Non-U.S. performers,,2,140
10313,r177,1989,Total,,,1,20766
10313,r178,1989,Intramural,Federal agenciesa,,2,5897
10313,r179,1989,Intramural,FFRDCs,,2,2417
10313,r180,1989,Extramural,United States and U.S. territories,Businesses,3,2875
10313,r181,1989,Extramural,United States and U.S. territories,Higher educationb,3,7793
10313,r182,1989,Extramural,United States and U.S. territories,Nonprofit organizations,3,1520
10313,r183,1989,Extramural,United States and U.S. territories,State and local governments,3,121
10313,r184,1989,Extramural,Non-U.S. performers,,2,142
10313,r185,1990,Total,,,1,21622
10313,r186,1990,Intramural,Federal agenciesa,,2,5810
10313,r187,1990,Intramural,FFRDCs,,2,2543
10313,r188,1990,Extramural,United States and U.S. territories,Businesses,3,3192
10313,r189,1990,Extramural,United States and U.S. territories,Higher educationb,3,8137
10313,r190,1990,Extramural,United States and U.S. territories,Nonprofit organizations,3,1660
10313,r191,1990,Extramural,United States and U.S. territories,State and local governments,3,126
10313,r192,1990,Extramural,Non-U.S. performers,,2,154
10313,r193,1991,Total,,,1,23968
10313,r194,1991,Intramural,Federal agenciesa,,2,6454
10313,r195,1991,Intramural,FFRDCs,,2,3041
10313,r196,1991,Extramural,United States and U.S. territories,Businesses,3,3407
10313,r197,1991,Extramural,United States and U.S. territories,Higher educationb,3,8868
10313,r198,1991,Extramural,United States and U.S. territories,Nonprofit organizations,3,1926
10313,r199,1991,Extramural,United States and U.S. territories,State and local governments,3,129
10313,r200,1991,Extramural,Non-U.S. performers,,2,143
10313,r201,1992,Total,,,1,24491
10313,r202,1992,Intramural,Federal agenciesa,,2,6523
10313,r203,1992,Intramural,FFRDCs,,2,3177
10313,r204,1992,Extramural,United States and U.S. territories,Businesses,3,3451
10313,r205,1992,Extramural,United States and U.S. territories,Higher educationb,3,9061
10313,r206,1992,Extramural,United States and U.S. territories,Nonprofit organizations,3,2050
10313,r207,1992,Extramural,United States and U.S. territories,State and local governments,3,109
10313,r208,1992,Extramural,Non-U.S. performers,,2,120
10313,r209,1993,Total,,,1,26890
10313,r210,1993,Intramural,Federal agenciesa,,2,7452
10313,r211,1993,Intramural,FFRDCs,,2,3272
10313,r212,1993,Extramural,United States and U.S. territories,Businesses,3,3924
10313,r213,1993,Extramural,United States and U.S. territories,Higher educationb,3,9892
10313,r214,1993,Extramural,United States and U.S. territories,Nonprofit organizations,3,2041
10313,r215,1993,Extramural,United States and U.S. territories,State and local governments,3,212
10313,r216,1993,Extramural,Non-U.S. performers,,2,97
10313,r217,1994,Total,,,1,27411
10313,r218,1994,Intramural,Federal agenciesa,,2,7481
10313,r219,1994,Intramural,FFRDCs,,2,3097
10313,r220,1994,Extramural,United States and U.S. territories,Businesses,3,4064
10313,r221,1994,Extramural,United States and U.S. territories,Higher educationb,3,10292
10313,r222,1994,Extramural,United States and U.S. territories,Nonprofit organizations,3,2102
10313,r223,1994,Extramural,United States and U.S. territories,State and local governments,3,231
10313,r224,1994,Extramural,Non-U.S. performers,,2,145
10313,r225,1995,Total,,,1,28434
10313,r226,1995,Intramural,Federal agenciesa,,2,7685
10313,r227,1995,Intramural,FFRDCs,,2,3252
10313,r228,1995,Extramural,United States and U.S. territories,Businesses,3,4699
10313,r229,1995,Extramural,United States and U.S. territories,Higher educationb,3,10354
10313,r230,1995,Extramural,United States and U.S. territories,Nonprofit organizations,3,2079
10313,r231,1995,Extramural,United States and U.S. territories,State and local governments,3,221
10313,r232,1995,Extramural,Non-U.S. performers,,2,145
10313,r233,1996,Total,,,1,28260
10313,r234,1996,Intramural,Federal agenciesa,,2,7513
10313,r235,1996,Intramural,FFRDCs,,2,3277
10313,r236,1996,Extramural,United States and U.S. territories,Businesses,3,4269
10313,r237,1996,Extramural,United States and U.S. territories,Higher educationb,3,10707
10313,r238,1996,Extramural,United States and U.S. territories,Nonprofit organizations,3,2179
10313,r239,1996,Extramural,United States and U.S. territories,State and local governments,3,187
10313,r240,1996,Extramural,Non-U.S. performers,,2,128
10313,r241,1997,Total,,,1,29365
10313,r242,1997,Intramural,Federal agenciesa,,2,7667
10313,r243,1997,Intramural,FFRDCs,,2,3576
10313,r244,1997,Extramural,United States and U.S. territories,Businesses,3,4392
10313,r245,1997,Extramural,United States and U.S. territories,Higher educationb,3,11173
10313,r246,1997,Extramural,United States and U.S. territories,Nonprofit organizations,3,2295
10313,r247,1997,Extramural,United States and U.S. territories,State and local governments,3,144
10313,r248,1997,Extramural,Non-U.S. performers,,2,118
10313,r249,1998,Total,,,1,30922
10313,r250,1998,Intramural,Federal agenciesa,,2,7969
10313,r251,1998,Intramural,FFRDCs,,2,3802
10313,r252,1998,Extramural,United States and U.S. territories,Businesses,3,4633
10313,r253,1998,Extramural,United States and U.S. territories,Higher educationb,3,11739
10313,r254,1998,Extramural,United States and U.S. territories,Nonprofit organizations,3,2425
10313,r255,1998,Extramural,United States and U.S. territories,State and local governments,3,240
10313,r256,1998,Extramural,Non-U.S. performers,,2,115
10313,r257,1999,Total,,,1,33528
10313,r258,1999,Intramural,Federal agenciesa,,2,8686
10313,r259,1999,Intramural,FFRDCs,,2,3903
10313,r260,1999,Extramural,United States and U.S. territories,Businesses,3,4580
10313,r261,1999,Extramural,United States and U.S. territories,Higher educationb,3,13204
10313,r262,1999,Extramural,United States and U.S. territories,Nonprofit organizations,3,2807
10313,r263,1999,Extramural,United States and U.S. territories,State and local governments,3,232
10313,r264,1999,Extramural,Non-U.S. performers,,2,116
10313,r265,2000,Total,,,1,38471
10313,r266,2000,Intramural,Federal agenciesa,,2,9450
10313,r267,2000,Intramural,FFRDCs,,2,4170
10313,r268,2000,Extramural,United States and U.S. territories,Businesses,3,4801
10313,r269,2000,Extramural,United States and U.S. territories,Higher educationb,3,16022
10313,r270,2000,Extramural,United States and U.S. territories,Nonprofit organizations,3,3714
10313,r271,2000,Extramural,United States and U.S. territories,State and local governments,3,163
10313,r272,2000,Extramural,Non-U.S. performers,,2,152
10313,r273,2001,Total,,,1,44714
10313,r274,2001,Intramural,Federal agenciesa,,2,11131
10313,r275,2001,Intramural,FFRDCs,,2,4658
10313,r276,2001,Extramural,United States and U.S. territories,Businesses,3,5262
10313,r277,2001,Extramural,United States and U.S. territories,Higher educationb,3,18657
10313,r278,2001,Extramural,United States and U.S. territories,Nonprofit organizations,3,4578
10313,r279,2001,Extramural,United States and U.S. territories,State and local governments,3,309
10313,r280,2001,Extramural,Non-U.S. performers,,2,119
10313,r281,2002,Total,,,1,48007
10313,r282,2002,Intramural,Federal agenciesa,,2,11857
10313,r283,2002,Intramural,FFRDCs,,2,4906
10313,r284,2002,Extramural,United States and U.S. territories,Businesses,3,5787
10313,r285,2002,Extramural,United States and U.S. territories,Higher educationb,3,20285
10313,r286,2002,Extramural,United States and U.S. territories,Nonprofit organizations,3,4723
10313,r287,2002,Extramural,United States and U.S. territories,State and local governments,3,275
10313,r288,2002,Extramural,Non-U.S. performers,,2,172
10313,r289,2003,Total,,,1,51072
10313,r290,2003,Intramural,Federal agenciesa,,2,12420
10313,r291,2003,Intramural,FFRDCs,,2,5155
10313,r292,2003,Extramural,United States and U.S. territories,Businesses,3,6042
10313,r293,2003,Extramural,United States and U.S. territories,Higher educationb,3,21676
10313,r294,2003,Extramural,United States and U.S. territories,Nonprofit organizations,3,5196
10313,r295,2003,Extramural,United States and U.S. territories,State and local governments,3,306
10313,r296,2003,Extramural,Non-U.S. performers,,2,276
10313,r297,2004,Total,,,1,53358
10313,r298,2004,Intramural,Federal agenciesa,,2,12085
10313,r299,2004,Intramural,FFRDCs,,2,5614
10313,r300,2004,Extramural,United States and U.S. territories,Businesses,3,6783
10313,r301,2004,Extramural,United States and U.S. territories,Higher educationb,3,22699
10313,r302,2004,Extramural,United States and U.S. territories,Nonprofit organizations,3,5216
10313,r303,2004,Extramural,United States and U.S. territories,State and local governments,3,533
10313,r304,2004,Extramural,Non-U.S. performers,,2,427
10313,r305,2005,Total,,,1,53738
10313,r306,2005,Intramural,Federal agenciesa,,2,12350
10313,r307,2005,Intramural,FFRDCs,,2,5733
10313,r308,2005,Extramural,United States and U.S. territories,Businesses,3,6456
10313,r309,2005,Extramural,United States and U.S. territories,Higher educationb,3,23156
10313,r310,2005,Extramural,United States and U.S. territories,Nonprofit organizations,3,5296
10313,r311,2005,Extramural,United States and U.S. territories,State and local governments,3,377
