table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
3055,r001,2011,All R&D expenditures,,1,65274
3055,r002,2011,Source of funds,Federal government,2,40769
3055,r003,2011,Source of funds,State and local government,2,3851
3055,r004,2011,Source of funds,Institution funds,2,12580
3055,r005,2011,Source of funds,Business,2,3183
3055,r006,2011,Source of funds,Nonprofit organizations,2,3854
3055,r007,2011,Source of funds,All other sources,2,1038
3055,r008,2012,All R&D expenditures,,1,65873
3055,r009,2012,Source of funds,Federal government,2,40217
3055,r010,2012,Source of funds,State and local government,2,3744
3055,r011,2012,Source of funds,Institution funds,2,13625
3055,r012,2012,Source of funds,Business,2,3279
3055,r013,2012,Source of funds,Nonprofit organizations,2,4037
3055,r014,2012,Source of funds,All other sources,2,970
3055,r015,2013,All R&D expenditures,,1,67145
3055,r016,2013,Source of funds,Federal government,2,39510
3055,r017,2013,Source of funds,State and local government,2,3706
3055,r018,2013,Source of funds,Institution funds,2,14974
3055,r019,2013,Source of funds,Business,2,3515
3055,r020,2013,Source of funds,Nonprofit organizations,2,3903
3055,r021,2013,Source of funds,All other sources,2,1537
3055,r022,2014,All R&D expenditures,,1,67351
3055,r023,2014,Source of funds,Federal government,2,38032
3055,r024,2014,Source of funds,State and local government,2,3916
3055,r025,2014,Source of funds,Institution funds,2,15781
3055,r026,2014,Source of funds,Business,2,3734
3055,r027,2014,Source of funds,Nonprofit organizations,2,3978
3055,r028,2014,Source of funds,All other sources,2,1911
3055,r029,2015,All R&D expenditures,,1,68694
3055,r030,2015,Source of funds,Federal government,2,37911
3055,r031,2015,Source of funds,State and local government,2,3864
3055,r032,2015,Source of funds,Institution funds,2,16638
3055,r033,2015,Source of funds,Business,2,4009
3055,r034,2015,Source of funds,Nonprofit organizations,2,4236
3055,r035,2015,Source of funds,All other sources,2,2037
3055,r036,2016,All R&D expenditures,,1,71879
3055,r037,2016,Source of funds,Federal government,2,38840
3055,r038,2016,Source of funds,State and local government,2,4040
3055,r039,2016,Source of funds,Institution funds,2,17948
3055,r040,2016,Source of funds,Business,2,4217
3055,r041,2016,Source of funds,Nonprofit organizations,2,4629
3055,r042,2016,Source of funds,All other sources,2,2205
3055,r043,2017,All R&D expenditures,,1,75278
3055,r044,2017,Source of funds,Federal government,2,40295
3055,r045,2017,Source of funds,State and local government,2,4174
3055,r046,2017,Source of funds,Institution funds,2,18916
3055,r047,2017,Source of funds,Business,2,4432
3055,r048,2017,Source of funds,Nonprofit organizations,2,5156
3055,r049,2017,Source of funds,All other sources,2,2304
3055,r050,2018,All R&D expenditures,,1,79165
3055,r051,2018,Source of funds,Federal government,2,41909
3055,r052,2018,Source of funds,State and local government,2,4311
3055,r053,2018,Source of funds,Institution funds,2,20254
3055,r054,2018,Source of funds,Business,2,4721
3055,r055,2018,Source of funds,Nonprofit organizations,2,5456
3055,r056,2018,Source of funds,All other sources,2,2513
3055,r057,2019,All R&D expenditures,,1,83653
3055,r058,2019,Source of funds,Federal government,2,44534
3055,r059,2019,Source of funds,State and local government,2,4505
3055,r060,2019,Source of funds,Institution funds,2,21154
3055,r061,2019,Source of funds,Business,2,5058
3055,r062,2019,Source of funds,Nonprofit organizations,2,5698
3055,r063,2019,Source of funds,All other sources,2,2704
