table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
3539,r001,Institutions,Institutions,,,,1,82,11.5,70,9.8
3539,r002,Schools,Schools,,,,1,84,10.4,71,8.8
3539,r003,Units,Units,,,,1,177,0.9,177,0.9
3539,r004,All individuals,All individuals,,,,1,972,100.0,820,100.0
3539,r005,All individuals -> Male,All individuals,Male,,,2,545,56.1,533,65.0
3539,r006,All individuals -> Female,All individuals,Female,,,2,427,43.9,287,35.0
3539,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,512,52.7,na,na
3539,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,23,2.4,na,na
3539,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
3539,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,4,0.4,na,na
3539,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,62,6.4,na,na
3539,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,23,2.4,na,na
3539,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,2,0.2,na,na
3539,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,346,35.6,na,na
3539,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,7,0.7,na,na
3539,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,45,4.6,na,na
3539,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,460,47.3,na,na
3539,r018,Primary source of support,Primary source of support,,,,1,,,,
3539,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,462,47.5,na,na
3539,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,426,43.8,na,na
3539,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,18,1.9,na,na
3539,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,66,6.8,na,na
3539,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
3539,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,96,9.9,na,na
3539,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,575,59.2,na,na
3539,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,39,4.0,na,na
3539,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,262,27.0,na,na
3539,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
3539,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,750,77.2,649,79.1
3539,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,13,1.3,20,2.4
3539,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,14,1.4,8,1.0
3539,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,195,20.1,143,17.4
3539,r033,Degree origin,Degree origin,,,,1,,,,
3539,r034,Degree origin -> United States,Degree origin,United States,,,2,417,42.9,na,na
3539,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,233,24.0,na,na
3539,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,322,33.1,na,na
