table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_medical_school_r_d_expenditures
3185,r001,Alabama,Alabama,,,1,"['', '']","['', '']"
3185,r002,Alabama -> Public,Alabama,Public,,2,"['', '']","['', '']"
3185,r003,"Alabama -> Public -> U. Alabama, Birmingham",Alabama,Public,"U. Alabama, Birmingham",3,"['607,863', '']","['412,678', '']"
3185,r004,Alabama -> Public -> U. South Alabama,Alabama,Public,U. South Alabama,3,"['52,540', '']","['13,399', '']"
3185,r005,Arizona,Arizona,,,1,"['', '']","['', '']"
3185,r006,Arizona -> Public,Arizona,Public,,2,"['', '']","['', '']"
3185,r007,Arizona -> Public -> U. Arizona,Arizona,Public,U. Arizona,3,"['734,270', '']","['208,510', '']"
3185,r008,Arkansas,Arkansas,,,1,"['', '']","['', '']"
3185,r009,Arkansas -> Public,Arkansas,Public,,2,"['', '']","['', '']"
3185,r010,Arkansas -> Public -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas for Medical Sciences,3,"['153,135', '']","['153,134', '']"
3185,r011,California,California,,,1,"['', '']","['', '']"
3185,r012,California -> Public,California,Public,,2,"['', '']","['', '']"
3185,r013,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['804,282', '']","['198,945', '']"
3185,r014,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['448,967', '']","['153,138', '']"
3185,r015,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['1,306,376', '']","['805,411', '']"
3185,r016,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['177,655', '']","['10,202', '']"
3185,r017,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['1,353,763', '']","['506,440', '']"
3185,r018,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['1,595,098', '']","['1,339,907', '']"
3185,r019,California -> Private,California,Private,,2,"['', '']","['', '']"
3185,r020,California -> Private -> Charles R. Drew U. of Medicine and Science<sup>a</sup>,California,Private,Charles R. Drew U. of Medicine and Science<sup>a</sup>,3,"['13,739', '']","['1,822', '']"
3185,r021,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['24,408', 'i']","['16,633', 'i']"
3185,r022,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['1,204,116', '']","['761,435', '']"
