table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
8328,r001,Institutions,Institutions,,,,1,73,10.4,59,8.4
8328,r002,Schools,Schools,,,,1,74,9.4,59,7.5
8328,r003,Units,Units,,,,1,276,1.3,241,1.1
8328,r004,All individuals,All individuals,,,,1,1595,100.0,902,100.0
8328,r005,All individuals -> Male,All individuals,Male,,,2,856,53.7,467,51.8
8328,r006,All individuals -> Female,All individuals,Female,,,2,739,46.3,435,48.2
8328,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,783,49.1,na,na
8328,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,78,4.9,na,na
8328,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
8328,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,2,0.1,na,na
8328,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,116,7.3,na,na
8328,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,27,1.7,na,na
8328,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,1,0.1,na,na
8328,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,450,28.2,na,na
8328,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,8,0.5,na,na
8328,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,101,6.3,na,na
8328,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,812,50.9,na,na
8328,r018,Primary source of support,Primary source of support,,,,1,,,,
8328,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,741,46.5,na,na
8328,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,681,42.7,na,na
8328,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,2,0.1,na,na
8328,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,171,10.7,na,na
8328,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
8328,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,75,4.7,na,na
8328,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,966,60.6,na,na
8328,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,94,5.9,na,na
8328,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,460,28.8,na,na
8328,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
8328,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,999,62.6,631,70.0
8328,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,133,8.3,95,10.5
8328,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,16,1.0,10,1.1
8328,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,447,28.0,166,18.4
8328,r033,Degree origin,Degree origin,,,,1,,,,
8328,r034,Degree origin -> United States,Degree origin,United States,,,2,578,36.2,na,na
8328,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,255,16.0,na,na
8328,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,762,47.8,na,na
