table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3140,r001,All institutions,All institutions,,1,-,"['5,683,937', '']","['64,226', '']","['157,400', '']","['3,709,321', '']","['39,653', '']","['244,366', '']","['87,267', '']","['446,723', '']","['43,137', '']","['395,038', '']","['496,806', '']"
3140,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['232,094', '']","['0', '']","['0', '']","['224,657', '']","['0', '']","['7,437', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3140,r003,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,2,"['197,337', '']","['1,004', '']","['3,833', '']","['149,282', '']","['881', '']","['3,108', '']","['2,208', '']","['11,622', '']","['1,045', '']","['8,437', '']","['15,917', '']"
3140,r004,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,3,"['194,296', '']","['2,510', '']","['8,699', '']","['149,415', '']","['566', '']","['4,054', '']","['465', '']","['6,048', '']","['0', '']","['10,856', '']","['11,683', '']"
3140,r005,All institutions -> Harvard U.,All institutions,Harvard U.,2,4,"['166,590', '']","['750', '']","['4,640', '']","['75,810', '']","['1,327', '']","['12,438', '']","['274', '']","['37,058', '']","['503', '']","['4,335', '']","['29,455', '']"
3140,r006,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,5,"['166,571', '']","['1,008', '']","['1,271', '']","['153,343', '']","['293', '']","['3,382', '']","['292', '']","['834', '']","['479', '']","['4,614', '']","['1,055', '']"
3140,r007,All institutions -> Stanford U.,All institutions,Stanford U.,2,6,"['159,040', '']","['1,492', '']","['4,736', '']","['100,809', '']","['415', '']","['11,172', '']","['4,555', '']","['12,170', '']","['472', '']","['10,960', '']","['12,259', '']"
3140,r008,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,7,"['128,481', '']","['8,293', '']","['832', '']","['38,428', '']","['1,243', '']","['12,145', '']","['5,577', '']","['17,110', '']","['13,527', '']","['16,480', '']","['14,846', '']"
3140,r009,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,8,"['119,464', '']","['216', '']","['172', '']","['86,173', '']","['800', '']","['3,926', '']","['4,875', '']","['4,904', '']","['0', '']","['4,230', '']","['14,168', '']"
3140,r010,All institutions -> Cornell U.,All institutions,Cornell U.,2,9,"['118,002', '']","['1,101', '']","['93', '']","['105,000', '']","['387', '']","['2,292', '']","['963', '']","['1,264', '']","['0', '']","['2,166', '']","['4,736', '']"
3140,r011,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,10,"['115,774', '']","['2,600', '']","['2,090', '']","['69,137', '']","['1,256', '']","['5,668', '']","['1,733', '']","['7,035', '']","['2,679', '']","['9,247', '']","['14,329', '']"
3140,r012,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,11,"['107,962', '']","['7,442', '']","['2,761', '']","['26,241', '']","['2,050', '']","['7,570', '']","['172', '']","['20,533', '']","['1,891', '']","['27,142', '']","['12,160', '']"
3140,r013,All institutions -> Duke U.,All institutions,Duke U.,2,12,"['105,775', '']","['45', '']","['1,495', '']","['83,093', '']","['898', '']","['359', '']","['557', '']","['7,620', '']","['0', '']","['8,606', '']","['3,102', '']"
3140,r014,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,13,"['103,544', '']","['621', '']","['8,949', '']","['61,898', '']","['994', '']","['3,109', '']","['354', '']","['10,690', '']","['0', '']","['2,654', '']","['14,275', '']"
3140,r015,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,14,"['99,338', '']","['1,307', '']","['8,909', '']","['65,061', '']","['463', '']","['9,824', '']","['733', '']","['4,418', '']","['132', '']","['6,780', '']","['1,711', '']"
3140,r016,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,15,"['87,106', '']","['78', '']","['139', '']","['81,077', '']","['6', '']","['1,224', '']","['90', '']","['289', '']","['0', '']","['1,316', '']","['2,887', '']"
3140,r017,All institutions -> Yale U.,All institutions,Yale U.,2,16,"['86,495', '']","['35', '']","['323', '']","['69,763', '']","['342', '']","['4,555', '']","['497', '']","['2,955', '']","['0', '']","['1,122', '']","['6,903', '']"
3140,r018,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,17,"['85,736', '']","['0', '']","['0', '']","['85,736', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3140,r019,All institutions -> New York U.,All institutions,New York U.,2,18,"['80,137', '']","['2,269', '']","['64', '']","['51,850', '']","['1,597', '']","['1,045', '']","['2,677', '']","['5,894', '']","['0', '']","['2,682', '']","['12,059', '']"
3140,r020,All institutions -> Emory U.,All institutions,Emory U.,2,19,"['72,787', '']","['0', '']","['220', '']","['68,373', '']","['189', '']","['642', '']","['121', '']","['97', '']","['0', '']","['438', '']","['2,707', '']"
3140,r021,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,20,"['68,758', '']","['1,376', '']","['248', '']","['41,344', '']","['596', '']","['1,338', '']","['640', '']","['13,986', '']","['192', '']","['3,828', '']","['5,210', '']"
3140,r022,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,21,"['67,773', '']","['1,008', '']","['649', '']","['43,659', '']","['98', '']","['915', '']","['4,460', '']","['10,334', '']","['0', '']","['1,952', '']","['4,698', '']"
3140,r023,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,22,"['67,014', '']","['366', '']","['386', '']","['59,689', '']","['464', '']","['542', '']","['255', '']","['524', '']","['1,429', '']","['959', '']","['2,400', '']"
3140,r024,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,23,"['65,864', '']","['0', '']","['110', '']","['60,051', '']","['54', '']","['385', '']","['89', '']","['3,670', '']","['0', '']","['1,012', '']","['493', '']"
3140,r025,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,24,"['64,916', '']","['644', '']","['35', '']","['56,111', '']","['64', '']","['302', '']","['533', '']","['3,086', '']","['1,033', '']","['456', '']","['2,652', '']"
3140,r026,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,25,"['61,749', '']","['1,998', '']","['4,823', '']","['11,227', '']","['366', '']","['2,370', '']","['3,171', '']","['8,244', '']","['6,363', '']","['12,166', '']","['11,021', '']"
3140,r027,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,26,"['59,798', '']","['998', '']","['3,549', '']","['11,435', '']","['577', '']","['8,817', '']","['42', '']","['2,713', '']","['12', '']","['30,246', '']","['1,409', '']"
3140,r028,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,27,"['59,096', '']","['0', '']","['0', '']","['59,096', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3140,r029,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,28,"['56,296', '']","['0', '']","['0', '']","['56,296', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3140,r030,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,29,"['56,184', '']","['2,041', '']","['2,002', '']","['29,444', '']","['1,790', '']","['5,407', '']","['1,662', '']","['1,712', '']","['0', '']","['10,830', '']","['1,296', '']"
3140,r031,All institutions -> Princeton U.,All institutions,Princeton U.,2,30,"['55,994', '']","['1,737', '']","['914', '']","['9,167', '']","['1,887', '']","['6,595', '']","['1,327', '']","['28,756', '']","['0', '']","['2,613', '']","['2,998', '']"
