table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
10885,r001,1967,Total,,,1,620
10885,r002,1967,Intramural,Federal agenciesa,,2,239
10885,r003,1967,Intramural,FFRDCs,,2,139
10885,r004,1967,Extramural,United States and U.S. territories,Businesses,3,NA
10885,r005,1967,Extramural,United States and U.S. territories,Higher educationb,3,112
10885,r006,1967,Extramural,United States and U.S. territories,Nonprofit organizations,3,NA
10885,r007,1967,Extramural,United States and U.S. territories,State and local governments,3,130
10885,r008,1967,Extramural,Non-U.S. performers,,2,0.05
10885,r009,1968,Total,,,1,604
10885,r010,1968,Intramural,Federal agenciesa,,2,294
10885,r011,1968,Intramural,FFRDCs,,2,152
10885,r012,1968,Extramural,United States and U.S. territories,Businesses,3,41
10885,r013,1968,Extramural,United States and U.S. territories,Higher educationb,3,98
10885,r014,1968,Extramural,United States and U.S. territories,Nonprofit organizations,3,11
10885,r015,1968,Extramural,United States and U.S. territories,State and local governments,3,7
10885,r016,1968,Extramural,Non-U.S. performers,,2,0
10885,r017,1969,Total,,,1,669
10885,r018,1969,Intramural,Federal agenciesa,,2,260
10885,r019,1969,Intramural,FFRDCs,,2,286
10885,r020,1969,Extramural,United States and U.S. territories,Businesses,3,54
10885,r021,1969,Extramural,United States and U.S. territories,Higher educationb,3,62
10885,r022,1969,Extramural,United States and U.S. territories,Nonprofit organizations,3,5
10885,r023,1969,Extramural,United States and U.S. territories,State and local governments,3,2
10885,r024,1969,Extramural,Non-U.S. performers,,2,1
10885,r025,1970,Total,,,1,524
10885,r026,1970,Intramural,Federal agenciesa,,2,166
10885,r027,1970,Intramural,FFRDCs,,2,254
10885,r028,1970,Extramural,United States and U.S. territories,Businesses,3,41
10885,r029,1970,Extramural,United States and U.S. territories,Higher educationb,3,56
10885,r030,1970,Extramural,United States and U.S. territories,Nonprofit organizations,3,5
10885,r031,1970,Extramural,United States and U.S. territories,State and local governments,3,2
10885,r032,1970,Extramural,Non-U.S. performers,,2,0.05
10885,r033,1971,Total,,,1,611
10885,r034,1971,Intramural,Federal agenciesa,,2,203
10885,r035,1971,Intramural,FFRDCs,,2,293
10885,r036,1971,Extramural,United States and U.S. territories,Businesses,3,54
10885,r037,1971,Extramural,United States and U.S. territories,Higher educationb,3,49
10885,r038,1971,Extramural,United States and U.S. territories,Nonprofit organizations,3,3
