table_id,row_id,time_period,value
1875,r001,North America -> United States (2017)<sup>a</sup>,548984.0
1875,r002,North America -> United States (2017)<sup>a</sup>,2.81
1875,r003,North America -> Canada (2017),27162.8
1875,r004,North America -> Canada (2017),1.59
1875,r005,North America -> Mexico (2016),11259.9
1875,r006,North America -> Mexico (2016),0.49
1875,r007,Central America and Caribbean -> Cuba (2013),1113.5
1875,r008,Central America and Caribbean -> Cuba (2013),0.47
1875,r009,Central America and Caribbean -> Ecuador (2014),808.4
1875,r010,Central America and Caribbean -> Ecuador (2014),0.44
1875,r011,South America -> Brazil (2016),39903.5
1875,r012,South America -> Brazil (2016),1.27
1875,r013,South America -> Argentina (2016),5024.0
1875,r014,South America -> Argentina (2016),0.54
1875,r015,South America -> Colombia (2017),1742.0
1875,r016,South America -> Colombia (2017),0.24
1875,r017,South America -> Chile (2016),1590.8
1875,r018,South America -> Chile (2016),0.36
1875,r019,Europe -> Germany (2017),132004.4
1875,r020,Europe -> Germany (2017),3.04
1875,r021,Europe -> France (2017),64672.1
1875,r022,Europe -> France (2017),2.19
1875,r023,Europe -> United Kingdom (2017),49345.3
1875,r024,Europe -> United Kingdom (2017),1.66
1875,r025,Europe -> Italy (2017),33542.9
1875,r026,Europe -> Italy (2017),1.35
1875,r027,Europe -> Spain (2017),21932.0
1875,r028,Europe -> Spain (2017),1.21
1875,r029,Europe -> Switzerland (2017),18900.0
1875,r030,Europe -> Switzerland (2017),3.37
1875,r031,Europe -> Netherlands (2017),18563.6
1875,r032,Europe -> Netherlands (2017),1.99
1875,r033,Europe -> Sweden (2017),17561.7
1875,r034,Europe -> Sweden (2017),3.4
1875,r035,Europe -> Belgium (2017),15189.0
1875,r036,Europe -> Belgium (2017),2.7
1875,r037,Europe -> Austria (2017),14966.4
1875,r038,Europe -> Austria (2017),3.16
1875,r039,Europe -> Poland (2017),11757.8
1875,r040,Europe -> Poland (2017),1.03
1875,r041,Europe -> Denmark (2017),9545.1
1875,r042,Europe -> Denmark (2017),3.05
1875,r043,Europe -> Czechia (2017),7213.2
1875,r044,Europe -> Czechia (2017),1.79
1875,r045,Europe -> Finland (2017),7038.5
1875,r046,Europe -> Finland (2017),2.76
1875,r047,Europe -> Norway (2017),6869.3
1875,r048,Europe -> Norway (2017),2.09
1875,r049,Europe -> Portugal (2017),4454.1
1875,r050,Europe -> Portugal (2017),1.33
1875,r051,Europe -> Ireland (2016),3920.0
1875,r052,Europe -> Ireland (2016),1.16
1875,r053,Europe -> Hungary (2017),3801.4
1875,r054,Europe -> Hungary (2017),1.35
1875,r055,Europe -> Greece (2017),3476.6
1875,r056,Europe -> Greece (2017),1.13
1875,r057,Europe -> Romania (2017),2625.0
1875,r058,Europe -> Romania (2017),0.5
1875,r059,Europe -> Ukraine (2017),1651.6
1875,r060,Europe -> Ukraine (2017),0.45
1875,r061,Europe -> Slovakia (2017),1554.2
1875,r062,Europe -> Slovakia (2017),0.88
1875,r063,Europe -> Slovenia (2017),1391.9
1875,r064,Europe -> Slovenia (2017),1.85
1875,r065,Europe -> Bulgaria (2017),1108.8
1875,r066,Europe -> Bulgaria (2017),0.77
1875,r067,Europe -> Belarus (2017),1052.2
1875,r068,Europe -> Belarus (2017),0.59
1875,r069,Europe -> Serbia (2017),985.7
1875,r070,Europe -> Serbia (2017),0.93
1875,r071,Europe -> Croatia (2017),906.9
1875,r072,Europe -> Croatia (2017),0.87
1875,r073,Europe -> Lithuania (2017),844.7
1875,r074,Europe -> Lithuania (2017),0.9
1875,r075,Europe -> Luxembourg (2017),806.3
1875,r076,Europe -> Luxembourg (2017),1.26
1875,r077,Europe -> Estonia (2017),567.8
1875,r078,Europe -> Estonia (2017),1.29
1875,r079,Middle East -> Turkey (2017),21729.5
1875,r080,Middle East -> Turkey (2017),0.96
1875,r081,Middle East -> Israel (2017),15391.5
1875,r082,Middle East -> Israel (2017),4.54
1875,r083,Middle East -> Saudi Arabia (2013),12513.3
1875,r084,Middle East -> Saudi Arabia (2013),0.82
1875,r085,Middle East -> United Arab Emirates (2016),6522.5
1875,r086,Middle East -> United Arab Emirates (2016),0.96
1875,r087,Middle East -> Iran (2013),3317.2
1875,r088,Middle East -> Iran (2013),0.25
1875,r089,Africa -> Egypt (2017),6846.7
1875,r090,Africa -> Egypt (2017),0.61
1875,r091,Africa -> South Africa (2016),6089.8
1875,r092,Africa -> South Africa (2016),0.82
1875,r093,Africa -> Morocco (2010),1483.6
1875,r094,Africa -> Morocco (2010),0.73
1875,r095,Africa -> Nigeria (2007),1374.8
1875,r096,Africa -> Nigeria (2007),0.22
1875,r097,Africa -> Tunisia (2016),793.9
1875,r098,Africa -> Tunisia (2016),0.6
