table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12674,r001,All institutions,All institutions,,1,-,"['5,437,566', '']","['92,811', '']","['256,518', '']","['3,161,287', '']","['30,663', '']","['129,636', '']","['59,755', '']","['208,838', '']","['59,917', '']","['961,129', '']","['477,012', '']"
12674,r002,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,1,"['300,907', '']","['0', '']","['0', '']","['279,390', '']","['8,789', '']","['3,337', '']","['3,926', '']","['5,465', '']","['0', '']","['0', '']","['0', '']"
12674,r003,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,2,"['251,300', '']","['3,867', '']","['4,751', '']","['108,777', '']","['271', '']","['4,961', '']","['679', '']","['4,868', '']","['1,621', '']","['107,485', '']","['14,020', '']"
12674,r004,All institutions -> U. Florida,All institutions,U. Florida,2,3,"['193,910', '']","['569', '']","['4,104', '']","['146,844', '']","['255', '']","['1,841', '']","['1,090', '']","['4,193', '']","['46', '']","['26,871', '']","['8,097', '']"
12674,r005,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,4,"['134,547', '']","['2,866', '']","['8,698', '']","['75,900', '']","['2,319', '']","['4,281', '']","['145', '']","['2,261', '']","['1,547', '']","['33,890', '']","['2,640', '']"
12674,r006,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,5,"['128,291', '']","['2,492', '']","['4,074', '']","['11,069', '']","['4,302', '']","['12,193', '']","['1,829', '']","['738', '']","['0', '']","['87,306', '']","['4,288', '']"
12674,r007,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,6,"['125,524', '']","['1,297', '']","['6,781', '']","['79,724', '']","['347', '']","['3,628', '']","['877', '']","['7,680', '']","['4,215', '']","['9,973', '']","['11,002', '']"
12674,r008,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,7,"['117,514', '']","['0', '']","['4,337', '']","['96,883', '']","['0', '']","['83', '']","['1,603', '']","['1,286', '']","['0', '']","['5,880', '']","['7,442', '']"
12674,r009,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,8,"['105,632', '']","['0', '']","['1,797', '']","['83,304', '']","['49', '']","['174', '']","['176', '']","['7,603', '']","['1,001', '']","['5,070', '']","['6,458', '']"
12674,r010,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,9,"['102,208', '']","['3,402', '']","['2,043', '']","['15,949', '']","['91', '']","['1,752', '']","['466', '']","['4,757', '']","['5,355', '']","['50,387', '']","['18,006', '']"
12674,r011,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,10,"['95,710', '']","['0', '']","['0', '']","['95,710', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12674,r012,All institutions -> Cornell U.,All institutions,Cornell U.,2,11,"['95,202', '']","['57', '']","['20', '']","['75,771', '']","['119', '']","['1,120', '']","['2,748', '']","['3,881', '']","['0', '']","['4,045', '']","['7,441', '']"
