table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
3535,r001,Institutions,Institutions,,,,,1,383,53.6,346,48.5,200,28.0
3535,r002,Schools,Schools,,,,,1,410,50.7,365,45.1,215,26.6
3535,r003,Units,Units,,,,,1,927,4.6,669,3.3,448,2.2
3535,r004,All graduate students,All graduate students,,,,,1,41600,100.0,30243,100.0,11357,100.0
3535,r005,All graduate students -> Male,All graduate students,Male,,,,2,9604,23.1,5871,19.4,3733,32.9
3535,r006,All graduate students -> Female,All graduate students,Female,,,,2,31996,76.9,24372,80.6,7624,67.1
3535,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,36598,88.0,28187,93.2,8411,74.1
3535,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,4198,10.1,3597,11.9,601,5.3
3535,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
3535,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,132,0.3,101,0.3,31,0.3
3535,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,2853,6.9,2020,6.7,833,7.3
3535,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,2985,7.2,2095,6.9,890,7.8
3535,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,51,0.1,45,0.1,6,0.1
3535,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,23634,56.8,18250,60.3,5384,47.4
3535,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,967,2.3,740,2.4,227,2.0
3535,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,1778,4.3,1339,4.4,439,3.9
3535,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,5002,12.0,2056,6.8,2946,25.9
3535,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,10872,26.1,7776,25.7,3096,27.3
3535,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,30728,73.9,22467,74.3,8261,72.7
3535,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,11192,26.9,9529,31.5,1663,14.6
