table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10239,r001,Department of Defense,Department of Defense,,,,,1,,,,,,,,
10239,r002,Department of Defense -> RDT&E,Department of Defense,RDT&E,,,,2,113647,31090,4154,71388,4993,1701,18,302
10239,r003,Department of Defense -> RDT&E -> Total research,Department of Defense,RDT&E,Total research,,,3,10377,2922,1054,3139,2750,412,8,93
10239,r004,Department of Defense -> RDT&E -> Total research -> Basic research,Department of Defense,RDT&E,Total research,Basic research,,4,2977,629,72,511,1602,104,4,56
10239,r005,Department of Defense -> RDT&E -> Total research -> Applied research,Department of Defense,RDT&E,Total research,Applied research,,4,7401,2294,982,2628,1148,308,4,37
10239,r006,Department of Defense -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,RDT&E,Total experimental development<sup>c</sup>,,,3,65096,23940,2444,35253,2028,1217,10,202
10239,r007,Department of Defense -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,,4,10488,3092,261,4866,1205,931,2,131
10239,r008,Department of Defense -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,RDT&E,Total experimental development<sup>c</sup>,Major systems,,4,54608,20848,2183,30387,823,287,8,71
10239,r009,Department of Defense -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,RDT&E,Total operational systems development<sup>d</sup>,,,3,38173,4228,656,32996,214,72,0,7
10239,r010,Department of Defense -> Defense Advanced Research Projects Agency,Department of Defense,Defense Advanced Research Projects Agency,,,,2,,,,,,,,
10239,r011,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,,,3,3809,288,108,2532,675,175,0.05,31
10239,r012,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total research,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total research,,4,1997,106,78,1015,609,158,0.05,31
10239,r013,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total research -> Basic research,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total research,Basic research,5,513,18,25,141,276,43,0,11
10239,r014,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total research -> Applied research,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total research,Applied research,5,1484,89,53,874,334,115,0.05,19
10239,r015,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>c</sup>,,4,1812,182,30,1518,65,17,0,0
10239,r016,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,1639,117,30,1409,65,17,0,0
10239,r017,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,173,65,0,108,0,0.05,0,0
10239,r018,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total operational systems development<sup>d</sup>,,4,0,0,0,0,0,0,0,0
10239,r019,Department of Defense -> Defense Health Agency,Department of Defense,Defense Health Agency,,,,2,,,,,,,,
10239,r020,Department of Defense -> Defense Health Agency -> RDT&E,Department of Defense,Defense Health Agency,RDT&E,,,3,2558,611,6,352,823,698,0,67
10239,r021,Department of Defense -> Defense Health Agency -> RDT&E -> Total research,Department of Defense,Defense Health Agency,RDT&E,Total research,,4,174,48,3,33,44,46,0,1
10239,r022,Department of Defense -> Defense Health Agency -> RDT&E -> Total research -> Basic research,Department of Defense,Defense Health Agency,RDT&E,Total research,Basic research,5,16,4,0.05,6,2,3,0,0
10239,r023,Department of Defense -> Defense Health Agency -> RDT&E -> Total research -> Applied research,Department of Defense,Defense Health Agency,RDT&E,Total research,Applied research,5,159,43,2,27,42,43,0,1
10239,r024,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>c</sup>,,4,2363,554,3,309,778,653,0,66
10239,r025,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,1668,44,3,212,750,596,0,63
10239,r026,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,695,509,0.05,98,28,57,0,3
10239,r027,Department of Defense -> Defense Health Agency -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Defense Health Agency,RDT&E,Total operational systems development<sup>d</sup>,,4,21,10,0.05,10,0.05,0,0,0
10239,r028,Department of Defense -> Department of the Air Force,Department of Defense,Department of the Air Force,,,,2,,,,,,,,
10239,r029,Department of Defense -> Department of the Air Force -> RDT&E,Department of Defense,Department of the Air Force,RDT&E,,,3,35455,6812,1110,26497,931,77,2,26
10239,r030,Department of Defense -> Department of the Air Force -> RDT&E -> Total research,Department of Defense,Department of the Air Force,RDT&E,Total research,,4,2422,659,86,877,738,34,2,26
10239,r031,Department of Defense -> Department of the Air Force -> RDT&E -> Total research -> Basic research,Department of Defense,Department of the Air Force,RDT&E,Total research,Basic research,5,725,60,2,75,560,4,0,24
10239,r032,Department of Defense -> Department of the Air Force -> RDT&E -> Total research -> Applied research,Department of Defense,Department of the Air Force,RDT&E,Total research,Applied research,5,1697,599,84,802,178,31,2,2
10239,r033,Department of Defense -> Department of the Air Force -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Department of the Air Force,RDT&E,Total experimental development<sup>c</sup>,,4,10823,4168,508,5956,161,30,0.05,0
10239,r034,Department of Defense -> Department of the Air Force -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Department of the Air Force,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,990,217,10,702,53,6,0.05,0
10239,r035,Department of Defense -> Department of the Air Force -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Department of the Air Force,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,9833,3951,497,5254,108,23,0,0
10239,r036,Department of Defense -> Department of the Air Force -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Department of the Air Force,RDT&E,Total operational systems development<sup>d</sup>,,4,22210,1985,516,19664,31,13,0,0
10239,r037,Department of Defense -> Department of the Army,Department of Defense,Department of the Army,,,,2,,,,,,,,
