table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7967,r001,All institutions,All institutions,,1,-,"['22,448,362', '']","['597,889', '']","['656,303', '']","['12,432,608', '']","['212,549', '']","['1,247,864', '']","['358,712', '']","['1,109,283', '']","['451,354', '']","['2,794,243', '']","['2,587,557', '']"
7967,r002,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,1,"['581,768', '']","['6,730', '']","['6,963', '']","['277,663', '']","['12,054', '']","['23,291', '']","['10,392', '']","['79,188', '']","['1,823', '']","['60,023', '']","['103,641', '']"
7967,r003,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,2,"['511,958', '']","['9,627', '']","['448', '']","['305,459', '']","['4,494', '']","['15,875', '']","['3,483', '']","['26,784', '']","['0', '']","['34,065', '']","['111,723', '']"
7967,r004,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,3,"['425,597', '']","['2,617', '']","['2,023', '']","['345,534', '']","['1,426', '']","['7,033', '']","['1,393', '']","['4,806', '']","['17,394', '']","['27,783', '']","['15,588', '']"
7967,r005,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,4,"['418,589', '']","['0', '']","['0', '']","['406,018', '']","['0', '']","['12,571', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7967,r006,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,5,"['412,540', '']","['4,435', '']","['19,153', '']","['278,279', '']","['984', '']","['14,871', '']","['2,212', '']","['18,740', '']","['8,469', '']","['30,340', '']","['35,057', '']"
7967,r007,All institutions -> Harvard U.,All institutions,Harvard U.,2,6,"['384,197', '']","['5,562', '']","['6,852', '']","['168,035', '']","['1,866', '']","['30,929', '']","['1,875', '']","['53,728', '']","['8,209', '']","['34,083', '']","['73,058', '']"
7967,r008,All institutions -> Yale U.,All institutions,Yale U.,2,7,"['334,314', '']","['1,832', '']","['4,331', '']","['279,638', '']","['1,243', '']","['23,030', '']","['3,433', '']","['8,435', '']","['29', '']","['9,579', '']","['2,764', '']"
7967,r009,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,8,"['313,810', '']","['5,454', '']","['838', '']","['217,659', '']","['695', '']","['13,548', '']","['7,859', '']","['4,000', '']","['0', '']","['38,372', '']","['25,385', '']"
7967,r010,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,9,"['313,192', '']","['6,167', '']","['14,984', '']","['115,994', '']","['1,507', '']","['20,644', '']","['2,388', '']","['8,541', '']","['4,990', '']","['126,297', '']","['11,680', '']"
7967,r011,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,10,"['309,620', '']","['11,648', '']","['2,806', '']","['214,305', '']","['1,553', '']","['7,636', '']","['6,387', '']","['9,126', '']","['1,574', '']","['28,975', '']","['25,610', '']"
7967,r012,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,11,"['307,481', '']","['15,128', '']","['4,148', '']","['198,371', '']","['529', '']","['14,767', '']","['707', '']","['12,870', '']","['134', '']","['37,831', '']","['22,996', '']"
7967,r013,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,12,"['304,506', '']","['2,607', '']","['4,315', '']","['241,620', '']","['688', '']","['8,697', '']","['11,498', '']","['11,879', '']","['15', '']","['7,589', '']","['15,598', '']"
7967,r014,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,13,"['302,528', '']","['1,639', '']","['2,767', '']","['205,197', '']","['562', '']","['10,380', '']","['2,422', '']","['29,813', '']","['16,277', '']","['11,886', '']","['21,585', '']"
7967,r015,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,14,"['275,632', '']","['8,802', '']","['2,461', '']","['124,230', '']","['4,699', '']","['44,147', '']","['4,764', '']","['16,508', '']","['13,864', '']","['39,704', '']","['16,453', '']"
7967,r016,All institutions -> U. Florida,All institutions,U. Florida,2,15,"['266,197', '']","['4,664', '']","['3,796', '']","['204,060', '']","['505', '']","['6,868', '']","['1,792', '']","['5,138', '']","['4', '']","['24,813', '']","['14,557', '']"
7967,r017,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,16,"['264,093', '']","['13,596', '']","['5,421', '']","['158,451', '']","['304', '']","['9,509', '']","['6,076', '']","['26,013', '']","['10,550', '']","['6,305', '']","['27,868', '']"
7967,r018,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,17,"['258,139', '']","['4,004', '']","['12,176', '']","['32,858', '']","['1,309', '']","['9,835', '']","['4,238', '']","['37,523', '']","['73,597', '']","['43,597', '']","['39,002', '']"
7967,r019,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,18,"['255,241', '']","['3,324', '']","['2,182', '']","['210,951', '']","['772', '']","['10,675', '']","['2,431', '']","['837', '']","['5,685', '']","['14,539', '']","['3,845', '']"
7967,r020,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,19,"['250,863', '']","['15,985', '']","['36,408', '']","['135,481', '']","['1,340', '']","['10,741', '']","['2,437', '']","['9,056', '']","['6,049', '']","['25,787', '']","['7,579', '']"
