table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7962,r001,All institutions,All institutions,,1,-,"['89,723,447', '']","['2,951,923', '']","['3,295,883', '']","['52,364,596', '']","['772,935', '']","['5,740,630', '']","['1,326,030', '']","['2,842,033', '']","['1,022,500', '']","['14,293,487', '']","['5,113,430', '']"
7962,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['3,181,385', '']","['270,040', 'i']","['79,257', 'i']","['1,069,865', 'i']","['117,429', 'i']","['338,454', 'i']","['6,201', 'i']","['5,305', 'i']","['50,406', 'i']","['1,237,980', 'i']","['6,448', 'i']"
7962,r003,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,2,"['1,710,036', '']","['0', '']","['0', '']","['1,639,862', '']","['0', '']","['69,817', '']","['0', '']","['0', '']","['357', '']","['0', '']","['0', '']"
7962,r004,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,3,"['1,639,645', '']","['13,922', '']","['15,080', '']","['931,174', '']","['17,937', '']","['66,041', '']","['18,255', '']","['175,698', '']","['3,628', '']","['279,682', '']","['118,228', '']"
7962,r005,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,4,"['1,631,950', '']","['27,396', '']","['1,929', '']","['1,243,966', '']","['8,637', '']","['59,246', '']","['15,250', '']","['46,021', '']","['1,172', '']","['88,937', '']","['139,396', '']"
7962,r006,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,5,"['1,488,645', '']","['26,869', '']","['128,033', '']","['1,013,261', '']","['5,778', '']","['58,664', '']","['11,269', '']","['13,491', '']","['0', '']","['157,622', '']","['73,658', '']"
7962,r007,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,6,"['1,454,880', '']","['16,186', '']","['41,818', '']","['1,053,540', '']","['12,110', '']","['56,624', '']","['17,464', '']","['62,413', '']","['42,390', '']","['93,906', '']","['58,429', '']"
7962,r008,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,7,"['1,425,499', '']","['46,962', '']","['185,870', '']","['827,370', '']","['5,639', '']","['86,893', '']","['18,645', '']","['22,940', '']","['13,214', '']","['177,564', '']","['40,402', '']"
7962,r009,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,8,"['1,380,075', '']","['23,678', '']","['65,814', '']","['861,558', '']","['6,394', '']","['87,587', '']","['10,944', '']","['63,043', '']","['44,157', '']","['131,709', '']","['85,191', '']"
7962,r010,All institutions -> Stanford U.,All institutions,Stanford U.,2,9,"['1,274,483', '']","['23,232', '']","['21,216', '']","['905,150', '']","['6,070', '']","['98,672', '']","['16,587', '']","['22,559', '']","['272', '']","['136,251', '']","['44,474', '']"
7962,r011,All institutions -> Harvard U.,All institutions,Harvard U.,2,10,"['1,254,008', '']","['20,858', '']","['38,756', '']","['714,069', '']","['19,503', '']","['109,606', '']","['4,200', '']","['136,543', '']","['8,608', '']","['92,782', '']","['109,083', '']"
7962,r012,All institutions -> Duke U.,All institutions,Duke U.,2,11,"['1,237,686', '']","['5,273', '']","['7,310', '']","['1,040,786', '']","['8,922', '']","['22,131', '']","['6,923', '']","['36,432', '']","['23', '']","['94,483', '']","['15,403', '']"
7962,r013,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,12,"['1,236,111', '']","['16,691', '']","['7,979', '']","['876,239', '']","['4,793', '']","['40,010', '']","['8,139', '']","['17,017', '']","['42,228', '']","['163,509', '']","['59,506', '']"
7962,r014,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,13,"['1,205,883', '']","['32,344', '']","['16,879', '']","['925,380', '']","['5,489', '']","['38,809', '']","['43,348', '']","['67,325', '']","['15', '']","['30,935', '']","['45,359', '']"
7962,r015,All institutions -> Cornell U.,All institutions,Cornell U.,2,14,"['1,183,524', '']","['28,125', '']","['6,589', '']","['833,824', '']","['2,467', '']","['120,151', '']","['11,273', '']","['22,269', '']","['0', '']","['118,621', '']","['40,205', '']"
7962,r016,All institutions -> Yale U.,All institutions,Yale U.,2,15,"['1,165,148', '']","['7,379', '']","['7,021', '']","['1,012,626', '']","['3,589', '']","['56,847', '']","['10,453', '']","['14,055', '']","['29', '']","['35,778', '']","['17,371', '']"
7962,r017,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,16,"['1,147,720', '']","['19,178', '']","['106,932', '']","['487,219', '']","['6,729', '']","['56,029', '']","['6,546', '']","['28,965', '']","['10,943', '']","['385,656', '']","['39,523', '']"
7962,r018,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,17,"['1,142,264', '']","['50,483', '']","['61,660', '']","['633,517', '']","['3,760', '']","['101,322', '']","['8,600', '']","['58,423', '']","['15,701', '']","['154,163', '']","['54,635', '']"
7962,r019,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,18,"['1,135,416', '']","['10,455', '']","['9,952', '']","['983,251', '']","['2,891', '']","['27,919', '']","['16,966', '']","['4,070', '']","['12,637', '']","['56,681', '']","['10,594', '']"
7962,r020,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,19,"['1,124,971', '']","['0', '']","['0', '']","['1,056,727', '']","['18,914', '']","['17,572', '']","['17,939', '']","['13,819', '']","['0', '']","['0', '']","['0', '']"
7962,r021,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,20,"['1,114,481', '']","['146,318', '']","['13,998', '']","['32,997', '']","['8,614', '']","['33,914', '']","['3,782', '']","['7,467', '']","['0', '']","['839,071', '']","['28,320', '']"
7962,r022,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,21,"['1,098,570', '']","['27,763', '']","['77,515', '']","['797,089', '']","['2,951', '']","['46,386', '']","['4,637', '']","['11,332', '']","['0', '']","['75,457', '']","['55,440', '']"
7962,r023,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,22,"['1,072,961', '']","['22,629', '']","['13,634', '']","['760,975', '']","['8,555', '']","['41,812', '']","['29,408', '']","['33,248', '']","['2,845', '']","['121,637', '']","['38,218', '']"
7962,r024,All institutions -> New York U.,All institutions,New York U.,2,23,"['1,063,704', '']","['15,246', '']","['436', '']","['771,663', '']","['16,998', '']","['26,417', '']","['27,209', '']","['29,601', '']","['17', '']","['99,307', '']","['76,810', '']"
7962,r025,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,24,"['1,019,273', '']","['18,226', '']","['1,861', '']","['806,323', '']","['1,317', '']","['30,077', '']","['15,687', '']","['8,539', '']","['0', '']","['86,541', '']","['50,702', '']"
7962,r026,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,25,"['989,214', '']","['4,575', '']","['6,083', '']","['887,653', '']","['840', '']","['24,320', '']","['6,121', '']","['1,374', '']","['3,116', '']","['26,574', '']","['28,558', '']"
7962,r027,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,26,"['970,544', '']","['73,737', '']","['31,930', '']","['291,733', '']","['14,090', '']","['89,035', '']","['29,685', '']","['27,130', '']","['0', '']","['378,667', '']","['34,537', '']"
7962,r028,All institutions -> U. Florida,All institutions,U. Florida,2,27,"['959,965', '']","['15,238', '']","['16,189', '']","['706,987', '']","['1,757', '']","['28,005', '']","['12,597', '']","['16,015', '']","['12', '']","['122,704', '']","['40,461', '']"
7962,r029,All institutions -> U. Southern California,All institutions,U. Southern California,2,28,"['955,565', '']","['115,694', '']","['14,323', '']","['598,925', '']","['1,472', '']","['21,413', '']","['9,837', '']","['75,520', '']","['162', '']","['78,179', '']","['40,040', '']"
7962,r030,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,29,"['949,076', '']","['116,877', '']","['30,961', '']","['118,283', '']","['9,015', '']","['170,494', '']","['478', '']","['47,850', '']","['19,812', '']","['382,569', '']","['52,737', '']"
7962,r031,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,30,"['913,178', '']","['8,957', '']","['1,342', '']","['659,195', '']","['1,490', '']","['83,618', '']","['3,352', '']","['21,988', '']","['27,424', '']","['80,735', '']","['25,077', '']"
7962,r032,All institutions -> Emory U.,All institutions,Emory U.,2,31,"['852,922', '']","['2,841', '']","['2,217', '']","['789,831', '']","['1,693', '']","['25,676', '']","['5,215', '']","['3,979', '']","['0', '']","['11,488', '']","['9,982', '']"
7962,r033,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,32,"['846,872', '']","['9,583', '']","['7,857', '']","['264,394', '']","['8,067', '']","['156,896', '']","['16,892', '']","['56,908', '']","['74,539', '']","['199,711', '']","['52,025', '']"
7962,r034,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,33,"['820,260', '']","['0', '']","['0', '']","['820,260', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7962,r035,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,34,"['817,409', '']","['5,934', '']","['30,603', '']","['590,027', '']","['4,698', '']","['27,906', '']","['3,177', '']","['30,951', '']","['9,720', '']","['102,370', '']","['12,023', '']"
7962,r036,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,35,"['779,348', '']","['87,595', '']","['54,009', '']","['148,471', '']","['17,349', '']","['85,250', '']","['10,293', '']","['23,660', '']","['2,806', '']","['279,730', '']","['70,185', '']"
7962,r037,All institutions -> U. Arizona,All institutions,U. Arizona,2,36,"['770,031', '']","['16,503', '']","['32,088', '']","['447,584', '']","['3,347', '']","['140,655', '']","['4,255', '']","['18,628', '']","['6,158', '']","['72,158', '']","['28,655', '']"
7962,r038,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,37,"['731,268', '']","['99,600', '']","['5,521', '']","['258,253', '']","['3,612', '']","['78,698', '']","['15,063', '']","['5,604', '']","['13,335', '']","['216,233', '']","['35,349', '']"
7962,r039,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,38,"['716,976', '']","['0', '']","['0', '']","['716,976', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7962,r040,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,39,"['710,178', '']","['15,996', '']","['5,695', '']","['317,235', '']","['11,152', '']","['167,520', '']","['13,042', '']","['45,620', '']","['17,284', '']","['79,360', '']","['37,274', '']"
7962,r041,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,40,"['695,258', '']","['38,843', '']","['7,960', '']","['501,125', '']","['1,678', '']","['30,322', '']","['13,211', '']","['40,800', '']","['12,122', '']","['13,012', '']","['36,185', '']"
7962,r042,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,41,"['679,482', '']","['22,324', '']","['7,578', '']","['237,182', '']","['2,742', '']","['42,663', '']","['8,342', '']","['14,611', '']","['2,619', '']","['285,469', '']","['55,952', '']"
