table_id,row_id,time_period,_b_graduate_students_b_level_1,_b_graduate_students_b_level_2,_b_graduate_students_b_level_3,_b_graduate_students_b_hierarchy_depth,value
3493,r001,1980,Graduate students,Total,,2,251265
3493,r002,1980,Graduate students,U.S. citizens and permanent residents,Number,3,220903
3493,r003,1980,Graduate students,U.S. citizens and permanent residents,Percent,3,87.9
3493,r004,1980,Graduate students,Temporary visa holders,Number,3,30362
3493,r005,1980,Graduate students,Temporary visa holders,Percent,3,12.1
3493,r006,1980,Postdoctoral appointees,Total,,2,13042
3493,r007,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,8307
3493,r008,1980,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,63.7
3493,r009,1980,Postdoctoral appointees,Temporary visa holders,Number,3,4735
3493,r010,1980,Postdoctoral appointees,Temporary visa holders,Percent,3,36.3
3493,r011,1981,Graduate students,Total,,2,252404
3493,r012,1981,Graduate students,U.S. citizens and permanent residents,Number,3,219762
3493,r013,1981,Graduate students,U.S. citizens and permanent residents,Percent,3,87.1
3493,r014,1981,Graduate students,Temporary visa holders,Number,3,32642
3493,r015,1981,Graduate students,Temporary visa holders,Percent,3,12.9
3493,r016,1981,Postdoctoral appointees,Total,,2,13731
3493,r017,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,8504
3493,r018,1981,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,61.9
3493,r019,1981,Postdoctoral appointees,Temporary visa holders,Number,3,5227
3493,r020,1981,Postdoctoral appointees,Temporary visa holders,Percent,3,38.1
3493,r021,1982,Graduate students,Total,,2,255146
3493,r022,1982,Graduate students,U.S. citizens and permanent residents,Number,3,215397
3493,r023,1982,Graduate students,U.S. citizens and permanent residents,Percent,3,84.4
3493,r024,1982,Graduate students,Temporary visa holders,Number,3,39749
3493,r025,1982,Graduate students,Temporary visa holders,Percent,3,15.6
3493,r026,1982,Postdoctoral appointees,Total,,2,13698
3493,r027,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,8393
3493,r028,1982,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,61.3
3493,r029,1982,Postdoctoral appointees,Temporary visa holders,Number,3,5305
3493,r030,1982,Postdoctoral appointees,Temporary visa holders,Percent,3,38.7
3493,r031,1983,Graduate students,Total,,2,255820
3493,r032,1983,Graduate students,U.S. citizens and permanent residents,Number,3,213114
3493,r033,1983,Graduate students,U.S. citizens and permanent residents,Percent,3,83.3
3493,r034,1983,Graduate students,Temporary visa holders,Number,3,42706
3493,r035,1983,Graduate students,Temporary visa holders,Percent,3,16.7
3493,r036,1983,Postdoctoral appointees,Total,,2,14562
3493,r037,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9063
3493,r038,1983,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,62.2
3493,r039,1983,Postdoctoral appointees,Temporary visa holders,Number,3,5499
3493,r040,1983,Postdoctoral appointees,Temporary visa holders,Percent,3,37.8
3493,r041,1984,Graduate students,Total,,2,256903
3493,r042,1984,Graduate students,U.S. citizens and permanent residents,Number,3,212717
3493,r043,1984,Graduate students,U.S. citizens and permanent residents,Percent,3,82.8
3493,r044,1984,Graduate students,Temporary visa holders,Number,3,44186
3493,r045,1984,Graduate students,Temporary visa holders,Percent,3,17.2
3493,r046,1984,Postdoctoral appointees,Total,,2,14979
3493,r047,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9248
3493,r048,1984,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,61.7
3493,r049,1984,Postdoctoral appointees,Temporary visa holders,Number,3,5731
3493,r050,1984,Postdoctoral appointees,Temporary visa holders,Percent,3,38.3
3493,r051,1985,Graduate students,Total,,2,261973
3493,r052,1985,Graduate students,U.S. citizens and permanent residents,Number,3,214014
3493,r053,1985,Graduate students,U.S. citizens and permanent residents,Percent,3,81.7
3493,r054,1985,Graduate students,Temporary visa holders,Number,3,47959
3493,r055,1985,Graduate students,Temporary visa holders,Percent,3,18.3
3493,r056,1985,Postdoctoral appointees,Total,,2,15576
3493,r057,1985,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9300
3493,r058,1985,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,59.7
3493,r059,1985,Postdoctoral appointees,Temporary visa holders,Number,3,6276
3493,r060,1985,Postdoctoral appointees,Temporary visa holders,Percent,3,40.3
3493,r061,1986,Graduate students,Total,,2,266077
3493,r062,1986,Graduate students,U.S. citizens and permanent residents,Number,3,214097
3493,r063,1986,Graduate students,U.S. citizens and permanent residents,Percent,3,80.5
3493,r064,1986,Graduate students,Temporary visa holders,Number,3,51980
3493,r065,1986,Graduate students,Temporary visa holders,Percent,3,19.5
3493,r066,1986,Postdoctoral appointees,Total,,2,16512
3493,r067,1986,Postdoctoral appointees,U.S. citizens and permanent residents,Number,3,9660
3493,r068,1986,Postdoctoral appointees,U.S. citizens and permanent residents,Percent,3,58.5
3493,r069,1986,Postdoctoral appointees,Temporary visa holders,Number,3,6852
3493,r070,1986,Postdoctoral appointees,Temporary visa holders,Percent,3,41.5
3493,r071,1987,Graduate students,Total,,2,269256
3493,r072,1987,Graduate students,U.S. citizens and permanent residents,Number,3,213882
3493,r073,1987,Graduate students,U.S. citizens and permanent residents,Percent,3,79.4
