table_id,row_id,occupation_full_path,occupation_level_1,occupation_level_2,occupation_level_3,occupation_level_4,occupation_hierarchy_depth,field_all_full_time_employed_median_salary,field_all_full_time_employed_se,field__5_median_salary,field__5_se,field_6_10_median_salary,field_6_10_se,field_11_15_median_salary,field_11_15_se,field_16_20_median_salary,field_16_20_se,field_21_25_median_salary,field_21_25_se,field__25_median_salary,field__25_se
3739,r001,All occupations,All occupations,,,,1,119000,1000,90000,1500,105000,2000,117000,2000,129000,2500,139000,3000,148000,3500
3739,r002,All occupations -> Science occupations&#160;,All occupations,Science occupations&#160;,,,2,106000,1500,83000,1500,97000,1500,105000,1000,114000,2000,120000,2000,131000,2500
3739,r003,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160;",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;",,3,100000,500,65000,500,90000,1000,100000,3500,115000,4000,125000,4000,140000,2000
3739,r004,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160; -> Agricultural, food scientist",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;","Agricultural, food scientist",4,109000,2500,75000,5000,96000,3000,115000,7500,119000,4500,130000,10000,137000,5500
3739,r005,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160; -> Biochemists, biophysicist",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;","Biochemists, biophysicist",4,100000,4000,59000,3000,94000,10000,107000,10500,128000,6000,141000,12500,158000,6500
3739,r006,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160; -> Biological scientist",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;",Biological scientist,4,90000,2000,60000,500,80000,4000,100000,4500,103000,3500,121000,7000,123000,7000
3739,r007,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160; -> Forestry, conservation scientist",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;","Forestry, conservation scientist",4,98000,5500,61000,3500,86000,6000,99000,5500,113000,8000,130000,32000,136000,12500
3739,r008,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160; -> Medical scientist",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;",Medical scientist,4,119000,1000,67000,3500,103000,4000,119000,3500,140000,9500,146000,3000,176000,6000
3739,r009,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160; -> Postsecondary teachers, agricultural, other natural sciences",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;","Postsecondary teachers, agricultural, other natural sciences",4,90000,2000,71000,4500,80000,3000,84000,5500,99000,3500,100000,6000,117000,6500
3739,r010,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160; -> Postsecondary teachers, biological sciences",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;","Postsecondary teachers, biological sciences",4,89000,2000,60000,3500,70000,1500,83000,2500,91000,4500,99000,1500,110000,4500
3739,r011,"All occupations -> Science occupations&#160; -> Biological, agricultural, and other life scientist&#160; -> Other biological, agricultural, life scientist",All occupations,Science occupations&#160;,"Biological, agricultural, and other life scientist&#160;","Other biological, agricultural, life scientist",4,109000,2500,76000,4000,102000,6000,123000,4500,138000,6000,150000,4500,145000,6000
3739,r012,All occupations -> Science occupations&#160; -> Computer and information scientist&#160;,All occupations,Science occupations&#160;,Computer and information scientist&#160;,,3,149000,2000,140000,3000,144000,5500,150000,4500,148000,3000,149000,1000,150000,4500
