table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_all_r_da,field_paid_for_by_the_company,field_paid_for_by_others
5195,r001,United States,United States,,1,"['492,956', '&nbsp;']","['428,968', '&nbsp;']","['63,989', '&nbsp;']"
5195,r002,United States -> Alabama,United States,Alabama,2,"['2,423', '&nbsp;']","['1,191', '&nbsp;']","['1,232', '&nbsp;']"
5195,r003,United States -> Alaska,United States,Alaska,2,"['49', '&nbsp;']","['41', '&nbsp;']","['8', '&nbsp;']"
5195,r004,United States -> Arizona,United States,Arizona,2,"['6,403', '&nbsp;']","['4,570', '&nbsp;']","['1,832', '&nbsp;']"
5195,r005,United States -> Arkansas,United States,Arkansas,2,"['461', '&nbsp;']","['397', '&nbsp;']","['64', '&nbsp;']"
5195,r006,United States -> California,United States,California,2,"['171,961', '&nbsp;']","['158,850', '&nbsp;']","['13,111', '&nbsp;']"
5195,r007,United States -> Colorado,United States,Colorado,2,"['6,070', '&nbsp;']","['5,208', '&nbsp;']","['862', '&nbsp;']"
5195,r008,United States -> Connecticut,United States,Connecticut,2,"['7,421', '&nbsp;']","['6,171', '&nbsp;']","['1,250', '&nbsp;']"
5195,r009,United States -> Delaware,United States,Delaware,2,"['2,156', '&nbsp;']","['1,436', '&nbsp;']","['720', '&nbsp;']"
5195,r010,United States -> District of Columbia,United States,District of Columbia,2,"['412', '&nbsp;']","['277', '&nbsp;']","['135', '&nbsp;']"
5195,r011,United States -> Florida,United States,Florida,2,"['7,259', '&nbsp;']","['5,611', '&nbsp;']","['1,648', '&nbsp;']"
5195,r012,United States -> Georgia,United States,Georgia,2,"['4,844', '&nbsp;']","['3,924', '&nbsp;']","['920', 'i']"
5195,r013,United States -> Hawaii,United States,Hawaii,2,"['159', '&nbsp;']","['86', '&nbsp;']","['73', '&nbsp;']"
5195,r014,United States -> Idaho,United States,Idaho,2,"['2,697', '&nbsp;']","['2,608', '&nbsp;']","['89', '&nbsp;']"
5195,r015,United States -> Illinois,United States,Illinois,2,"['14,112', '&nbsp;']","['13,383', '&nbsp;']","['729', '&nbsp;']"
5195,r016,United States -> Indiana,United States,Indiana,2,"['7,952', '&nbsp;']","['6,895', '&nbsp;']","['1,057', '&nbsp;']"
5195,r017,United States -> Iowa,United States,Iowa,2,"['3,087', 'i']","['2,285', '&nbsp;']","['802', 'i']"
5195,r018,United States -> Kansas,United States,Kansas,2,"['2,748', '&nbsp;']","['1,857', '&nbsp;']","['891', 'i']"
