table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_level_5,_b_characteristic_b_hierarchy_depth,field_all_graduate_students_number,field_all_graduate_students_percent,field_master_s_students_number,field_master_s_students_percent,field_doctoral_students_number,field_doctoral_students_percent
10707,r001,Institutions,Institutions,,,,,1,237,34.3,212,30.7,103,14.9
10707,r002,Schools,Schools,,,,,1,248,32.0,219,28.3,109,14.1
10707,r003,Units,Units,,,,,1,439,1.9,354,1.6,145,0.6
10707,r004,All graduate students,All graduate students,,,,,1,20945,100.0,16931,100.0,4014,100.0
10707,r005,All graduate students -> Male,All graduate students,Male,,,,2,10329,49.3,8498,50.2,1831,45.6
10707,r006,All graduate students -> Female,All graduate students,Female,,,,2,10616,50.7,8433,49.8,2183,54.4
10707,r007,All graduate students -> U.S. citizens and permanent residents<sup>a</sup>,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,,,,2,13232,63.2,10514,62.1,2718,67.7
10707,r008,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,3,1698,8.1,1398,8.3,300,7.5
10707,r009,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,3,,,,,,
10707,r010,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,4,32,0.2,25,0.1,7,0.2
10707,r011,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,4,1927,9.2,1642,9.7,285,7.1
10707,r012,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,4,1218,5.8,1009,6.0,209,5.2
10707,r013,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,4,21,0.1,14,0.1,7,0.2
10707,r014,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,4,7096,33.9,5431,32.1,1665,41.5
10707,r015,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,4,501,2.4,384,2.3,117,2.9
10707,r016,All graduate students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All graduate students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,3,739,3.5,611,3.6,128,3.2
10707,r017,All graduate students -> Temporary visa holders,All graduate students,Temporary visa holders,,,,2,7713,36.8,6417,37.9,1296,32.3
10707,r018,All graduate students -> Part time,All graduate students,Part time,,,,2,7897,37.7,7164,42.3,733,18.3
10707,r019,All graduate students -> Full time,All graduate students,Full time,,,,2,13048,62.3,9767,57.7,3281,81.7
10707,r020,All graduate students -> Full time -> First time,All graduate students,Full time,First time,,,3,5883,28.1,5169,30.5,714,17.8
10707,r021,All graduate students -> Primary source of support for full-time students<sup>b</sup>,All graduate students,Primary source of support for full-time students<sup>b</sup>,,,,2,,,,,,
10707,r022,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,,,3,944,4.5,413,2.4,531,13.2
10707,r023,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOD,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOD,,4,59,0.3,32,0.2,27,0.7
10707,r024,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> DOE,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,DOE,,4,52,0.2,4,0.05,48,1.2
10707,r025,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,,4,240,1.1,20,0.1,220,5.5
10707,r026,All graduate students -> Primary source of support for full-time students<sup>b</sup> -> Federal -> HHS -> NIH,All graduate students,Primary source of support for full-time students<sup>b</sup>,Federal,HHS,NIH,5,214,1.0,19,0.1,195,4.9
