table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019_all_non_s_e_fields,field_2019_business_management_and_business_administration,field_2019_communication_and_communications_technologies,field_2019_education,field_2019_humanities,field_2019_law,field_2019_social_work,field_2019_visual_and_performing_arts,field_2019_other
3171,r001,All institutions,All institutions,,1,-,"['4,294,662', '']","['4,636,624', '']","['4,863,072', '']","['873,015', '']","['209,159', '']","['1,520,025', '']","['540,935', '']","['255,618', '']","['285,714', '']","['159,452', '']","['1,019,154', '']"
3171,r002,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,1,"['126,607', '']","['137,640', '']","['137,448', '']","['75,828', '']","['5,222', '']","['19,993', '']","['8,913', '']","['14,634', '']","['0', '']","['3,099', '']","['9,759', '']"
3171,r003,All institutions -> Harvard U.,All institutions,Harvard U.,2,2,"['90,570', '']","['106,759', '']","['110,578', '']","['17,433', '']","['1,491', '']","['60,198', '']","['8,916', '']","['20,707', '']","['0', '']","['1,833', '']","['0', '']"
3171,r004,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,3,"['95,604', '']","['107,516', '']","['104,485', '']","['13,015', '']","['2,016', '']","['11,100', '']","['25,955', '']","['6,683', '']","['7,366', '']","['3,655', '']","['34,695', '']"
3171,r005,All institutions -> New York U.,All institutions,New York U.,2,4,"['95,415', '']","['85,597', '']","['89,471', '']","['7,113', '']","['1', '']","['34,363', '']","['19,281', '']","['9,428', '']","['12,030', '']","['1,928', '']","['5,327', '']"
3171,r006,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,5,"['88,152', '']","['91,550', '']","['88,107', '']","['11,470', '']","['4,135', '']","['25,084', '']","['14,555', '']","['3,258', '']","['1,895', '']","['1,938', '']","['25,772', '']"
3171,r007,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,6,"['77,578', '']","['71,393', '']","['77,934', '']","['870', '']","['10,824', '']","['38,163', '']","['1,114', '']","['1,324', '']","['13,534', '']","['474', '']","['11,631', '']"
3171,r008,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,7,"['53,590', '']","['62,214', '']","['76,182', '']","['8,264', '']","['11,285', '']","['19,902', '']","['10,049', '']","['1,027', '']","['5,969', '']","['361', '']","['19,325', '']"
3171,r009,All institutions -> Florida State U.,All institutions,Florida State U.,2,8,"['35,582', '']","['37,175', '']","['71,549', '']","['10,325', '']","['2,832', '']","['30,086', '']","['9,669', '']","['3,312', '']","['7,536', '']","['5,616', '']","['2,173', '']"
3171,r010,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,9,"['67,376', '']","['69,109', '']","['70,687', '']","['20,897', '']","['7,150', '']","['6,719', '']","['11,514', '']","['5,282', '']","['1,231', '']","['5,251', '']","['12,643', '']"
