table_id,row_id,_b_ethnicity_race_and_citizenship_status_b_full_path,_b_ethnicity_race_and_citizenship_status_b_level_1,_b_ethnicity_race_and_citizenship_status_b_level_2,_b_ethnicity_race_and_citizenship_status_b_level_3,_b_ethnicity_race_and_citizenship_status_b_level_4,_b_ethnicity_race_and_citizenship_status_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
9594,r001,Female doctorate recipients,Female doctorate recipients,,,,1,23526,24365,24813,25347,25222,25084,25308,25488,25356,24128,27069
9594,r002,Female doctorate recipients -> U.S. citizen or permanent resident,Female doctorate recipients,U.S. citizen or permanent resident,,,2,16909,17414,17343,17853,18147,18170,18036,17963,17692,16576,18508
9594,r003,Female doctorate recipients -> Temporary visa holder,Female doctorate recipients,Temporary visa holder,,,2,5224,5571,5633,5734,5805,5686,6274,6556,6605,6295,7267
9594,r004,Female doctorate recipients -> Unknown citizenship,Female doctorate recipients,Unknown citizenship,,,2,1393,1380,1837,1760,1270,1228,998,969,1059,1257,1294
9594,r005,Female doctorate recipients -> Hispanic or Latino,Female doctorate recipients,Hispanic or Latino,,,2,1515,1550,1559,1664,1806,1761,1726,1989,2061,2023,2327
9594,r006,Female doctorate recipients -> Hispanic or Latino -> U.S. citizen or permanent resident,Female doctorate recipients,Hispanic or Latino,U.S. citizen or permanent resident,,3,1196,1230,1191,1330,1414,1384,1375,1542,1584,1587,1837
9594,r007,Female doctorate recipients -> Hispanic or Latino -> Temporary visa holder,Female doctorate recipients,Hispanic or Latino,Temporary visa holder,,3,317,309,364,330,386,363,350,440,475,426,489
9594,r008,Female doctorate recipients -> Hispanic or Latino -> Unknown citizenship,Female doctorate recipients,Hispanic or Latino,Unknown citizenship,,3,2,11,4,4,6,14,1,7,2,10,1
9594,r009,Female doctorate recipients -> Not Hispanic or Latino,Female doctorate recipients,Not Hispanic or Latino,,,2,,,,,,,,,,,
9594,r010,Female doctorate recipients -> Not Hispanic or Latino -> American Indian or Alaska Native,Female doctorate recipients,Not Hispanic or Latino,American Indian or Alaska Native,,3,65,64,55,77,73,62,72,66,61,65,62
