table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
6042,r001,Institutions,Institutions,,,,1,131,18.4,106,14.9
6042,r002,Schools,Schools,,,,1,154,19.1,118,14.6
6042,r003,Units,Units,,,,1,363,1.7,294,1.4
6042,r004,All individuals,All individuals,,,,1,2191,100.0,1028,100.0
6042,r005,All individuals -> Male,All individuals,Male,,,2,1044,47.6,469,45.6
6042,r006,All individuals -> Female,All individuals,Female,,,2,1147,52.4,559,54.4
6042,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,1167,53.3,na,na
6042,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,57,2.6,na,na
6042,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
6042,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,4,0.2,na,na
6042,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,227,10.4,na,na
6042,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,53,2.4,na,na
6042,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,1,0.05,na,na
6042,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,572,26.1,na,na
6042,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,15,0.7,na,na
6042,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,238,10.9,na,na
6042,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,1024,46.7,na,na
6042,r018,Primary source of support,Primary source of support,,,,1,,,,
6042,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,1054,48.1,na,na
6042,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,981,44.8,na,na
6042,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,2,0.1,na,na
6042,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,154,7.0,na,na
6042,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
6042,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,307,14.0,na,na
6042,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,1166,53.2,na,na
6042,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,200,9.1,na,na
6042,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,518,23.6,na,na
6042,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
6042,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,1523,69.5,582,56.6
6042,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,229,10.5,129,12.5
6042,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,124,5.7,19,1.8
6042,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,315,14.4,298,29.0
6042,r033,Degree origin,Degree origin,,,,1,,,,
6042,r034,Degree origin -> United States,Degree origin,United States,,,2,811,37.0,na,na
6042,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,679,31.0,na,na
6042,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,701,32.0,na,na
